id,goals,assists,cleansheets,influence,creativity,threat,ict,minutes,gw
76,0,0,0,0.0,0.0,0.0,0.0,0,7
77,0,0,0,0.0,0.0,0.0,0.0,0,7
78,0,0,0,0.0,0.0,0.0,0.0,0,7
79,0,0,0,0.4,0.2,0.0,0.1,1,7
80,0,0,0,0.0,0.0,0.0,0.0,0,7
81,0,0,0,0.0,0.0,0.0,0.0,0,7
82,0,0,0,17.4,12.2,0.0,3.0,90,7
96,0,0,0,0.0,0.0,0.0,0.0,0,7
97,0,0,0,11.2,30.2,8.0,4.9,90,7
98,0,0,0,8.0,0.0,0.0,0.8,7,7
99,0,0,0,0.0,0.0,0.0,0.0,0,7
100,0,0,0,1.2,2.8,36.0,4.0,90,7
101,0,0,0,3.6,19.6,0.0,2.3,90,7
102,0,0,0,2.8,2.0,51.0,5.6,45,7
113,1,0,1,47.4,14.2,73.0,13.5,90,7
114,0,0,1,16.0,13.6,85.0,11.5,62,7
115,0,0,0,0.0,0.0,0.0,0.0,0,7
116,0,1,0,21.4,13.9,0.0,3.5,27,7
117,0,0,1,14.2,25.4,51.0,9.1,67,7
118,1,0,1,57.2,42.4,18.0,11.8,90,7
119,0,0,0,0.0,0.0,0.0,0.0,0,7
120,0,0,0,0.0,0.0,0.0,0.0,0,7
121,0,0,0,0.0,0.0,0.0,0.0,0,7
133,0,1,1,34.0,58.7,57.0,15.0,90,7
134,1,0,1,50.2,22.2,17.0,8.9,90,7
135,1,0,0,39.8,15.2,17.0,7.2,20,7
136,0,0,0,0.4,0.4,0.0,0.1,1,7
137,0,0,1,8.2,7.8,16.0,3.2,90,7
138,0,1,1,8.8,24.9,42.0,7.6,78,7
139,0,0,1,1.6,3.4,4.0,0.9,69,7
140,0,0,0,0.0,0.0,0.0,0.0,0,7
150,0,0,0,15.2,1.6,27.0,4.4,90,7
151,0,0,0,23.8,67.3,31.0,12.2,90,7
152,0,0,0,0.0,0.0,0.0,0.0,0,7
153,0,0,0,0.0,0.0,0.0,0.0,6,7
154,0,0,0,0.6,0.8,0.0,0.1,9,7
155,0,0,0,0.0,0.0,0.0,0.0,0,7
156,0,0,0,0.0,0.0,0.0,0.0,0,7
157,0,0,0,0.6,0.6,0.0,0.1,11,7
158,0,0,0,6.0,2.8,0.0,0.9,80,7
171,0,0,0,0.0,0.0,0.0,0.0,0,7
172,0,1,0,19.8,23.9,9.0,5.3,57,7
173,0,0,0,0.0,0.0,0.0,0.0,0,7
174,0,1,0,24.0,30.5,2.0,5.7,32,7
175,0,0,0,2.2,0.7,0.0,0.3,6,7
176,1,0,1,61.6,14.9,17.0,9.4,90,7
177,0,0,0,0.0,0.0,0.0,0.0,0,7
178,0,0,0,0.0,0.0,0.0,0.0,0,7
179,0,0,0,0.0,0.0,0.0,0.0,0,7
180,0,0,0,1.0,1.2,0.0,0.2,11,7
191,0,0,1,7.6,13.3,68.0,8.9,90,7
192,0,0,1,0.0,3.6,32.0,3.4,90,7
193,0,0,0,1.0,0.0,0.0,0.1,1,7
194,0,0,0,0.0,0.0,0.0,0.0,0,7
195,0,0,0,0.0,0.0,0.0,0.0,0,7
196,0,0,0,0.0,0.0,0.0,0.0,0,7
197,0,0,1,19.0,16.5,8.0,4.4,90,7
198,0,0,1,9.0,8.7,2.0,2.0,63,7
199,1,0,1,33.6,6.5,17.0,5.7,90,7
200,0,0,0,1.0,0.5,0.0,0.2,3,7
201,0,0,0,0.0,0.0,0.0,0.0,0,7
214,1,0,0,46.2,52.3,76.0,17.5,85,7
215,0,2,0,23.2,33.6,18.0,7.5,79,7
216,0,0,0,0.0,0.0,0.0,0.0,0,7
217,1,0,0,60.8,59.7,61.0,18.2,90,7
218,0,0,0,4.4,0.3,0.0,0.5,10,7
219,0,0,0,0.0,0.3,0.0,0.0,4,7
220,0,0,0,0.0,0.0,0.0,0.0,0,7
221,0,0,0,35.6,11.3,0.0,4.7,90,7
222,0,0,0,11.0,14.8,34.0,6.0,90,7
238,0,0,0,14.2,27.8,9.0,5.1,90,7
239,0,0,0,0.0,0.0,0.0,0.0,0,7
240,0,0,0,0.0,0.0,0.0,0.0,0,7
241,0,0,0,0.0,13.5,2.0,1.5,73,7
242,0,0,0,0.0,0.0,0.0,0.0,0,7
243,0,0,0,7.6,3.4,18.0,2.9,90,7
244,0,0,0,5.0,10.8,1.0,1.7,16,7
245,0,0,0,0.0,0.0,0.0,0.0,0,7
246,0,0,0,1.6,22.3,48.0,7.2,73,7
247,0,0,0,0.0,0.0,0.0,0.0,0,7
248,1,0,0,48.4,12.0,24.0,8.4,90,7
249,0,0,0,0.0,0.0,0.0,0.0,0,7
250,0,0,0,0.0,0.0,0.0,0.0,0,7
265,0,1,1,8.8,21.7,23.0,5.4,83,7
266,0,0,0,7.8,13.1,0.0,2.1,73,7
267,0,0,0,10.2,7.1,4.0,2.1,90,7
268,0,0,0,7.2,0.8,0.0,0.8,45,7
269,0,0,0,0.0,0.0,0.0,0.0,0,7
270,0,0,0,12.4,11.2,0.0,2.4,90,7
271,0,0,0,3.4,1.1,1.0,0.6,42,7
282,0,0,0,0.0,0.0,0.0,0.0,0,7
283,0,0,0,24.2,45.8,39.0,10.9,90,7
284,0,0,0,0.0,0.0,0.0,0.0,0,7
285,0,0,0,2.8,12.1,23.0,3.8,65,7
286,0,0,0,16.4,2.0,2.0,2.0,90,7
287,0,0,0,3.8,2.5,52.0,5.8,80,7
288,0,0,0,21.2,8.3,10.0,4.0,90,7
289,0,0,0,0.0,0.0,0.0,0.0,0,7
290,0,0,0,0.0,0.0,0.0,0.0,0,7
300,0,0,0,0.0,0.0,0.0,0.0,0,7
301,0,0,0,14.8,33.0,24.0,7.2,90,7
302,0,0,0,17.2,19.4,7.0,4.4,76,7
320,0,0,0,1.2,18.8,51.0,7.1,90,7
321,0,0,0,17.4,19.8,11.0,4.8,90,7
322,0,0,0,0.0,0.0,0.0,0.0,0,7
323,0,0,0,3.2,0.6,7.0,1.1,11,7
324,0,0,0,0.0,0.0,0.0,0.0,0,7
325,0,0,0,12.0,8.0,21.0,4.1,90,7
326,0,0,0,0.0,0.0,0.0,0.0,0,7
327,0,0,0,0.0,0.0,0.0,0.0,0,7
328,0,0,0,15.0,5.9,0.0,2.1,90,7
342,0,1,0,30.6,34.8,37.0,10.2,63,7
343,0,1,0,27.8,37.6,3.0,6.8,90,7
344,0,0,0,0.0,0.0,0.0,0.0,0,7
