id,code,event,kickoff_time,team_a,team_a_score,team_h,team_h_score,team_h_difficulty,team_a_difficulty
263,1059964,27,2020-02-22T12:30:00Z,17,1,6,2,4,4
262,1059963,27,2020-02-22T15:00:00Z,3,0,5,3,2,3
264,1059965,27,2020-02-22T15:00:00Z,13,0,7,1,2,2
268,1059969,27,2020-02-22T15:00:00Z,4,1,15,1,2,3
269,1059970,27,2020-02-22T15:00:00Z,2,0,16,2,2,2
265,1059966,27,2020-02-22T17:30:00Z,11,1,9,0,4,4
267,1059968,27,2020-02-23T14:00:00Z,18,0,12,3,2,4
270,1059971,27,2020-02-23T14:00:00Z,14,0,20,3,2,3
261,1059962,27,2020-02-23T16:30:00Z,8,2,1,3,2,4
266,1059967,27,2020-02-24T20:00:00Z,19,2,10,3,2,5
