id,code,event,kickoff_time,team_a,team_a_score,team_h,team_h_score,team_h_difficulty,team_a_difficulty
154,1059855,16,2019-12-07T12:30:00Z,6,1,8,3,4,3
152,1059852,16,2019-12-07T15:00:00Z,10,3,3,0,4,3
158,1059859,16,2019-12-07T15:00:00Z,5,0,17,5,2,4
159,1059860,16,2019-12-07T15:00:00Z,7,0,18,0,3,2
155,1059856,16,2019-12-07T17:30:00Z,12,2,11,1,4,5
151,1059853,16,2019-12-08T14:00:00Z,9,4,2,1,4,2
156,1059857,16,2019-12-08T14:00:00Z,16,1,13,2,2,3
157,1059858,16,2019-12-08T14:00:00Z,15,2,14,1,3,2
153,1059854,16,2019-12-08T16:30:00Z,20,2,4,2,3,3
160,1059861,16,2019-12-09T20:00:00Z,1,3,19,1,4,2
