,id,fixture_id,G,A,CS,gw,MP,I,C,T,ICT,team,opp,home,opp_att,opp_def,att,def,Sh90,KP90
141,5.0,71,0.0,0.0,1.0,8.0,90.0,17.6,0.7,0.0,1.8,1.0,3.0,True,1070.0,1180.0,1150.0,1280.0,0.0,0.0
142,106.0,71,1.0,0.0,1.0,8.0,90.0,41.2,3.4,17.0,6.2,1.0,3.0,True,1070.0,1180.0,1150.0,1280.0,1.0,0.0
143,467.0,71,0.0,0.0,1.0,8.0,90.0,15.4,13.0,45.0,7.3,1.0,3.0,True,1070.0,1180.0,1150.0,1280.0,3.0,1.0
144,18.0,71,0.0,0.0,1.0,8.0,90.0,15.6,2.3,4.0,2.2,1.0,3.0,True,1070.0,1180.0,1150.0,1280.0,0.0,0.0
145,19.0,71,0.0,0.0,0.0,8.0,7.0,3.4,0.5,8.0,1.2,1.0,3.0,True,1070.0,1180.0,1150.0,1280.0,0.0,0.0
146,21.0,71,0.0,0.0,1.0,8.0,90.0,17.8,20.4,14.0,5.2,1.0,3.0,True,1070.0,1180.0,1150.0,1280.0,1.0,1.0
147,469.0,71,0.0,0.0,1.0,8.0,74.0,10.2,41.3,2.0,5.4,1.0,3.0,True,1070.0,1180.0,1150.0,1280.0,0.0,3.51
148,488.0,71,0.0,1.0,1.0,8.0,62.0,18.2,19.6,8.0,4.6,1.0,3.0,True,1070.0,1180.0,1150.0,1280.0,1.38,1.38
149,490.0,71,0.0,0.0,0.0,8.0,15.0,2.0,10.9,4.0,1.7,1.0,3.0,True,1070.0,1180.0,1150.0,1280.0,0.0,6.92
150,11.0,71,0.0,0.0,1.0,8.0,90.0,1.0,12.8,47.0,6.1,1.0,3.0,True,1070.0,1180.0,1150.0,1280.0,4.0,1.0
151,504.0,71,0.0,0.0,0.0,8.0,27.0,4.4,3.8,14.0,2.2,1.0,3.0,True,1070.0,1180.0,1150.0,1280.0,3.6,0.0
152,541.0,71,0.0,0.0,1.0,8.0,82.0,12.2,26.3,24.0,6.3,1.0,3.0,True,1070.0,1180.0,1150.0,1280.0,1.06,2.12
