,id,name,Team,First Name,Last Name,Pos,Apps,Min,G,A,Sh90,KP90,xG,xA,gw
0,3,Sead Kolasinac,Arsenal,Sead,Kolasinac,S,1,12,0,0,0.0,0.0,0.0,0.0,10
1,5,Sokratis,Arsenal,Sokratis,,D,1,90,1,0,1.0,0.0,0.08,0.0,10
2,11,Pierre-Emerick Aubameyang,Arsenal,Pierre-Emerick,Aubameyang,F,1,90,0,0,2.0,1.0,0.16,0.09,10
3,12,Alexandre Lacazette,Arsenal,Alexandre,Lacazette,F,1,90,0,0,5.0,1.0,0.24,0.1,10
4,14,Bernd Leno,Arsenal,Bernd,Leno,GK,1,90,0,0,0.0,0.0,0.0,0.0,10
5,18,Granit Xhaka,Arsenal,Granit,Xhaka,M,1,64,0,1,0.0,1.41,0.0,0.08,10
6,21,Matteo Guendouzi,Arsenal,Matteo,Guendouzi,M,1,90,0,0,1.0,2.0,0.02,0.18,10
7,106,David Luiz,Arsenal,David,Luiz,D,1,90,1,0,2.0,0.0,0.81,0.0,10
8,467,Calum Chambers,Arsenal,Calum,Chambers,D,1,90,0,0,1.0,0.0,0.08,0.0,10
9,469,Dani Ceballos,Arsenal,Dani,Ceballos,M,1,90,0,0,0.0,1.0,0.0,0.02,10
10,488,Nicolas Pepe,Arsenal,Nicolas,Pepe,M,1,90,0,0,2.0,4.0,0.16,0.1,10
11,515,Kieran Tierney,Arsenal,Kieran,Tierney,D,1,78,0,0,1.15,1.15,0.02,0.12,10
12,541,Bukayo Saka,Arsenal,Bukayo,Saka,S,1,26,0,0,0.0,0.0,0.0,0.0,10
13,29,Jack Grealish,Aston Villa,Jack,Grealish,M,1,85,0,0,0.0,0.0,0.0,0.0,10
14,30,Anwar El Ghazi,Aston Villa,Anwar,El Ghazi,S,1,5,0,0,0.0,0.0,0.0,0.0,10
15,31,John McGinn,Aston Villa,John,McGinn,M,1,90,0,0,2.0,0.0,0.31,0.0,10
16,34,Keinan Davis,Aston Villa,Keinan,Davis,S,1,18,0,0,10.0,0.0,0.4,0.0,10
17,94,Tom Heaton,Aston Villa,Tom,Heaton,GK,1,90,0,0,0.0,0.0,0.0,0.0,10
18,309,Matt Targett,Aston Villa,Matt,Targett,D,1,90,0,0,0.0,1.0,0.0,0.02,10
19,428,Wesley,Aston Villa,Wesley,,F,1,72,0,0,1.25,0.0,0.11,0.0,10
20,445,Tyrone Mings,Aston Villa,Tyrone,Mings,D,1,90,0,0,0.0,1.0,0.0,0.04,10
21,455,Bjorn Engels,Aston Villa,Bjorn,Engels,D,1,90,0,0,0.0,0.0,0.0,0.0,10
22,458,Frederic Guilbert,Aston Villa,Frederic,Guilbert,D,1,90,0,0,0.0,1.0,0.0,0.02,10
23,465,Trezeguet,Aston Villa,Trezeguet,,M,1,90,0,0,4.0,1.0,0.23,0.11,10
24,470,Douglas Luiz,Aston Villa,Douglas,Luiz,M,1,90,0,0,2.0,0.0,0.03,0.0,10
25,491,Marvelous Nakamba,Aston Villa,Marvelous,Nakamba,M,1,90,0,0,0.0,1.0,0.0,0.09,10
26,58,Steve Cook,Bournemouth,Steve,Cook,D,1,90,0,0,2.0,0.0,0.1,0.0,10
27,59,Nathan Ake,Bournemouth,Nathan,Ake,D,1,90,0,0,0.0,0.0,0.0,0.0,10
28,63,Adam Smith,Bournemouth,Adam,Smith,D,1,90,0,0,0.0,0.0,0.0,0.0,10
29,65,Diego Rico,Bournemouth,Diego,Rico,D,1,90,0,0,3.0,1.0,0.09,0.02,10
30,67,Callum Wilson,Bournemouth,Callum,Wilson,F,1,77,0,0,0.0,0.0,0.0,0.0,10
31,68,Joshua King,Bournemouth,Joshua,King,F,1,90,0,0,1.0,2.0,0.05,0.34,10
32,69,Dominic Solanke,Bournemouth,Dominic,Solanke,S,1,13,0,0,6.92,0.0,0.03,0.0,10
33,75,Ryan Fraser,Bournemouth,Ryan,Fraser,M,1,90,0,0,2.0,3.0,0.13,0.12,10
34,82,Jefferson Lerma,Bournemouth,Jefferson,Lerma,M,1,90,0,0,2.0,2.0,0.04,0.07,10
35,476,Philip Billing,Bournemouth,Philip,Billing,M,1,90,0,0,1.0,0.0,0.03,0.0,10
36,492,Arnaut Danjuma Groeneveld,Bournemouth,Arnaut,Danjuma Groeneveld,M,1,64,0,0,1.41,1.41,0.31,0.03,10
37,494,Aaron Ramsdale,Bournemouth,Aaron,Ramsdale,GK,1,90,0,0,0.0,0.0,0.0,0.0,10
38,505,Harry Wilson,Bournemouth,Harry,Wilson,S,1,26,0,0,6.92,6.92,0.12,0.16,10
39,38,Martin Montoya,Brighton,Martin,Montoya,D,1,70,0,0,0.0,0.0,0.0,0.0,10
40,42,Lewis Dunk,Brighton,Lewis,Dunk,D,1,90,0,0,1.0,1.0,0.06,0.04,10
41,44,Glenn Murray,Brighton,Glenn,Murray,S,1,6,0,0,0.0,0.0,0.0,0.0,10
42,47,Mat Ryan,Brighton,Mat,Ryan,GK,1,90,0,0,0.0,0.0,0.0,0.0,10
43,49,Pascal Gro,Brighton,Pascal,Gro,M,1,69,1,0,1.3,0.0,0.09,0.0,10
44,54,Davy Propper,Brighton,Davy,Propper,M,1,90,0,0,0.0,1.0,0.0,0.06,10
