,id,name,Team,First Name,Last Name,Pos,Apps,Min,G,A,Sh90,KP90,xG,xA,gw
0,4,Ainsley Maitland-Niles,Arsenal,Ainsley,Maitland-Niles,D,1,90,0,0,0.0,1.0,0.0,0.07,18
1,11,Pierre-Emerick Aubameyang,Arsenal,Pierre-Emerick,Aubameyang,F,1,80,0,0,3.38,0.0,0.8,0.0,18
2,12,Alexandre Lacazette,Arsenal,Alexandre,Lacazette,S,1,10,0,0,0.0,0.0,0.0,0.0,18
3,14,Bernd Leno,Arsenal,Bernd,Leno,GK,1,90,0,0,0.0,0.0,0.0,0.0,18
4,18,Granit Xhaka,Arsenal,Granit,Xhaka,M,1,90,0,0,0.0,0.0,0.0,0.0,18
5,19,Lucas Torreira,Arsenal,Lucas,Torreira,M,1,90,0,0,0.0,1.0,0.0,0.1,18
6,106,David Luiz,Arsenal,David,Luiz,D,1,90,0,0,0.0,0.0,0.0,0.0,18
7,467,Calum Chambers,Arsenal,Calum,Chambers,D,1,90,0,0,1.0,1.0,0.01,0.63,18
8,486,Cedric Soares,Southampton,Cedric,Soares,D,1,90,0,0,1.0,0.0,0.04,0.0,18
9,489,Reiss Nelson,Arsenal,Reiss,Nelson,M,1,90,0,0,0.0,1.0,0.0,0.01,18
10,490,Joe Willock,Arsenal,Joe,Willock,S,1,22,0,0,0.0,4.09,0.0,0.02,18
11,504,Gabriel Martinelli,Arsenal,Gabriel,Martinelli,M,1,90,0,0,2.0,0.0,0.08,0.0,18
12,541,Bukayo Saka,Arsenal,Bukayo,Saka,D,1,90,0,0,0.0,0.0,0.0,0.0,18
13,576,Emile Smith-Rowe,Arsenal,Emile,Smith-Rowe,M,1,68,0,0,0.0,0.0,0.0,0.0,18
14,25,Kortney Hause,Aston Villa,Kortney,Hause,D,1,90,0,0,0.0,0.0,0.0,0.0,18
15,26,Jonathan Kodjia,Aston Villa,Jonathan,Kodjia,S,1,30,0,0,0.0,3.0,0.0,0.08,18
16,28,Conor Hourihane,Aston Villa,Conor,Hourihane,M,1,60,0,0,1.5,0.0,0.02,0.0,18
17,29,Jack Grealish,Aston Villa,Jack,Grealish,F,1,90,1,0,3.0,7.0,0.11,0.16,18
18,30,Anwar El Ghazi,Aston Villa,Anwar,El Ghazi,F,1,72,0,0,1.25,2.5,0.29,0.12,18
19,31,John McGinn,Aston Villa,John,McGinn,M,1,7,0,0,0.0,0.0,0.0,0.0,18
20,94,Tom Heaton,Aston Villa,Tom,Heaton,GK,1,90,0,0,0.0,0.0,0.0,0.0,18
21,309,Matt Targett,Aston Villa,Matt,Targett,D,1,90,0,0,0.0,2.0,0.0,0.3,18
22,428,Wesley,Aston Villa,Wesley,,F,1,90,0,0,4.0,0.0,0.24,0.0,18
23,455,Bjorn Engels,Aston Villa,Bjorn,Engels,D,1,90,0,0,2.0,0.0,0.04,0.0,18
24,458,Frederic Guilbert,Aston Villa,Frederic,Guilbert,D,1,90,0,0,1.0,0.0,0.02,0.0,18
25,465,Trezeguet,Aston Villa,Trezeguet,,S,1,18,0,0,15.0,5.0,0.14,0.07,18
26,470,Douglas Luiz,Aston Villa,Douglas,Luiz,M,1,90,0,0,4.0,1.0,0.08,0.01,18
27,491,Marvelous Nakamba,Aston Villa,Marvelous,Nakamba,S,1,83,0,0,0.0,1.08,0.0,0.01,18
28,61,Chris Mepham,Bournemouth,Chris,Mepham,D,1,90,0,0,1.0,0.0,0.1,0.0,18
29,62,Simon Francis,Bournemouth,Simon,Francis,D,1,90,0,0,0.0,0.0,0.0,0.0,18
30,65,Diego Rico,Bournemouth,Diego,Rico,D,1,90,0,0,0.0,0.0,0.0,0.0,18
31,67,Callum Wilson,Bournemouth,Callum,Wilson,S,1,41,0,0,0.0,0.0,0.0,0.0,18
32,68,Joshua King,Bournemouth,Joshua,King,F,1,90,0,0,0.0,0.0,0.0,0.0,18
33,69,Dominic Solanke,Bournemouth,Dominic,Solanke,S,1,1,0,0,0.0,0.0,0.0,0.0,18
34,75,Ryan Fraser,Bournemouth,Ryan,Fraser,M,1,90,0,0,0.0,1.0,0.0,0.1,18
35,79,Lewis Cook,Bournemouth,Lewis,Cook,M,1,49,0,0,0.0,0.0,0.0,0.0,18
36,81,Dan Gosling,Bournemouth,Dan,Gosling,M,1,90,0,0,0.0,0.0,0.0,0.0,18
37,82,Jefferson Lerma,Bournemouth,Jefferson,Lerma,M,1,90,0,0,2.0,0.0,0.04,0.0,18
38,446,Jack Stacey,Bournemouth,Jack,Stacey,D,1,90,0,0,0.0,1.0,0.0,0.02,18
39,476,Philip Billing,Bournemouth,Philip,Billing,M,1,89,0,0,0.0,0.0,0.0,0.0,18
40,494,Aaron Ramsdale,Bournemouth,Aaron,Ramsdale,GK,1,90,0,0,0.0,0.0,0.0,0.0,18
41,38,Martin Montoya,Brighton,Martin,Montoya,D,1,57,0,0,0.0,3.16,0.0,0.11,18
