,id,name,Team,First Name,Last Name,Pos,Apps,Min,G,A,Sh90,KP90,xG,xA,gw
0,3,Sead Kolasinac,Arsenal,Sead,Kolasinac,D,1,90,0,0,0.0,0.0,0.0,0.0,22
1,4,Ainsley Maitland-Niles,Arsenal,Ainsley,Maitland-Niles,D,1,90,0,0,0.0,0.0,0.0,0.0,22
2,5,Sokratis,Arsenal,Sokratis,,D,1,90,0,0,0.0,0.0,0.0,0.0,22
3,11,Pierre-Emerick Aubameyang,Arsenal,Pierre-Emerick,Aubameyang,M,1,69,1,0,1.3,0.0,0.41,0.0,22
4,12,Alexandre Lacazette,Arsenal,Alexandre,Lacazette,F,1,90,0,1,2.0,2.0,0.45,0.48,22
5,14,Bernd Leno,Arsenal,Bernd,Leno,GK,1,90,0,0,0.0,0.0,0.0,0.0,22
6,15,Mesut Ozil,Arsenal,Mesut,Ozil,M,1,72,0,0,0.0,0.0,0.0,0.0,22
7,18,Granit Xhaka,Arsenal,Granit,Xhaka,M,1,90,0,0,1.0,0.0,0.04,0.0,22
8,19,Lucas Torreira,Arsenal,Lucas,Torreira,M,1,48,0,0,0.0,0.0,0.0,0.0,22
9,21,Matteo Guendouzi,Arsenal,Matteo,Guendouzi,S,1,42,0,0,0.0,0.0,0.0,0.0,22
10,106,David Luiz,Arsenal,David,Luiz,D,1,90,0,0,2.0,0.0,0.13,0.0,22
11,486,Cedric Soares,Southampton,Cedric,Soares,D,1,90,0,0,0.0,0.0,0.0,0.0,22
12,488,Nicolas Pepe,Arsenal,Nicolas,Pepe,M,1,90,0,0,1.0,1.0,0.06,0.11,22
13,489,Reiss Nelson,Arsenal,Reiss,Nelson,S,1,1,0,0,0.0,0.0,0.0,0.0,22
14,504,Gabriel Martinelli,Arsenal,Gabriel,Martinelli,S,1,18,0,0,0.0,0.0,0.0,0.0,22
15,22,Ahmed Elmohamady,Aston Villa,Ahmed,Elmohamady,D,1,90,0,0,0.0,2.0,0.0,0.06,22
16,24,Neil Taylor,Aston Villa,Neil,Taylor,D,1,90,0,0,0.0,0.0,0.0,0.0,22
17,25,Kortney Hause,Aston Villa,Kortney,Hause,D,1,90,0,0,0.0,0.0,0.0,0.0,22
18,27,rjan Nyland,Aston Villa,rjan,Nyland,GK,1,90,0,0,0.0,0.0,0.0,0.0,22
19,28,Conor Hourihane,Aston Villa,Conor,Hourihane,M,1,71,0,0,0.0,1.27,0.0,0.04,22
20,29,Jack Grealish,Aston Villa,Jack,Grealish,F,1,90,0,0,1.0,1.0,0.14,0.05,22
21,30,Anwar El Ghazi,Aston Villa,Anwar,El Ghazi,F,1,90,1,0,5.0,0.0,0.91,0.0,22
22,35,Henri Lansbury,Aston Villa,Henri,Lansbury,S,1,11,0,0,0.0,0.0,0.0,0.0,22
23,120,Daniel Drinkwater,Aston Villa,Daniel,Drinkwater,M,1,79,0,0,0.0,0.0,0.0,0.0,22
24,445,Tyrone Mings,Aston Villa,Tyrone,Mings,D,1,90,0,0,0.0,0.0,0.0,0.0,22
25,452,Ezri Konsa Ngoyo,Aston Villa,Ezri,Konsa Ngoyo,D,1,90,0,0,0.0,0.0,0.0,0.0,22
26,465,Trezeguet,Aston Villa,Trezeguet,,S,1,19,0,0,4.74,4.74,0.05,0.05,22
27,470,Douglas Luiz,Aston Villa,Douglas,Luiz,M,1,65,0,0,0.0,0.0,0.0,0.0,22
28,491,Marvelous Nakamba,Aston Villa,Marvelous,Nakamba,S,1,25,0,0,0.0,0.0,0.0,0.0,22
29,58,Steve Cook,Bournemouth,Steve,Cook,D,1,90,0,0,0.0,0.0,0.0,0.0,22
30,59,Nathan Ake,Bournemouth,Nathan,Ake,D,1,90,0,0,0.0,0.0,0.0,0.0,22
31,62,Simon Francis,Bournemouth,Simon,Francis,D,1,90,0,0,0.0,1.0,0.0,0.02,22
32,63,Adam Smith,Bournemouth,Adam,Smith,D,1,90,0,0,1.0,1.0,0.02,0.02,22
33,67,Callum Wilson,Bournemouth,Callum,Wilson,F,1,90,0,0,2.0,0.0,0.15,0.0,22
34,69,Dominic Solanke,Bournemouth,Dominic,Solanke,F,1,90,0,0,0.0,0.0,0.0,0.0,22
35,71,Sam Surridge,Bournemouth,Sam,Surridge,S,1,12,0,0,0.0,0.0,0.0,0.0,22
