,id,name,Team,First Name,Last Name,Pos,Apps,Min,G,A,Sh90,KP90,xG,xA,gw
0,1,Shkodran Mustafi,Arsenal,Shkodran,Mustafi,D,1,90,0,0,1.0,0.0,0.08,0.0,27
1,2,Hector Bellerin,Arsenal,Hector,Bellerin,D,1,90,0,0,1.0,0.0,0.05,0.0,27
2,3,Sead Kolasinac,Arsenal,Sead,Kolasinac,D,1,17,0,0,0.0,0.0,0.0,0.0,27
3,11,Pierre-Emerick Aubameyang,Arsenal,Pierre-Emerick,Aubameyang,M,1,90,2,0,2.0,0.0,0.44,0.0,27
4,13,Eddie Nketiah,Arsenal,Eddie,Nketiah,F,1,90,1,0,3.0,0.0,0.67,0.0,27
5,14,Bernd Leno,Arsenal,Bernd,Leno,GK,1,90,0,0,0.0,0.0,0.0,0.0,27
6,15,Mesut Ozil,Arsenal,Mesut,Ozil,M,1,87,0,0,0.0,1.03,0.0,0.03,27
7,18,Granit Xhaka,Arsenal,Granit,Xhaka,M,1,90,0,0,0.0,0.0,0.0,0.0,27
8,19,Lucas Torreira,Arsenal,Lucas,Torreira,S,1,9,0,0,0.0,10.0,0.0,0.07,27
9,21,Matteo Guendouzi,Arsenal,Matteo,Guendouzi,S,1,3,0,0,0.0,0.0,0.0,0.0,27
10,106,David Luiz,Arsenal,David,Luiz,D,1,90,0,1,0.0,1.0,0.0,0.34,27
11,469,Dani Ceballos,Arsenal,Dani,Ceballos,M,1,81,0,0,1.11,0.0,0.03,0.0,27
12,488,Nicolas Pepe,Arsenal,Nicolas,Pepe,M,1,90,0,1,1.0,4.0,0.07,0.27,27
13,541,Bukayo Saka,Arsenal,Bukayo,Saka,S,1,73,0,1,0.0,2.47,0.0,0.64,27
14,25,Kortney Hause,Aston Villa,Kortney,Hause,D,1,90,0,0,0.0,0.0,0.0,0.0,27
15,28,Conor Hourihane,Aston Villa,Conor,Hourihane,S,1,27,0,0,3.33,0.0,0.05,0.0,27
16,29,Jack Grealish,Aston Villa,Jack,Grealish,M,1,90,0,0,1.0,1.0,0.04,0.1,27
17,30,Anwar El Ghazi,Aston Villa,Anwar,El Ghazi,M,1,27,0,0,0.0,0.0,0.0,0.0,27
18,309,Matt Targett,Aston Villa,Matt,Targett,M,1,90,0,0,0.0,0.0,0.0,0.0,27
19,445,Tyrone Mings,Aston Villa,Tyrone,Mings,D,1,90,0,0,0.0,0.0,0.0,0.0,27
20,452,Ezri Konsa Ngoyo,Aston Villa,Ezri,Konsa Ngoyo,D,1,63,0,0,0.0,0.0,0.0,0.0,27
