,id,name,Team,First Name,Last Name,Pos,Apps,Min,G,A,Sh90,KP90,xG,xA,gw
0,3,Sead Kolasinac,Arsenal,Sead,Kolasinac,S,1,2,0,0,0.0,0.0,0.0,0.0,11
1,5,Sokratis,Arsenal,Sokratis,,D,1,90,0,0,1.0,0.0,0.02,0.0,11
2,11,Pierre-Emerick Aubameyang,Arsenal,Pierre-Emerick,Aubameyang,F,1,90,1,0,3.0,0.0,0.52,0.0,11
3,12,Alexandre Lacazette,Arsenal,Alexandre,Lacazette,F,1,61,0,1,2.95,4.43,0.22,0.56,11
4,14,Bernd Leno,Arsenal,Bernd,Leno,GK,1,90,0,0,0.0,0.0,0.0,0.0,11
5,15,Mesut Ozil,Arsenal,Mesut,Ozil,M,1,90,0,0,0.0,3.0,0.0,0.16,11
6,19,Lucas Torreira,Arsenal,Lucas,Torreira,M,1,74,0,0,2.43,0.0,0.18,0.0,11
7,21,Matteo Guendouzi,Arsenal,Matteo,Guendouzi,M,1,90,0,0,0.0,0.0,0.0,0.0,11
8,106,David Luiz,Arsenal,David,Luiz,D,1,90,0,0,0.0,0.0,0.0,0.0,11
9,467,Calum Chambers,Arsenal,Calum,Chambers,D,1,90,0,0,1.0,0.0,0.04,0.0,11
10,469,Dani Ceballos,Arsenal,Dani,Ceballos,M,1,90,0,0,1.0,1.0,0.06,0.11,11
11,504,Gabriel Martinelli,Arsenal,Gabriel,Martinelli,S,1,29,0,0,0.0,0.0,0.0,0.0,11
12,515,Kieran Tierney,Arsenal,Kieran,Tierney,D,1,88,0,0,0.0,0.0,0.0,0.0,11
13,541,Bukayo Saka,Arsenal,Bukayo,Saka,S,1,16,0,0,0.0,0.0,0.0,0.0,11
14,22,Ahmed Elmohamady,Aston Villa,Ahmed,Elmohamady,S,1,17,0,0,0.0,0.0,0.0,0.0,11
15,26,Jonathan Kodjia,Aston Villa,Jonathan,Kodjia,S,1,1,0,0,0.0,0.0,0.0,0.0,11
16,28,Conor Hourihane,Aston Villa,Conor,Hourihane,S,1,13,0,0,6.92,0.0,0.02,0.0,11
17,30,Anwar El Ghazi,Aston Villa,Anwar,El Ghazi,F,1,90,0,0,1.0,2.0,0.09,0.07,11
18,31,John McGinn,Aston Villa,John,McGinn,M,1,90,0,1,0.0,1.0,0.0,0.44,11
19,94,Tom Heaton,Aston Villa,Tom,Heaton,GK,1,90,0,0,0.0,0.0,0.0,0.0,11
20,309,Matt Targett,Aston Villa,Matt,Targett,D,1,90,0,0,0.0,1.0,0.0,0.14,11
21,428,Wesley,Aston Villa,Wesley,,F,1,90,0,0,1.0,0.0,0.14,0.0,11
22,445,Tyrone Mings,Aston Villa,Tyrone,Mings,D,1,90,0,0,0.0,0.0,0.0,0.0,11
23,455,Bjorn Engels,Aston Villa,Bjorn,Engels,D,1,90,0,0,0.0,0.0,0.0,0.0,11
