,id,name,Team,First Name,Last Name,Pos,Apps,Min,G,A,Sh90,KP90,xG,xA,gw
0,3,Sead Kolasinac,Arsenal,Sead,Kolasinac,D,1,90,0,0,0.0,0.0,0.0,0.0,8
1,5,Sokratis,Arsenal,Sokratis,,D,1,90,0,0,0.0,0.0,0.0,0.0,8
2,11,Pierre-Emerick Aubameyang,Arsenal,Pierre-Emerick,Aubameyang,F,1,90,0,0,4.0,1.0,0.78,0.07,8
3,14,Bernd Leno,Arsenal,Bernd,Leno,GK,1,90,0,0,0.0,0.0,0.0,0.0,8
4,18,Granit Xhaka,Arsenal,Granit,Xhaka,M,1,90,0,0,0.0,0.0,0.0,0.0,8
5,19,Lucas Torreira,Arsenal,Lucas,Torreira,S,1,5,0,0,0.0,0.0,0.0,0.0,8
6,21,Matteo Guendouzi,Arsenal,Matteo,Guendouzi,M,1,90,0,0,1.0,1.0,0.07,0.05,8
7,106,David Luiz,Arsenal,David,Luiz,D,1,90,1,0,1.0,0.0,0.02,0.0,8
8,467,Calum Chambers,Arsenal,Calum,Chambers,D,1,90,0,0,3.0,1.0,0.15,0.65,8
9,469,Dani Ceballos,Arsenal,Dani,Ceballos,M,1,77,0,0,0.0,3.51,0.0,0.2,8
10,488,Nicolas Pepe,Arsenal,Nicolas,Pepe,M,1,65,0,1,1.38,1.38,0.07,0.02,8
11,490,Joe Willock,Arsenal,Joe,Willock,S,1,13,0,0,0.0,6.92,0.0,0.08,8
12,504,Gabriel Martinelli,Arsenal,Gabriel,Martinelli,S,1,25,0,0,3.6,0.0,0.08,0.0,8
13,541,Bukayo Saka,Arsenal,Bukayo,Saka,M,1,85,0,0,1.06,2.12,0.07,0.09,8
14,28,Conor Hourihane,Aston Villa,Conor,Hourihane,M,1,80,1,1,1.13,3.38,0.05,0.76,8
15,29,Jack Grealish,Aston Villa,Jack,Grealish,F,1,90,1,0,4.0,2.0,0.57,0.05,8
16,30,Anwar El Ghazi,Aston Villa,Anwar,El Ghazi,F,1,66,0,2,6.82,4.09,0.64,0.89,8
17,31,John McGinn,Aston Villa,John,McGinn,M,1,90,0,0,3.0,1.0,0.11,0.13,8
18,94,Tom Heaton,Aston Villa,Tom,Heaton,GK,1,90,0,0,0.0,0.0,0.0,0.0,8
19,309,Matt Targett,Aston Villa,Matt,Targett,D,1,90,0,1,0.0,3.0,0.0,0.09,8
20,428,Wesley,Aston Villa,Wesley,,F,1,90,2,1,6.0,1.0,2.62,0.04,8
21,445,Tyrone Mings,Aston Villa,Tyrone,Mings,D,1,90,0,0,0.0,0.0,0.0,0.0,8
22,452,Ezri Konsa Ngoyo,Aston Villa,Ezri,Konsa Ngoyo,S,1,13,0,0,0.0,0.0,0.0,0.0,8
23,455,Bjorn Engels,Aston Villa,Bjorn,Engels,D,1,77,0,0,1.17,0.0,0.11,0.0,8
24,458,Frederic Guilbert,Aston Villa,Frederic,Guilbert,D,1,90,0,0,0.0,1.0,0.0,0.06,8
25,465,Trezeguet,Aston Villa,Trezeguet,,S,1,24,0,0,3.75,0.0,0.04,0.0,8
26,470,Douglas Luiz,Aston Villa,Douglas,Luiz,S,1,10,1,0,9.0,0.0,0.04,0.0,8
27,491,Marvelous Nakamba,Aston Villa,Marvelous,Nakamba,M,1,90,0,0,0.0,1.0,0.0,0.04,8
28,58,Steve Cook,Bournemouth,Steve,Cook,D,1,90,0,0,1.0,0.0,0.06,0.0,8
29,59,Nathan Ake,Bournemouth,Nathan,Ake,D,1,90,0,0,0.0,1.0,0.0,0.05,8
