,id,name,Team,First Name,Last Name,Pos,Apps,Min,G,A,Sh90,KP90,xG,xA,gw
0,2,Hector Bellerin,Arsenal,Hector,Bellerin,D,1,90,0,0,0.0,0.0,0.0,0.0,15
1,3,Sead Kolasinac,Arsenal,Sead,Kolasinac,D,1,73,0,0,0.0,0.0,0.0,0.0,15
2,5,Sokratis,Arsenal,Sokratis,,D,1,90,0,0,0.0,0.0,0.0,0.0,15
3,11,Pierre-Emerick Aubameyang,Arsenal,Pierre-Emerick,Aubameyang,M,1,90,0,0,2.0,1.0,0.22,0.34,15
4,12,Alexandre Lacazette,Arsenal,Alexandre,Lacazette,F,1,78,1,0,2.31,2.31,0.04,0.17,15
5,14,Bernd Leno,Arsenal,Bernd,Leno,GK,1,90,0,0,0.0,0.0,0.0,0.0,15
6,15,Mesut Ozil,Arsenal,Mesut,Ozil,M,1,90,0,1,1.0,2.0,0.1,0.04,15
7,18,Granit Xhaka,Arsenal,Granit,Xhaka,M,1,90,0,0,0.0,2.0,0.0,0.09,15
8,19,Lucas Torreira,Arsenal,Lucas,Torreira,M,1,90,0,0,1.0,1.0,0.03,0.03,15
9,106,David Luiz,Arsenal,David,Luiz,D,1,90,0,0,1.0,0.0,0.03,0.0,15
10,486,Cedric Soares,Southampton,Cedric,Soares,D,1,90,0,0,1.0,1.0,0.04,0.05,15
11,488,Nicolas Pepe,Arsenal,Nicolas,Pepe,S,1,43,0,0,6.28,2.09,0.17,0.15,15
12,490,Joe Willock,Arsenal,Joe,Willock,M,1,47,0,0,1.91,0.0,0.34,0.0,15
13,504,Gabriel Martinelli,Arsenal,Gabriel,Martinelli,S,1,12,0,0,7.5,0.0,0.03,0.0,15
14,515,Kieran Tierney,Arsenal,Kieran,Tierney,S,1,17,0,0,0.0,5.29,0.0,0.03,15
15,22,Ahmed Elmohamady,Aston Villa,Ahmed,Elmohamady,D,1,90,0,1,1.0,2.0,0.08,0.57,15
16,28,Conor Hourihane,Aston Villa,Conor,Hourihane,M,1,60,0,0,0.0,0.0,0.0,0.0,15
17,29,Jack Grealish,Aston Villa,Jack,Grealish,F,1,90,0,0,0.0,1.0,0.0,0.02,15
18,31,John McGinn,Aston Villa,John,McGinn,M,1,90,0,0,0.0,3.0,0.0,0.11,15
19,36,Jota,Aston Villa,Jota,,S,1,12,0,0,7.5,0.0,0.04,0.0,15
20,94,Tom Heaton,Aston Villa,Tom,Heaton,GK,1,90,0,0,0.0,0.0,0.0,0.0,15
21,120,Daniel Drinkwater,Burnley,Daniel,Drinkwater,M,1,61,0,0,0.0,0.0,0.0,0.0,15
22,309,Matt Targett,Aston Villa,Matt,Targett,D,1,90,0,0,0.0,0.0,0.0,0.0,15
23,428,Wesley,Aston Villa,Wesley,,F,1,90,0,0,0.0,0.0,0.0,0.0,15
24,445,Tyrone Mings,Aston Villa,Tyrone,Mings,D,1,90,0,0,1.0,0.0,0.02,0.0,15
25,452,Ezri Konsa Ngoyo,Aston Villa,Ezri,Konsa Ngoyo,D,1,90,0,0,0.0,0.0,0.0,0.0,15
26,465,Trezeguet,Aston Villa,Trezeguet,,F,1,78,1,0,3.46,0.0,0.6,0.0,15
27,470,Douglas Luiz,Aston Villa,Douglas,Luiz,S,1,30,0,0,9.0,0.0,0.12,0.0,15
28,491,Marvelous Nakamba,Aston Villa,Marvelous,Nakamba,M,1,90,0,0,0.0,2.0,0.0,0.09,15
29,59,Nathan Ake,Bournemouth,Nathan,Ake,D,1,90,0,0,1.0,0.0,0.07,0.0,15
30,61,Chris Mepham,Bournemouth,Chris,Mepham,D,1,90,0,0,1.0,0.0,0.08,0.0,15
31,62,Simon Francis,Bournemouth,Simon,Francis,S,1,24,0,0,3.75,0.0,0.05,0.0,15
32,63,Adam Smith,Bournemouth,Adam,Smith,D,1,90,0,0,0.0,0.0,0.0,0.0,15
