,id,name,Team,First Name,Last Name,Pos,Apps,Min,G,A,Sh90,KP90,xG,xA,gw
0,3,Sead Kolasinac,Arsenal,Sead,Kolasinac,D,1,70,0,0,0.0,0.0,0.0,0.0,21
1,4,Ainsley Maitland-Niles,Arsenal,Ainsley,Maitland-Niles,D,1,90,0,0,0.0,0.0,0.0,0.0,21
2,5,Sokratis,Arsenal,Sokratis,,D,1,90,1,0,1.0,0.0,0.79,0.0,21
3,11,Pierre-Emerick Aubameyang,Arsenal,Pierre-Emerick,Aubameyang,M,1,90,0,0,1.0,1.0,0.09,0.07,21
4,12,Alexandre Lacazette,Arsenal,Alexandre,Lacazette,F,1,83,0,0,3.25,2.17,0.25,0.15,21
5,14,Bernd Leno,Arsenal,Bernd,Leno,GK,1,90,0,0,0.0,0.0,0.0,0.0,21
6,15,Mesut Ozil,Arsenal,Mesut,Ozil,M,1,90,0,0,0.0,1.0,0.0,0.11,21
7,18,Granit Xhaka,Arsenal,Granit,Xhaka,M,1,90,0,0,0.0,0.0,0.0,0.0,21
8,19,Lucas Torreira,Arsenal,Lucas,Torreira,M,1,90,0,0,1.0,0.0,0.11,0.0,21
9,21,Matteo Guendouzi,Arsenal,Matteo,Guendouzi,S,1,7,0,0,0.0,0.0,0.0,0.0,21
10,106,David Luiz,Arsenal,David,Luiz,D,1,90,0,0,0.0,0.0,0.0,0.0,21
11,486,Cedric Soares,Southampton,Cedric,Soares,D,1,90,0,0,0.0,1.0,0.0,0.08,21
12,488,Nicolas Pepe,Arsenal,Nicolas,Pepe,M,1,63,1,0,2.86,5.71,0.42,0.39,21
13,489,Reiss Nelson,Arsenal,Reiss,Nelson,S,1,27,0,0,3.33,0.0,0.11,0.0,21
14,541,Bukayo Saka,Arsenal,Bukayo,Saka,S,1,20,0,0,4.5,0.0,0.11,0.0,21
15,24,Neil Taylor,Aston Villa,Neil,Taylor,M,1,90,0,0,0.0,0.0,0.0,0.0,21
16,25,Kortney Hause,Aston Villa,Kortney,Hause,D,1,90,0,0,1.0,0.0,0.5,0.0,21
17,26,Jonathan Kodjia,Aston Villa,Jonathan,Kodjia,S,1,17,0,0,10.59,0.0,0.16,0.0,21
18,27,rjan Nyland,Aston Villa,rjan,Nyland,S,1,3,0,0,0.0,0.0,0.0,0.0,21
19,28,Conor Hourihane,Aston Villa,Conor,Hourihane,S,1,10,0,0,0.0,0.0,0.0,0.0,21
20,29,Jack Grealish,Aston Villa,Jack,Grealish,F,1,90,1,0,1.0,3.0,0.1,0.52,21
21,94,Tom Heaton,Aston Villa,Tom,Heaton,GK,1,87,0,0,0.0,0.0,0.0,0.0,21
22,428,Wesley,Aston Villa,Wesley,,F,1,73,1,0,3.7,0.0,0.4,0.0,21
23,445,Tyrone Mings,Aston Villa,Tyrone,Mings,D,1,90,0,0,0.0,0.0,0.0,0.0,21
24,452,Ezri Konsa Ngoyo,Aston Villa,Ezri,Konsa Ngoyo,D,1,90,0,0,1.0,2.0,0.01,0.28,21
25,458,Frederic Guilbert,Aston Villa,Frederic,Guilbert,M,1,90,0,0,0.0,0.0,0.0,0.0,21
26,465,Trezeguet,Aston Villa,Trezeguet,,F,1,80,0,0,0.0,2.25,0.0,0.03,21
27,470,Douglas Luiz,Aston Villa,Douglas,Luiz,M,1,90,0,1,3.0,2.0,0.41,0.6,21
28,491,Marvelous Nakamba,Aston Villa,Marvelous,Nakamba,M,1,90,0,0,0.0,0.0,0.0,0.0,21
29,58,Steve Cook,Bournemouth,Steve,Cook,D,1,90,0,0,0.0,0.0,0.0,0.0,21
30,61,Chris Mepham,Bournemouth,Chris,Mepham,D,1,90,0,0,0.0,0.0,0.0,0.0,21
31,62,Simon Francis,Bournemouth,Simon,Francis,D,1,90,0,0,0.0,0.0,0.0,0.0,21
32,65,Diego Rico,Bournemouth,Diego,Rico,D,1,49,0,0,1.84,0.0,0.03,0.0,21
33,66,Jack Simpson,Bournemouth,Jack,Simpson,S,1,19,0,0,0.0,0.0,0.0,0.0,21
34,67,Callum Wilson,Bournemouth,Callum,Wilson,F,1,90,0,0,0.0,2.0,0.0,0.13,21
35,69,Dominic Solanke,Bournemouth,Dominic,Solanke,F,1,90,0,0,1.0,0.0,0.59,0.0,21
36,75,Ryan Fraser,Bournemouth,Ryan,Fraser,S,1,41,0,0,2.2,2.2,0.1,0.59,21
37,77,Junior Stanislas,Bournemouth,Junior,Stanislas,S,1,41,0,0,0.0,0.0,0.0,0.0,21
38,79,Lewis Cook,Bournemouth,Lewis,Cook,M,1,90,0,0,0.0,0.0,0.0,0.0,21
39,81,Dan Gosling,Bournemouth,Dan,Gosling,M,1,71,0,0,0.0,0.0,0.0,0.0,21
40,82,Jefferson Lerma,Bournemouth,Jefferson,Lerma,M,1,90,0,0,0.0,0.0,0.0,0.0,21
41,494,Aaron Ramsdale,Bournemouth,Aaron,Ramsdale,GK,1,90,0,0,0.0,0.0,0.0,0.0,21
42,505,Harry Wilson,Bournemouth,Harry,Wilson,F,1,49,0,0,0.0,0.0,0.0,0.0,21
43,38,Martin Montoya,Brighton,Martin,Montoya,D,1,90,0,0,1.0,1.0,0.03,0.06,21
