,id,name,Team,First Name,Last Name,Pos,Apps,Min,G,A,Sh90,KP90,xG,xA,gw
0,1,Shkodran Mustafi,Arsenal,Shkodran,Mustafi,D,1,90,0,0,2.0,0.0,0.15,0.0,26
1,2,Hector Bellerin,Arsenal,Hector,Bellerin,D,1,90,0,0,0.0,0.0,0.0,0.0,26
2,11,Pierre-Emerick Aubameyang,Arsenal,Pierre-Emerick,Aubameyang,M,1,90,1,0,4.0,0.0,0.5,0.0,26
3,12,Alexandre Lacazette,Arsenal,Alexandre,Lacazette,S,1,4,1,1,22.5,22.5,0.51,0.61,26
4,13,Eddie Nketiah,Arsenal,Eddie,Nketiah,F,1,86,0,0,2.09,0.0,0.68,0.0,26
5,14,Bernd Leno,Arsenal,Bernd,Leno,GK,1,90,0,0,0.0,0.0,0.0,0.0,26
6,15,Mesut Ozil,Arsenal,Mesut,Ozil,M,1,90,1,0,1.0,4.0,0.61,0.19,26
7,18,Granit Xhaka,Arsenal,Granit,Xhaka,M,1,90,0,0,0.0,0.0,0.0,0.0,26
8,19,Lucas Torreira,Arsenal,Lucas,Torreira,S,1,7,0,0,0.0,0.0,0.0,0.0,26
9,106,David Luiz,Arsenal,David,Luiz,D,1,90,0,0,0.0,0.0,0.0,0.0,26
10,469,Dani Ceballos,Arsenal,Dani,Ceballos,M,1,83,0,0,0.0,3.25,0.0,0.14,26
11,488,Nicolas Pepe,Arsenal,Nicolas,Pepe,M,1,90,1,2,3.0,4.0,0.58,1.52,26
12,490,Joe Willock,Arsenal,Joe,Willock,S,1,1,0,0,0.0,0.0,0.0,0.0,26
13,541,Bukayo Saka,Arsenal,Bukayo,Saka,D,1,90,0,1,2.0,1.0,0.06,0.51,26
14,25,Kortney Hause,Aston Villa,Kortney,Hause,D,1,90,0,0,2.0,0.0,0.15,0.0,26
15,29,Jack Grealish,Aston Villa,Jack,Grealish,F,1,90,0,1,3.0,5.0,0.16,0.96,26
16,30,Anwar El Ghazi,Aston Villa,Anwar,El Ghazi,F,1,73,0,0,6.16,1.23,0.33,0.07,26
17,120,Daniel Drinkwater,Aston Villa,Daniel,Drinkwater,M,1,63,0,0,0.0,1.43,0.0,0.04,26
18,309,Matt Targett,Aston Villa,Matt,Targett,M,1,90,0,0,0.0,1.0,0.0,0.05,26
19,452,Ezri Konsa Ngoyo,Aston Villa,Ezri,Konsa Ngoyo,D,1,90,0,0,0.0,0.0,0.0,0.0,26
20,455,Bjorn Engels,Aston Villa,Bjorn,Engels,D,1,90,1,0,2.0,1.0,0.41,0.09,26
21,458,Frederic Guilbert,Aston Villa,Frederic,Guilbert,M,1,90,0,0,0.0,1.0,0.0,0.1,26
22,465,Trezeguet,Aston Villa,Trezeguet,,S,1,17,0,0,5.29,0.0,0.01,0.0,26
23,470,Douglas Luiz,Aston Villa,Douglas,Luiz,M,1,90,0,0,2.0,1.0,0.44,0.02,26
24,491,Marvelous Nakamba,Aston Villa,Marvelous,Nakamba,S,1,27,0,0,0.0,3.33,0.0,0.06,26
25,603,Jose Reina,Aston Villa,Jose,Reina,GK,1,90,0,0,0.0,0.0,0.0,0.0,26
26,613,Mbwana Samatta,Aston Villa,Mbwana,Samatta,F,1,86,0,0,3.14,2.09,0.18,0.09,26
27,623,Borja Baston,Aston Villa,Borja,Baston,S,1,4,0,0,0.0,0.0,0.0,0.0,26
28,59,Nathan Ake,Bournemouth,Nathan,Ake,D,1,90,0,0,2.0,0.0,0.19,0.0,26
29,62,Simon Francis,Bournemouth,Simon,Francis,D,1,90,0,0,0.0,1.0,0.0,0.09,26
30,63,Adam Smith,Bournemouth,Adam,Smith,D,1,90,0,0,1.0,0.0,0.03,0.0,26
31,65,Diego Rico,Bournemouth,Diego,Rico,D,1,90,0,0,0.0,1.0,0.0,0.1,26
32,67,Callum Wilson,Bournemouth,Callum,Wilson,F,1,90,1,0,2.0,2.0,0.51,0.12,26
33,68,Joshua King,Bournemouth,Joshua,King,S,1,15,0,0,0.0,0.0,0.0,0.0,26
34,69,Dominic Solanke,Bournemouth,Dominic,Solanke,S,1,1,0,0,0.0,0.0,0.0,0.0,26
35,75,Ryan Fraser,Bournemouth,Ryan,Fraser,M,1,87,0,0,1.03,4.14,0.11,0.31,26
36,77,Junior Stanislas,Bournemouth,Junior,Stanislas,S,1,3,0,0,0.0,0.0,0.0,0.0,26
37,80,Andrew Surman,Bournemouth,Andrew,Surman,M,1,90,0,0,0.0,0.0,0.0,0.0,26
38,81,Dan Gosling,Bournemouth,Dan,Gosling,M,1,90,0,0,0.0,0.0,0.0,0.0,26
39,476,Philip Billing,Bournemouth,Philip,Billing,M,1,90,0,0,1.0,0.0,0.1,0.0,26
40,494,Aaron Ramsdale,Bournemouth,Aaron,Ramsdale,GK,1,90,0,0,0.0,0.0,0.0,0.0,26
