,id,name,Team,First Name,Last Name,Pos,Apps,Min,G,A,Sh90,KP90,xG,xA,gw
0,3,Sead Kolasinac,Arsenal,Sead,Kolasinac,D,1,90,0,0,1.0,2.0,0.14,0.1,4
1,4,Ainsley Maitland-Niles,Arsenal,Ainsley,Maitland-Niles,D,1,90,0,0,1.0,3.0,0.04,0.16,4
2,5,Sokratis,Arsenal,Sokratis,,D,1,90,0,0,0.0,0.0,0.0,0.0,4
3,11,Pierre-Emerick Aubameyang,Arsenal,Pierre-Emerick,Aubameyang,F,1,90,1,0,4.0,1.0,0.57,0.06,4
4,12,Alexandre Lacazette,Arsenal,Alexandre,Lacazette,F,1,69,1,0,7.83,1.3,0.52,0.14,4
5,14,Bernd Leno,Arsenal,Bernd,Leno,GK,1,90,0,0,0.0,0.0,0.0,0.0,4
6,16,Henrikh Mkhitaryan,Arsenal,Henrikh,Mkhitaryan,S,1,21,0,0,4.29,4.29,0.09,0.13,4
7,18,Granit Xhaka,Arsenal,Granit,Xhaka,M,1,90,0,0,1.0,3.0,0.02,0.09,4
8,19,Lucas Torreira,Arsenal,Lucas,Torreira,M,1,65,0,0,1.38,2.77,0.02,0.13,4
9,21,Matteo Guendouzi,Arsenal,Matteo,Guendouzi,M,1,90,0,1,2.0,1.0,0.12,0.39,4
10,106,David Luiz,Arsenal,David,Luiz,D,1,90,0,0,0.0,0.0,0.0,0.0,4
11,469,Dani Ceballos,Arsenal,Dani,Ceballos,S,1,25,0,0,7.2,7.2,0.05,0.04,4
12,486,Cedric Soares,Southampton,Cedric,Soares,D,1,90,0,0,0.0,0.0,0.0,0.0,4
13,488,Nicolas Pepe,Arsenal,Nicolas,Pepe,F,1,90,0,1,7.0,2.0,0.37,0.43,4
14,24,Neil Taylor,Aston Villa,Neil,Taylor,D,1,90,0,0,0.0,0.0,0.0,0.0,4
15,28,Conor Hourihane,Aston Villa,Conor,Hourihane,S,1,18,0,0,0.0,10.0,0.0,0.04,4
16,29,Jack Grealish,Aston Villa,Jack,Grealish,M,1,90,0,0,2.0,0.0,0.03,0.0,4
17,31,John McGinn,Aston Villa,John,McGinn,M,1,90,0,0,0.0,2.0,0.0,0.05,4
18,34,Keinan Davis,Aston Villa,Keinan,Davis,S,1,30,0,0,0.0,3.0,0.0,0.01,4
19,35,Henri Lansbury,Aston Villa,Henri,Lansbury,S,1,4,0,0,0.0,0.0,0.0,0.0,4
20,36,Jota,Aston Villa,Jota,,F,1,60,0,0,0.0,1.5,0.0,0.03,4
21,94,Tom Heaton,Aston Villa,Tom,Heaton,GK,1,90,0,0,0.0,0.0,0.0,0.0,4
22,428,Wesley,Aston Villa,Wesley,,F,1,86,0,0,2.09,0.0,0.07,0.0,4
23,445,Tyrone Mings,Aston Villa,Tyrone,Mings,D,1,90,0,0,0.0,0.0,0.0,0.0,4
24,455,Bjorn Engels,Aston Villa,Bjorn,Engels,D,1,90,0,0,0.0,0.0,0.0,0.0,4
25,458,Frederic Guilbert,Aston Villa,Frederic,Guilbert,D,1,90,0,0,2.0,1.0,0.03,0.04,4
26,465,Trezeguet,Aston Villa,Trezeguet,,F,1,55,0,0,4.91,0.0,0.1,0.0,4
27,470,Douglas Luiz,Aston Villa,Douglas,Luiz,M,1,72,0,0,1.25,0.0,0.06,0.0,4
28,58,Steve Cook,Bournemouth,Steve,Cook,D,1,90,0,0,0.0,0.0,0.0,0.0,4
29,59,Nathan Ake,Bournemouth,Nathan,Ake,D,1,90,0,0,0.0,0.0,0.0,0.0,4
30,61,Chris Mepham,Bournemouth,Chris,Mepham,D,1,90,0,0,0.0,0.0,0.0,0.0,4
31,63,Adam Smith,Bournemouth,Adam,Smith,D,1,67,0,0,1.34,0.0,0.06,0.0,4
32,67,Callum Wilson,Bournemouth,Callum,Wilson,F,1,90,1,0,1.0,2.0,0.31,0.11,4
33,68,Joshua King,Bournemouth,Joshua,King,F,1,82,0,0,0.0,2.2,0.0,0.03,4
34,69,Dominic Solanke,Bournemouth,Dominic,Solanke,S,1,23,0,0,3.91,0.0,0.02,0.0,4
35,75,Ryan Fraser,Bournemouth,Ryan,Fraser,M,1,90,0,1,2.0,3.0,0.07,0.38,4
36,78,Jordon Ibe,Bournemouth,Jordon,Ibe,S,1,23,0,0,0.0,0.0,0.0,0.0,4
37,80,Andrew Surman,Bournemouth,Andrew,Surman,S,1,8,0,0,0.0,0.0,0.0,0.0,4
38,82,Jefferson Lerma,Bournemouth,Jefferson,Lerma,M,1,90,0,0,1.0,0.0,0.02,0.0,4
39,476,Philip Billing,Bournemouth,Philip,Billing,M,1,90,0,0,1.0,0.0,0.02,0.0,4
40,494,Aaron Ramsdale,Bournemouth,Aaron,Ramsdale,GK,1,90,0,0,0.0,0.0,0.0,0.0,4
41,505,Harry Wilson,Bournemouth,Harry,Wilson,M,1,67,0,0,1.34,1.34,0.05,0.03,4
42,38,Martin Montoya,Brighton,Martin,Montoya,M,1,90,0,0,0.0,1.0,0.0,0.1,4
43,39,Bernardo,Brighton,Bernardo,,M,1,71,0,0,0.0,1.27,0.0,0.3,4
44,42,Lewis Dunk,Brighton,Lewis,Dunk,D,1,90,0,0,0.0,0.0,0.0,0.0,4
45,44,Glenn Murray,Brighton,Glenn,Murray,S,1,19,0,0,0.0,0.0,0.0,0.0,4
46,47,Mat Ryan,Brighton,Mat,Ryan,GK,1,90,0,0,0.0,0.0,0.0,0.0,4
47,49,Pascal Gro,Brighton,Pascal,Gro,S,1,12,0,0,0.0,0.0,0.0,0.0,4
48,54,Davy Propper,Brighton,Davy,Propper,M,1,90,0,0,1.0,0.0,0.02,0.0,4
49,55,Solly March,Brighton,Solly,March,F,1,90,0,0,1.0,1.0,0.05,0.06,4
50,57,Dale Stephens,Brighton,Dale,Stephens,M,1,90,0,0,0.0,0.0,0.0,0.0,4
51,421,Leandro Trossard,Brighton,Leandro,Trossard,F,1,78,0,0,3.46,0.0,0.69,0.0,4
52,475,Dan Burn,Brighton,Dan,Burn,D,1,90,0,0,0.0,0.0,0.0,0.0,4
53,493,Adam Webster,Brighton,Adam,Webster,D,1,90,0,0,0.0,0.0,0.0,0.0,4
54,502,Neal Maupay,Brighton,Neal,Maupay,F,1,70,0,0,1.29,1.29,0.1,0.33,4
55,534,Aaron Connolly,Brighton,Aaron,Connolly,S,1,20,0,0,0.0,0.0,0.0,0.0,4
56,83,Ben Mee,Burnley,Ben,Mee,D,1,90,0,0,0.0,0.0,0.0,0.0,4
57,84,James Tarkowski,Burnley,James,Tarkowski,D,1,90,0,0,1.0,0.0,0.06,0.0,4
58,85,Matthew Lowton,Burnley,Matthew,Lowton,D,1,90,0,0,0.0,1.0,0.0,0.05,4
59,90,Ashley Barnes,Burnley,Ashley,Barnes,F,1,74,0,0,2.43,0.0,0.11,0.0,4
60,91,Chris Wood,Burnley,Chris,Wood,F,1,90,0,0,1.0,1.0,0.05,0.08,4
61,93,Nick Pope,Burnley,Nick,Pope,GK,1,90,0,0,0.0,0.0,0.0,0.0,4
62,97,Dwight McNeil,Burnley,Dwight,McNeil,M,1,90,0,0,2.0,1.0,0.03,0.06,4
63,101,Ashley Westwood,Burnley,Ashley,Westwood,M,1,90,0,0,0.0,1.0,0.0,0.36,4
64,102,Jack Cork,Burnley,Jack,Cork,M,1,90,0,0,0.0,2.0,0.0,0.04,4
65,430,Aaron Lennon,Burnley,Aaron,Lennon,M,1,90,0,0,0.0,0.0,0.0,0.0,4
66,447,Erik Pieters,Burnley,Erik,Pieters,D,1,90,0,0,0.0,0.0,0.0,0.0,4
67,451,Jay Rodriguez,Burnley,Jay,Rodriguez,S,1,16,0,0,5.63,0.0,0.36,0.0,4
68,105,Cesar Azpilicueta,Chelsea,Cesar,Azpilicueta,D,1,90,0,0,0.0,2.0,0.0,0.41,4
69,107,Emerson,Chelsea,Emerson,,D,1,90,0,0,0.0,0.0,0.0,0.0,4
70,111,Kepa,Chelsea,Kepa,,GK,1,90,0,0,0.0,0.0,0.0,0.0,4
71,113,Willian,Chelsea,Willian,,S,1,29,0,0,0.0,0.0,0.0,0.0,4
