,id,name,Team,First Name,Last Name,Pos,Apps,Min,G,A,Sh90,KP90,xG,xA,gw
0,1,Shkodran Mustafi,Arsenal,Shkodran,Mustafi,D,1,90,0,0,1.0,0.0,0.04,0.0,25
1,2,Hector Bellerin,Arsenal,Hector,Bellerin,D,1,90,0,0,1.0,0.0,0.09,0.0,25
2,11,Pierre-Emerick Aubameyang,Arsenal,Pierre-Emerick,Aubameyang,M,1,90,0,0,3.0,2.0,0.91,0.41,25
3,12,Alexandre Lacazette,Arsenal,Alexandre,Lacazette,F,1,90,0,0,2.0,1.0,0.65,0.3,25
4,13,Eddie Nketiah,Arsenal,Eddie,Nketiah,S,1,1,0,0,0.0,0.0,0.0,0.0,25
5,14,Bernd Leno,Arsenal,Bernd,Leno,GK,1,90,0,0,0.0,0.0,0.0,0.0,25
6,15,Mesut Ozil,Arsenal,Mesut,Ozil,M,1,64,0,0,1.41,2.81,0.02,0.15,25
7,18,Granit Xhaka,Arsenal,Granit,Xhaka,M,1,90,0,0,0.0,1.0,0.0,0.31,25
8,19,Lucas Torreira,Arsenal,Lucas,Torreira,S,1,43,0,0,2.09,4.19,0.01,0.35,25
9,21,Matteo Guendouzi,Arsenal,Matteo,Guendouzi,M,1,90,0,0,1.0,0.0,0.02,0.0,25
10,106,David Luiz,Arsenal,David,Luiz,D,1,90,0,0,1.0,1.0,0.02,0.3,25
11,490,Joe Willock,Arsenal,Joe,Willock,S,1,26,0,0,3.46,3.46,0.02,0.01,25
12,504,Gabriel Martinelli,Arsenal,Gabriel,Martinelli,M,1,90,0,0,1.0,1.0,0.11,0.02,25
13,541,Bukayo Saka,Arsenal,Bukayo,Saka,D,1,47,0,0,0.0,0.0,0.0,0.0,25
14,25,Kortney Hause,Aston Villa,Kortney,Hause,D,1,90,0,0,0.0,1.0,0.0,0.13,25
15,29,Jack Grealish,Aston Villa,Jack,Grealish,F,1,90,0,0,5.0,5.0,0.24,0.28,25
16,30,Anwar El Ghazi,Aston Villa,Anwar,El Ghazi,F,1,60,0,0,0.0,3.0,0.0,0.14,25
17,34,Keinan Davis,Aston Villa,Keinan,Davis,S,1,30,0,0,9.0,0.0,0.2,0.0,25
18,309,Matt Targett,Aston Villa,Matt,Targett,M,1,90,0,0,1.0,1.0,0.06,0.07,25
19,445,Tyrone Mings,Aston Villa,Tyrone,Mings,D,1,90,0,0,2.0,0.0,0.1,0.0,25
20,452,Ezri Konsa Ngoyo,Aston Villa,Ezri,Konsa Ngoyo,D,1,48,0,0,0.0,0.0,0.0,0.0,25
21,455,Bjorn Engels,Aston Villa,Bjorn,Engels,S,1,42,0,0,2.14,2.14,0.13,0.05,25
22,458,Frederic Guilbert,Aston Villa,Frederic,Guilbert,M,1,90,0,0,1.0,2.0,0.07,0.09,25
23,465,Trezeguet,Aston Villa,Trezeguet,,S,1,8,0,0,0.0,0.0,0.0,0.0,25
24,470,Douglas Luiz,Aston Villa,Douglas,Luiz,M,1,90,0,0,0.0,2.0,0.0,0.09,25
25,491,Marvelous Nakamba,Aston Villa,Marvelous,Nakamba,M,1,82,0,0,2.2,0.0,0.07,0.0,25
26,603,Jose Reina,Aston Villa,Jose,Reina,GK,1,90,0,0,0.0,0.0,0.0,0.0,25
27,613,Mbwana Samatta,Aston Villa,Mbwana,Samatta,F,1,90,1,0,3.0,2.0,0.59,0.07,25
28,59,Nathan Ake,Bournemouth,Nathan,Ake,D,1,90,1,0,1.0,0.0,0.57,0.0,25
29,62,Simon Francis,Bournemouth,Simon,Francis,D,1,90,0,0,0.0,0.0,0.0,0.0,25
30,63,Adam Smith,Bournemouth,Adam,Smith,D,1,90,0,0,0.0,1.0,0.0,0.02,25
31,65,Diego Rico,Bournemouth,Diego,Rico,D,1,90,0,0,0.0,0.0,0.0,0.0,25
32,67,Callum Wilson,Bournemouth,Callum,Wilson,F,1,90,0,0,3.0,1.0,0.35,0.67,25
33,75,Ryan Fraser,Bournemouth,Ryan,Fraser,F,1,90,0,0,3.0,2.0,0.73,0.2,25
34,81,Dan Gosling,Bournemouth,Dan,Gosling,M,1,90,0,1,1.0,1.0,0.51,0.41,25
35,82,Jefferson Lerma,Bournemouth,Jefferson,Lerma,M,1,53,0,0,3.4,0.0,0.04,0.0,25
36,476,Philip Billing,Bournemouth,Philip,Billing,M,1,90,1,0,2.0,2.0,0.42,0.18,25
37,494,Aaron Ramsdale,Bournemouth,Aaron,Ramsdale,GK,1,90,0,0,0.0,0.0,0.0,0.0,25
38,505,Harry Wilson,Bournemouth,Harry,Wilson,F,1,90,0,0,4.0,1.0,0.15,0.51,25
39,38,Martin Montoya,Brighton,Martin,Montoya,D,1,73,0,0,0.0,2.47,0.0,0.42,25
40,39,Bernardo,Brighton,Bernardo,,D,1,90,0,0,3.0,0.0,0.14,0.0,25
41,42,Lewis Dunk,Brighton,Lewis,Dunk,D,1,90,0,0,1.0,0.0,0.05,0.0,25
42,44,Glenn Murray,Brighton,Glenn,Murray,F,1,90,1,0,2.0,0.0,0.5,0.0,25
43,47,Mat Ryan,Brighton,Mat,Ryan,GK,1,90,0,0,0.0,0.0,0.0,0.0,25
44,49,Pascal Gro,Brighton,Pascal,Gro,M,1,90,1,0,2.0,4.0,0.15,0.5,25
45,54,Davy Propper,Brighton,Davy,Propper,M,1,90,0,1,1.0,2.0,0.07,0.46,25
46,55,Solly March,Brighton,Solly,March,S,1,17,0,0,21.18,0.0,0.17,0.0,25
47,57,Dale Stephens,Brighton,Dale,Stephens,M,1,90,0,0,1.0,1.0,0.02,0.09,25
48,421,Leandro Trossard,Brighton,Leandro,Trossard,M,1,90,0,0,2.0,3.0,0.41,0.14,25
49,493,Adam Webster,Brighton,Adam,Webster,D,1,90,0,0,0.0,0.0,0.0,0.0,25
50,516,Aaron Mooy,Brighton,Aaron,Mooy,M,1,73,0,0,3.7,0.0,0.44,0.0,25
51,546,Ezequiel Schelotto,Brighton,Ezequiel,Schelotto,S,1,17,0,0,0.0,0.0,0.0,0.0,25
52,83,Ben Mee,Burnley,Ben,Mee,D,1,90,0,0,3.0,1.0,0.48,0.06,25
53,84,James Tarkowski,Burnley,James,Tarkowski,D,1,90,0,0,1.0,0.0,0.24,0.0,25
54,85,Matthew Lowton,Burnley,Matthew,Lowton,D,1,90,0,0,0.0,0.0,0.0,0.0,25
55,87,Charlie Taylor,Burnley,Charlie,Taylor,D,1,90,0,0,0.0,1.0,0.0,0.03,25
56,91,Chris Wood,Burnley,Chris,Wood,F,1,90,0,0,1.0,4.0,0.1,0.1,25
57,93,Nick Pope,Burnley,Nick,Pope,GK,1,90,0,0,0.0,0.0,0.0,0.0,25
58,97,Dwight McNeil,Burnley,Dwight,McNeil,M,1,90,0,0,3.0,5.0,0.12,1.38,25
59,100,Jeff Hendrick,Burnley,Jeff,Hendrick,M,1,90,0,0,3.0,2.0,0.62,0.12,25
60,101,Ashley Westwood,Burnley,Ashley,Westwood,M,1,90,0,0,0.0,2.0,0.0,0.56,25
61,102,Jack Cork,Burnley,Jack,Cork,M,1,90,0,0,0.0,0.0,0.0,0.0,25
62,451,Jay Rodriguez,Burnley,Jay,Rodriguez,F,1,90,0,0,4.0,0.0,0.7,0.0,25
63,104,Antonio Rudiger,Chelsea,Antonio,Rudiger,D,1,90,2,0,2.0,0.0,0.49,0.0,25
64,105,Cesar Azpilicueta,Chelsea,Cesar,Azpilicueta,D,1,90,0,0,0.0,0.0,0.0,0.0,25
65,108,Andreas Christensen,Chelsea,Andreas,Christensen,D,1,90,0,0,0.0,0.0,0.0,0.0,25
66,112,Willy Caballero,Chelsea,Willy,Caballero,GK,1,90,0,0,0.0,0.0,0.0,0.0,25
67,113,Willian,Chelsea,Willian,,S,1,14,0,0,0.0,0.0,0.0,0.0,25
68,114,Pedro,Chelsea,Pedro,,M,1,76,0,0,1.18,0.0,0.05,0.0,25
