,id,name,Team,First Name,Last Name,Pos,Apps,Min,G,A,Sh90,KP90,xG,xA,gw
0,2,Hector Bellerin,Arsenal,Hector,Bellerin,M,1,86,0,0,0.0,0.0,0.0,0.0,13
1,5,Sokratis,Arsenal,Sokratis,,D,1,90,0,0,2.0,0.0,0.11,0.0,13
2,11,Pierre-Emerick Aubameyang,Arsenal,Pierre-Emerick,Aubameyang,F,1,90,0,0,2.0,0.0,0.47,0.0,13
3,12,Alexandre Lacazette,Arsenal,Alexandre,Lacazette,F,1,90,2,0,2.0,1.0,0.69,0.05,13
4,14,Bernd Leno,Arsenal,Bernd,Leno,GK,1,90,0,0,0.0,0.0,0.0,0.0,13
5,15,Mesut Ozil,Arsenal,Mesut,Ozil,M,1,90,0,0,1.0,4.0,0.05,0.26,13
6,19,Lucas Torreira,Arsenal,Lucas,Torreira,M,1,86,0,0,1.05,0.0,0.05,0.0,13
7,21,Matteo Guendouzi,Arsenal,Matteo,Guendouzi,M,1,90,0,0,0.0,1.0,0.0,0.05,13
8,106,David Luiz,Arsenal,David,Luiz,D,1,90,0,0,1.0,0.0,0.04,0.0,13
9,467,Calum Chambers,Arsenal,Calum,Chambers,D,1,49,0,0,0.0,0.0,0.0,0.0,13
10,486,Cedric Soares,Southampton,Cedric,Soares,D,1,90,0,0,1.0,0.0,0.02,0.0,13
11,488,Nicolas Pepe,Arsenal,Nicolas,Pepe,S,1,41,0,0,2.2,0.0,0.09,0.0,13
12,490,Joe Willock,Arsenal,Joe,Willock,S,1,4,0,0,22.5,0.0,0.06,0.0,13
13,504,Gabriel Martinelli,Arsenal,Gabriel,Martinelli,S,1,4,0,0,0.0,0.0,0.0,0.0,13
14,515,Kieran Tierney,Arsenal,Kieran,Tierney,M,1,90,0,0,1.0,2.0,0.05,0.17,13
15,28,Conor Hourihane,Aston Villa,Conor,Hourihane,M,1,90,1,1,2.0,3.0,0.11,1.35,13
16,29,Jack Grealish,Aston Villa,Jack,Grealish,F,1,90,0,1,5.0,6.0,0.45,0.63,13
17,30,Anwar El Ghazi,Aston Villa,Anwar,El Ghazi,F,1,90,1,0,1.0,2.0,0.63,0.22,13
18,31,John McGinn,Aston Villa,John,McGinn,M,1,90,0,0,3.0,1.0,0.25,0.09,13
19,35,Henri Lansbury,Aston Villa,Henri,Lansbury,S,1,1,0,0,0.0,0.0,0.0,0.0,13
20,94,Tom Heaton,Aston Villa,Tom,Heaton,GK,1,90,0,0,0.0,0.0,0.0,0.0,13
21,309,Matt Targett,Aston Villa,Matt,Targett,D,1,90,0,0,0.0,2.0,0.0,0.1,13
