,id,name,Team,First Name,Last Name,Pos,Apps,Min,G,A,Sh90,KP90,xG,xA,gw
0,3,Sead Kolasinac,Arsenal,Sead,Kolasinac,D,1,90,0,0,1.0,2.0,0.01,0.63,9
1,5,Sokratis,Arsenal,Sokratis,,D,1,90,0,0,0.0,0.0,0.0,0.0,9
2,11,Pierre-Emerick Aubameyang,Arsenal,Pierre-Emerick,Aubameyang,F,1,90,0,0,1.0,0.0,0.09,0.0,9
3,12,Alexandre Lacazette,Arsenal,Alexandre,Lacazette,S,1,19,0,0,0.0,4.74,0.0,0.02,9
4,14,Bernd Leno,Arsenal,Bernd,Leno,GK,1,90,0,0,0.0,0.0,0.0,0.0,9
5,18,Granit Xhaka,Arsenal,Granit,Xhaka,M,1,71,0,0,2.54,0.0,0.07,0.0,9
6,21,Matteo Guendouzi,Arsenal,Matteo,Guendouzi,M,1,90,0,0,0.0,0.0,0.0,0.0,9
7,106,David Luiz,Arsenal,David,Luiz,D,1,90,0,0,0.0,0.0,0.0,0.0,9
8,467,Calum Chambers,Arsenal,Calum,Chambers,D,1,90,0,0,1.0,2.0,0.02,0.1,9
9,469,Dani Ceballos,Arsenal,Dani,Ceballos,S,1,42,0,0,2.14,0.0,0.07,0.0,9
10,488,Nicolas Pepe,Arsenal,Nicolas,Pepe,M,1,80,0,0,3.38,1.13,0.68,0.06,9
11,490,Joe Willock,Arsenal,Joe,Willock,M,1,48,0,0,0.0,0.0,0.0,0.0,9
12,504,Gabriel Martinelli,Arsenal,Gabriel,Martinelli,S,1,10,0,0,0.0,0.0,0.0,0.0,9
13,541,Bukayo Saka,Arsenal,Bukayo,Saka,M,1,90,0,0,0.0,1.0,0.0,0.07,9
14,28,Conor Hourihane,Aston Villa,Conor,Hourihane,M,1,66,0,0,4.09,2.73,0.41,0.07,9
15,29,Jack Grealish,Aston Villa,Jack,Grealish,F,1,90,1,1,3.0,6.0,0.85,0.33,9
16,30,Anwar El Ghazi,Aston Villa,Anwar,El Ghazi,F,1,79,0,0,3.42,0.0,0.75,0.0,9
17,31,John McGinn,Aston Villa,John,McGinn,M,1,90,0,0,6.0,3.0,0.61,0.22,9
18,34,Keinan Davis,Aston Villa,Keinan,Davis,S,1,11,0,0,8.18,0.0,0.06,0.0,9
19,94,Tom Heaton,Aston Villa,Tom,Heaton,GK,1,90,0,0,0.0,0.0,0.0,0.0,9
20,309,Matt Targett,Aston Villa,Matt,Targett,D,1,90,1,0,2.0,3.0,0.17,0.47,9
21,428,Wesley,Aston Villa,Wesley,,F,1,79,0,0,2.28,0.0,0.19,0.0,9
22,445,Tyrone Mings,Aston Villa,Tyrone,Mings,D,1,90,0,0,0.0,0.0,0.0,0.0,9
23,455,Bjorn Engels,Aston Villa,Bjorn,Engels,D,1,90,0,0,1.0,0.0,0.03,0.0,9
24,458,Frederic Guilbert,Aston Villa,Frederic,Guilbert,D,1,90,0,1,0.0,1.0,0.0,0.71,9
25,465,Trezeguet,Aston Villa,Trezeguet,,S,1,24,0,0,3.75,3.75,0.02,0.11,9
26,470,Douglas Luiz,Aston Villa,Douglas,Luiz,S,1,11,0,0,16.36,0.0,0.04,0.0,9
27,491,Marvelous Nakamba,Aston Villa,Marvelous,Nakamba,M,1,90,0,0,0.0,1.0,0.0,0.05,9
28,58,Steve Cook,Bournemouth,Steve,Cook,D,1,90,0,0,0.0,0.0,0.0,0.0,9
29,59,Nathan Ake,Bournemouth,Nathan,Ake,D,1,90,0,0,1.0,0.0,0.05,0.0,9
30,63,Adam Smith,Bournemouth,Adam,Smith,D,1,90,0,0,0.0,1.0,0.0,0.02,9
31,65,Diego Rico,Bournemouth,Diego,Rico,D,1,90,0,0,1.0,2.0,0.01,0.1,9
32,67,Callum Wilson,Bournemouth,Callum,Wilson,F,1,90,0,0,2.0,1.0,0.07,0.33,9
33,68,Joshua King,Bournemouth,Joshua,King,S,1,27,0,0,0.0,6.67,0.0,0.06,9
34,69,Dominic Solanke,Bournemouth,Dominic,Solanke,F,1,63,0,0,1.43,0.0,0.33,0.0,9
35,75,Ryan Fraser,Bournemouth,Ryan,Fraser,M,1,90,0,0,0.0,0.0,0.0,0.0,9
36,79,Lewis Cook,Bournemouth,Lewis,Cook,M,1,90,0,0,0.0,0.0,0.0,0.0,9
37,476,Philip Billing,Bournemouth,Philip,Billing,M,1,90,0,0,2.0,0.0,0.09,0.0,9
38,492,Arnaut Danjuma Groeneveld,Bournemouth,Arnaut,Danjuma Groeneveld,S,1,20,0,0,13.5,0.0,0.08,0.0,9
39,494,Aaron Ramsdale,Bournemouth,Aaron,Ramsdale,GK,1,90,0,0,0.0,0.0,0.0,0.0,9
40,505,Harry Wilson,Bournemouth,Harry,Wilson,M,1,70,0,0,1.29,0.0,0.05,0.0,9
41,37,Shane Duffy,Brighton,Shane,Duffy,S,1,17,0,0,0.0,0.0,0.0,0.0,9
42,38,Martin Montoya,Brighton,Martin,Montoya,D,1,73,0,0,2.47,1.23,0.4,0.12,9
43,42,Lewis Dunk,Brighton,Lewis,Dunk,D,1,90,0,0,0.0,1.0,0.0,0.02,9
44,47,Mat Ryan,Brighton,Mat,Ryan,GK,1,90,0,0,0.0,0.0,0.0,0.0,9
45,49,Pascal Gro,Brighton,Pascal,Gro,M,1,90,0,1,3.0,5.0,0.05,0.6,9
46,54,Davy Propper,Brighton,Davy,Propper,M,1,90,0,0,1.0,2.0,0.02,0.06,9
47,55,Solly March,Brighton,Solly,March,S,1,41,0,0,4.39,2.2,0.12,0.03,9
48,57,Dale Stephens,Brighton,Dale,Stephens,M,1,90,0,0,1.0,2.0,0.03,0.1,9
49,475,Dan Burn,Brighton,Dan,Burn,D,1,90,0,0,0.0,2.0,0.0,0.05,9
50,493,Adam Webster,Brighton,Adam,Webster,D,1,90,1,0,3.0,0.0,0.14,0.0,9
51,502,Neal Maupay,Brighton,Neal,Maupay,F,1,84,0,0,6.43,2.14,0.35,0.18,9
52,516,Aaron Mooy,Brighton,Aaron,Mooy,M,1,34,0,0,0.0,0.0,0.0,0.0,9
53,534,Aaron Connolly,Brighton,Aaron,Connolly,F,1,49,0,0,3.67,1.84,0.22,0.06,9
54,537,Steven Alzate,Brighton,Steven,Alzate,S,1,6,0,0,0.0,0.0,0.0,0.0,9
55,83,Ben Mee,Burnley,Ben,Mee,D,1,90,0,0,1.0,0.0,0.02,0.0,9
56,84,James Tarkowski,Burnley,James,Tarkowski,D,1,90,0,0,0.0,1.0,0.0,0.37,9
57,85,Matthew Lowton,Burnley,Matthew,Lowton,D,1,90,0,0,0.0,1.0,0.0,0.42,9
58,91,Chris Wood,Burnley,Chris,Wood,F,1,90,1,0,5.0,1.0,1.48,0.01,9
59,92,Matej Vydra,Burnley,Matej,Vydra,S,1,6,0,0,0.0,0.0,0.0,0.0,9
60,93,Nick Pope,Burnley,Nick,Pope,GK,1,90,0,0,0.0,0.0,0.0,0.0,9
61,97,Dwight McNeil,Burnley,Dwight,McNeil,M,1,90,0,1,2.0,1.0,0.09,0.06,9
62,98,Robbie Brady,Burnley,Robbie,Brady,M,1,66,0,0,1.36,2.73,0.06,0.11,9
63,100,Jeff Hendrick,Burnley,Jeff,Hendrick,M,1,90,0,0,2.0,0.0,0.12,0.0,9
64,101,Ashley Westwood,Burnley,Ashley,Westwood,M,1,90,0,0,1.0,2.0,0.04,0.03,9
65,430,Aaron Lennon,Burnley,Aaron,Lennon,S,1,24,0,0,0.0,0.0,0.0,0.0,9
66,447,Erik Pieters,Burnley,Erik,Pieters,D,1,90,0,0,0.0,0.0,0.0,0.0,9
67,451,Jay Rodriguez,Burnley,Jay,Rodriguez,F,1,84,0,0,1.07,0.0,0.01,0.0,9
68,103,Marcos Alonso,Chelsea,Marcos,Alonso,D,1,90,1,0,2.0,1.0,0.1,0.06,9
69,105,Cesar Azpilicueta,Chelsea,Cesar,Azpilicueta,D,1,90,0,0,0.0,0.0,0.0,0.0,9
70,111,Kepa,Chelsea,Kepa,,GK,1,90,0,0,0.0,0.0,0.0,0.0,9
71,113,Willian,Chelsea,Willian,,F,1,90,0,0,4.0,3.0,0.54,0.13,9
72,116,Callum Hudson-Odoi,Chelsea,Callum,Hudson-Odoi,F,1,90,0,1,2.0,5.0,0.13,0.84,9
73,117,Ross Barkley,Chelsea,Ross,Barkley,M,1,42,0,0,0.0,0.0,0.0,0.0,9
74,118,Jorginho,Chelsea,Jorginho,,M,1,90,0,0,0.0,1.0,0.0,0.09,9
75,431,Christian Pulisic,Chelsea,Christian,Pulisic,S,1,24,0,0,3.75,3.75,0.47,0.51,9
76,432,Mateo Kovacic,Chelsea,Mateo,Kovacic,S,1,48,0,0,0.0,0.0,0.0,0.0,9
77,459,Kurt Zouma,Chelsea,Kurt,Zouma,D,1,90,0,0,1.0,0.0,0.02,0.0,9
78,460,Tammy Abraham,Chelsea,Tammy,Abraham,F,1,90,0,0,4.0,0.0,0.9,0.0,9
79,463,Mason Mount,Chelsea,Mason,Mount,M,1,66,0,0,1.36,1.36,0.13,0.02,9
80,506,Reece James,Chelsea,Reece,James,S,1,1,0,0,0.0,0.0,0.0,0.0,9
81,529,Fikayo Tomori,Chelsea,Fikayo,Tomori,D,1,90,0,0,1.0,0.0,0.03,0.0,9
