Team,First Name,Last Name,Pos,Apps,Min,G,A,Sh90,KP90,xG,xA
Liverpool,Sadio,Mane,F,1,90,1,1,6.00,3.00,0.91,0.54
Liverpool,Andrew,Robertson,D,1,90,1,0,1.00,1.00,0.33,0.08
Liverpool,Roberto,Firmino,F,1,90,0,0,2.00,4.00,0.10,0.26
Liverpool,Divock,Origi,S,1,21,0,0,4.29,4.29,0.06,0.03
Liverpool,Adam,Lallana,M,1,88,0,0,2.05,3.07,0.16,0.12
Liverpool,Dejan,Lovren,D,1,90,0,0,1.00,0.00,0.06,0.00
Liverpool,Jordan,Henderson,M,1,90,0,0,0.00,2.00,0.00,0.43
Liverpool,Georginio,Wijnaldum,M,1,69,0,0,1.30,1.30,0.02,0.03
Liverpool,Virgil,van Dijk,D,1,90,0,0,0.00,1.00,0.00,0.06
Liverpool,Alex,Oxlade-Chamberlain,S,1,21,0,0,17.14,4.29,0.27,0.06
Liverpool,Mohamed,Salah,F,1,69,0,0,5.22,0.00,0.30,0.00
Liverpool,Alisson,,GK,1,90,0,0,0.00,0.00,0.00,0.00
Liverpool,Trent,Alexander-Arnold,D,1,90,0,1,3.00,3.00,0.20,0.41
Liverpool,Naby,Keita,S,1,2,0,0,0.00,0.00,0.00,0.00
Manchester City,Sergio,Aguero,F,1,90,1,0,7.00,0.00,1.08,0.00
Manchester City,Kyle,Walker,D,1,90,1,1,1.00,1.00,0.44,0.41
Manchester City,Ilkay,Gundogan,M,1,90,0,0,6.00,3.00,0.23,0.56
Manchester City,Kevin,De Bruyne,M,1,90,0,0,4.00,4.00,0.18,0.70
Manchester City,John,Stones,D,1,90,0,0,1.00,0.00,0.46,0.00
Manchester City,Nicolas,Otamendi,S,1,1,0,0,0.00,0.00,0.00,0.00
Manchester City,Fernandinho,,D,1,90,0,0,0.00,1.00,0.00,0.04
Manchester City,David,Silva,M,1,47,0,0,7.66,0.00,0.18,0.00
Manchester City,Raheem,Sterling,F,1,90,0,0,1.00,3.00,0.08,0.26
Manchester City,Angelino,,D,1,90,0,0,0.00,1.00,0.00,0.09
Manchester City,Bernardo,Silva,F,1,85,0,0,1.06,1.06,0.11,0.30
Manchester City,Gabriel,Jesus,S,1,43,0,0,2.09,2.09,0.61,0.08
Manchester City,Ederson,,GK,1,90,0,0,0.00,0.00,0.00,0.00
Manchester City,Phil,Foden,S,1,4,0,0,0.00,0.00,0.00,0.00
Leicester,Jamie,Vardy,F,1,90,1,0,2.00,0.00,0.24,0.00
Leicester,Caglar,Soyuncu,D,1,90,1,0,2.00,0.00,0.12,0.00
Leicester,Kasper,Schmeichel,GK,1,90,0,0,0.00,0.00,0.00,0.00
Leicester,Wes,Morgan,S,1,4,0,0,0.00,0.00,0.00,0.00
Leicester,Demarai,Gray,S,1,15,0,1,0.00,6.00,0.00,0.12
Leicester,Ayoze,Perez,M,1,75,0,0,0.00,0.00,0.00,0.00
Leicester,Ben,Chilwell,D,1,90,0,0,1.00,1.00,0.27,0.03
Leicester,Jonny,Evans,D,1,90,0,0,4.00,0.00,0.15,0.00
Leicester,Dennis,Praet,S,1,1,0,0,0.00,90.00,0.00,0.27
Leicester,Ricardo,Pereira,D,1,90,0,0,1.00,0.00,0.02,0.00
Leicester,Wilfred,Ndidi,M,1,90,0,0,1.00,0.00,0.03,0.00
Leicester,Youri,Tielemans,M,1,90,0,0,1.00,1.00,0.05,0.06
Leicester,Harvey,Barnes,M,1,86,0,0,1.05,0.00,0.06,0.00
Leicester,James,Maddison,M,1,90,0,0,1.00,8.00,0.05,0.35
Chelsea,Tammy,Abraham,F,1,89,1,1,4.04,1.01,0.88,0.71
Chelsea,Christian,Pulisic,M,1,84,1,0,3.21,0.00,0.86,0.00
Chelsea,Cesar,Azpilicueta,D,1,90,0,0,0.00,0.00,0.00,0.00
Chelsea,Willian,,M,1,90,0,0,1.00,4.00,0.06,0.26
Chelsea,Fikayo,Tomori,D,1,90,0,0,0.00,1.00,0.00,0.02
Chelsea,Kurt,Zouma,D,1,90,0,0,0.00,0.00,0.00,0.00
Chelsea,Emerson,,D,1,90,0,0,0.00,2.00,0.00,0.10
Chelsea,Jorginho,,M,1,90,0,1,0.00,2.00,0.00,0.33
Chelsea,Michy,Batshuayi,S,1,1,0,0,90.00,0.00,0.06,0.00
Chelsea,Mateo,Kovacic,M,1,90,0,0,2.00,1.00,0.10,0.13
Chelsea,Kepa,,GK,1,90,0,0,0.00,0.00,0.00,0.00
Chelsea,Callum,Hudson-Odoi,S,1,6,0,0,0.00,0.00,0.00,0.00
Chelsea,Mason,Mount,M,1,90,0,0,5.00,1.00,0.23,0.06
Chelsea,Reece,James,S,1,1,0,0,0.00,0.00,0.00,0.00
Manchester United,David,de Gea,GK,1,90,0,0,0.00,0.00,0.00,0.00
Manchester United,Anthony,Martial,F,1,90,0,0,1.00,0.00,0.02,0.00
Manchester United,Marcus,Rashford,M,1,90,0,0,1.00,2.00,0.09,0.06
Manchester United,Jesse,Lingard,S,1,21,0,0,0.00,8.57,0.00,0.05
Manchester United,Ashley,Young,D,1,90,0,0,0.00,1.00,0.00,0.01
Manchester United,Andreas,Pereira,M,1,69,0,0,3.91,1.30,0.08,0.02
Manchester United,Harry,Maguire,D,1,90,0,0,1.00,1.00,0.01,0.02
Manchester United,Scott,McTominay,M,1,90,0,0,3.00,1.00,0.10,0.02
Manchester United,Aaron,Wan-Bissaka,D,1,82,0,0,0.00,0.00,0.00,0.00
Manchester United,Daniel,James,M,1,81,0,0,1.11,2.22,0.05,0.12
Manchester United,Victor,Lindelof,D,1,90,0,0,0.00,0.00,0.00,0.00
Manchester United,Fred,,M,1,90,0,0,4.00,3.00,0.16,0.24
Manchester United,Mason,Greenwood,S,1,9,0,0,10.00,0.00,0.13,0.00
Manchester United,Brandon,Williams,S,1,8,0,0,0.00,11.25,0.00,0.05
Wolverhampton Wanderers,Raul,Jimenez,F,1,90,1,0,8.00,1.00,0.29,0.05
Wolverhampton Wanderers,Adama,Traore,F,1,90,0,0,0.00,2.00,0.00,0.07
Wolverhampton Wanderers,Jonny,,M,1,90,0,0,2.00,3.00,0.09,0.08
Wolverhampton Wanderers,Joao,Moutinho,M,1,90,0,1,2.00,4.00,0.11,0.59
Wolverhampton Wanderers,Romain,Saiss,D,1,90,0,0,0.00,0.00,0.00,0.00
Wolverhampton Wanderers,Pedro,Neto,S,1,1,0,0,90.00,0.00,0.06,0.00
Wolverhampton Wanderers,Rui,Patricio,GK,1,90,0,0,0.00,0.00,0.00,0.00
Wolverhampton Wanderers,Conor,Coady,D,1,90,0,0,0.00,0.00,0.00,0.00
Wolverhampton Wanderers,Matt,Doherty,M,1,72,0,0,2.50,1.25,0.17,0.07
Wolverhampton Wanderers,Ruben,Neves,M,1,90,0,0,4.00,1.00,0.07,0.03
Wolverhampton Wanderers,Diogo,Jota,F,1,90,0,0,5.00,4.00,0.69,0.26
Wolverhampton Wanderers,Ruben,Vinagre,S,1,18,0,0,0.00,0.00,0.00,0.00
Wolverhampton Wanderers,Leander,Dendoncker,D,1,90,0,0,1.00,0.00,0.05,0.00
Sheffield United,John,Lundstram,M,1,90,2,0,5.00,1.00,1.37,0.12
Sheffield United,John,Fleck,M,1,90,1,0,1.00,1.00,0.14,0.07
Sheffield United,Phil,Jagielka,S,1,8,0,0,0.00,0.00,0.00,0.00
Sheffield United,Oliver,McBurnie,S,1,12,0,0,0.00,0.00,0.00,0.00
Sheffield United,Lys,Mousset,F,1,68,0,3,3.97,5.29,0.54,1.23
Sheffield United,Dean,Henderson,GK,1,90,0,0,0.00,0.00,0.00,0.00
Sheffield United,John,Egan,D,1,82,0,0,0.00,0.00,0.00,0.00
Sheffield United,Chris,Basham,D,1,90,0,0,0.00,0.00,0.00,0.00
Sheffield United,Jack,O'Connell,D,1,90,0,0,0.00,1.00,0.00,0.01
Sheffield United,George,Baldock,M,1,90,0,0,0.00,0.00,0.00,0.00
Sheffield United,Enda,Stevens,M,1,90,0,0,1.00,2.00,0.10,0.42
Sheffield United,Oliver,Norwood,M,1,90,0,0,0.00,0.00,0.00,0.00
Sheffield United,David,McGoldrick,F,1,78,0,0,2.31,1.15,0.10,0.34
Sheffield United,Billy,Sharp,S,1,22,0,0,4.09,4.09,0.34,0.28
Burnley,Ashley,Westwood,M,1,90,0,0,0.00,1.00,0.00,0.02
Burnley,Jack,Cork,M,1,90,0,0,0.00,0.00,0.00,0.00
Burnley,Robbie,Brady,S,1,28,0,0,3.21,0.00,0.12,0.00
Burnley,Jay,Rodriguez,F,1,81,0,0,1.11,0.00,0.05,0.00
Burnley,Erik,Pieters,D,1,49,0,0,0.00,1.84,0.00,0.01
Burnley,Matej,Vydra,S,1,9,0,0,0.00,0.00,0.00,0.00
Burnley,Matthew,Lowton,D,1,90,0,0,0.00,0.00,0.00,0.00
Burnley,Ben,Mee,D,1,90,0,0,0.00,0.00,0.00,0.00
Burnley,James,Tarkowski,D,1,90,0,0,0.00,0.00,0.00,0.00
Burnley,Jeff,Hendrick,M,1,90,0,0,1.00,0.00,0.05,0.00
Burnley,Ashley,Barnes,F,1,90,0,0,3.00,0.00,0.50,0.00
Burnley,Nick,Pope,GK,1,90,0,0,0.00,0.00,0.00,0.00
Burnley,Charlie,Taylor,S,1,41,0,0,0.00,2.20,0.00,0.05
Burnley,Dwight,McNeil,M,1,62,0,0,0.00,0.00,0.00,0.00
Arsenal,Pierre-Emerick,Aubameyang,F,1,90,1,0,3.00,0.00,0.52,0.00
Arsenal,Bernd,Leno,GK,1,90,0,0,0.00,0.00,0.00,0.00
Arsenal,Sead,Kolasinac,S,1,2,0,0,0.00,0.00,0.00,0.00
Arsenal,Sokratis,,D,1,90,0,0,1.00,0.00,0.02,0.00
Arsenal,Mesut,Ozil,M,1,90,0,0,0.00,3.00,0.00,0.16
Arsenal,Calum,Chambers,D,1,90,0,0,1.00,0.00,0.04,0.00
Arsenal,Lucas,Torreira,M,1,74,0,0,2.43,0.00,0.18,0.00
Arsenal,David,Luiz,D,1,90,0,0,0.00,0.00,0.00,0.00
Arsenal,Dani,Ceballos,M,1,90,0,0,1.00,1.00,0.06,0.11
Arsenal,Alexandre,Lacazette,F,1,61,0,1,2.95,4.43,0.22,0.56
Arsenal,Matteo,Guendouzi,M,1,90,0,0,0.00,0.00,0.00,0.00
Arsenal,Bukayo,Saka,S,1,16,0,0,0.00,0.00,0.00,0.00
Arsenal,Gabriel,Martinelli,S,1,29,0,0,0.00,0.00,0.00,0.00
Arsenal,Kieran,Tierney,D,1,88,0,0,0.00,0.00,0.00,0.00
Everton,Cenk,Tosun,S,1,20,1,0,4.50,0.00,0.41,0.00
Everton,Alex,Iwobi,M,1,90,0,0,0.00,1.00,0.00,0.07
Everton,Theo,Walcott,M,1,70,0,0,0.00,1.29,0.00,0.03
