Team,First Name,Last Name,Pos,Apps,Min,G,A,Sh90,KP90,xG,xA
Liverpool,Roberto,Firmino,F,2,180,1,0,3.00,1.50,1.23,0.25
Liverpool,Jordan,Henderson,M,2,180,1,1,1.00,2.00,0.10,0.39
Liverpool,Alex,Oxlade-Chamberlain,M,2,159,1,0,1.13,0.57,0.38,0.10
Liverpool,Mohamed,Salah,F,2,177,1,1,5.59,1.53,1.52,0.74
Liverpool,Divock,Origi,F,2,74,0,0,1.22,0.00,0.10,0.00
Liverpool,Georginio,Wijnaldum,M,2,180,0,0,0.00,0.50,0.00,0.09
Liverpool,Virgil,van Dijk,D,2,180,0,0,0.00,0.00,0.00,0.00
Liverpool,Sadio,Mane,F,1,32,0,0,0.00,2.81,0.00,0.09
Liverpool,Joseph,Gomez,D,2,180,0,0,0.00,0.00,0.00,0.00
Liverpool,Alisson,,GK,2,180,0,0,0.00,0.00,0.00,0.00
Liverpool,Andrew,Robertson,D,2,180,0,0,0.50,0.50,0.32,0.08
Liverpool,Trent,Alexander-Arnold,D,2,170,0,1,0.53,1.59,0.08,0.22
Liverpool,Fabinho,,S,2,37,0,0,0.00,0.00,0.00,0.00
Liverpool,Naby,Keita,S,1,10,0,0,9.00,0.00,0.08,0.00
Liverpool,Curtis,Jones,S,1,3,0,0,0.00,0.00,0.00,0.00
Liverpool,Takumi,Minamino,S,1,58,0,0,1.55,0.00,0.06,0.00
Manchester City,Sergio,Aguero,S,1,22,1,0,4.09,8.18,0.63,0.15
Manchester City,Kevin,De Bruyne,M,1,90,0,1,2.00,3.00,0.04,0.83
Manchester City,Nicolas,Otamendi,D,1,90,0,0,1.00,1.00,0.09,0.09
Manchester City,Fernandinho,,D,1,90,0,0,0.00,3.00,0.00,0.14
Manchester City,Raheem,Sterling,M,1,90,0,0,5.00,0.00,0.77,0.00
Manchester City,Kyle,Walker,M,1,90,0,0,0.00,0.00,0.00,0.00
Manchester City,Riyad,Mahrez,M,1,90,0,0,3.00,3.00,0.36,0.66
Manchester City,Rodri,,M,1,90,0,0,3.00,2.00,0.08,0.15
Manchester City,Aymeric,Laporte,D,1,79,0,0,0.00,0.00,0.00,0.00
Manchester City,Oleksandr,Zinchenko,M,1,90,0,0,1.00,1.00,0.02,0.02
Manchester City,Bernardo,Silva,S,1,1,0,0,0.00,0.00,0.00,0.00
Manchester City,Gabriel,Jesus,F,1,68,0,0,2.65,1.32,0.89,0.02
Manchester City,Ederson,,GK,1,90,0,0,0.00,0.00,0.00,0.00
Manchester City,Eric,Garcia,S,1,11,0,0,0.00,0.00,0.00,0.00
Leicester,Ayoze,Perez,M,1,90,2,0,4.00,1.00,1.01,0.12
Leicester,Ricardo,Pereira,D,1,90,1,1,4.00,3.00,0.29,1.20
Leicester,Harvey,Barnes,M,1,88,1,1,2.05,4.09,1.10,0.34
Leicester,Kelechi,Iheanacho,S,1,48,0,1,1.88,1.88,0.13,0.09
Leicester,Kasper,Schmeichel,GK,1,90,0,0,0.00,0.00,0.00,0.00
Leicester,Wes,Morgan,S,1,2,0,0,0.00,0.00,0.00,0.00
Leicester,Jamie,Vardy,F,1,42,0,0,2.14,0.00,0.11,0.00
Leicester,Ben,Chilwell,D,1,90,0,0,1.00,0.00,0.11,0.00
Leicester,Jonny,Evans,D,1,90,0,0,0.00,0.00,0.00,0.00
Leicester,Nampalys,Mendy,M,1,33,0,0,0.00,2.73,0.00,0.01
Leicester,Caglar,Soyuncu,D,1,90,0,0,0.00,0.00,0.00,0.00
Leicester,Wilfred,Ndidi,S,1,57,0,0,1.58,0.00,0.09,0.00
Leicester,Youri,Tielemans,M,1,90,0,0,3.00,1.00,0.06,0.04
Leicester,James,Maddison,M,1,90,0,0,2.00,4.00,0.16,0.28
Chelsea,Cesar,Azpilicueta,D,1,90,1,0,1.00,2.00,0.45,0.22
Chelsea,Jorginho,,M,1,90,1,0,2.00,2.00,0.81,0.42
Chelsea,Andreas,Christensen,D,1,90,0,0,1.00,1.00,0.13,0.05
Chelsea,Ross,Barkley,S,1,22,0,0,12.27,0.00,0.43,0.00
Chelsea,Willian,,F,1,81,0,0,1.11,0.00,0.05,0.00
Chelsea,Tammy,Abraham,F,1,90,0,0,2.00,1.00,0.44,0.05
Chelsea,N'Golo,Kante,M,1,71,0,0,1.27,1.27,0.13,0.04
Chelsea,Emerson,,D,1,90,0,0,1.00,5.00,0.05,0.34
Chelsea,Michy,Batshuayi,S,1,9,0,0,10.00,0.00,0.49,0.00
Chelsea,Antonio,Rudiger,D,1,90,0,0,2.00,1.00,0.05,0.38
Chelsea,Mateo,Kovacic,M,1,68,0,0,3.97,1.32,0.19,0.02
Chelsea,Kepa,,GK,1,90,0,0,0.00,0.00,0.00,0.00
Chelsea,Callum,Hudson-Odoi,F,1,90,0,1,1.00,2.00,0.04,0.49
Chelsea,Mason,Mount,S,1,19,0,0,0.00,0.00,0.00,0.00
Manchester United,David,de Gea,GK,1,90,0,0,0.00,0.00,0.00,0.00
Manchester United,Anthony,Martial,F,1,90,0,0,5.00,3.00,0.32,0.12
Manchester United,Juan,Mata,M,1,90,0,0,2.00,5.00,0.18,0.13
Manchester United,Jesse,Lingard,S,1,19,0,0,14.21,0.00,0.17,0.00
Manchester United,Nemanja,Matic,M,1,90,0,0,0.00,1.00,0.00,0.05
Manchester United,Andreas,Pereira,M,1,48,0,0,7.50,1.88,0.22,0.03
Manchester United,Phil,Jones,D,1,90,0,0,2.00,0.00,0.08,0.00
Manchester United,Luke,Shaw,S,1,19,0,0,4.74,9.47,0.03,0.09
Manchester United,Harry,Maguire,D,1,90,0,0,0.00,0.00,0.00,0.00
Manchester United,Aaron,Wan-Bissaka,D,1,90,0,0,0.00,4.00,0.00,0.41
Manchester United,Daniel,James,M,1,71,0,0,2.54,0.00,0.22,0.00
Manchester United,Fred,,M,1,90,0,0,4.00,2.00,0.08,0.09
Manchester United,Mason,Greenwood,S,1,42,0,0,2.14,2.14,0.01,0.01
Manchester United,Brandon,Williams,D,1,71,0,0,0.00,1.27,0.00,0.03
Wolverhampton Wanderers,Raul,Jimenez,F,1,90,1,0,4.00,3.00,0.73,0.70
Wolverhampton Wanderers,Adama,Traore,F,1,90,0,1,2.00,2.00,0.09,0.63
Wolverhampton Wanderers,Jonny,,M,1,90,0,0,0.00,0.00,0.00,0.00
Wolverhampton Wanderers,Joao,Moutinho,M,1,89,0,0,0.00,1.01,0.00,0.14
Wolverhampton Wanderers,Romain,Saiss,D,1,90,0,0,0.00,2.00,0.00,0.09
Wolverhampton Wanderers,Pedro,Neto,M,1,79,0,0,1.14,0.00,0.08,0.00
Wolverhampton Wanderers,Rui,Patricio,GK,1,90,0,0,0.00,0.00,0.00,0.00
Wolverhampton Wanderers,Conor,Coady,D,1,90,0,0,0.00,0.00,0.00,0.00
Wolverhampton Wanderers,Matt,Doherty,M,1,90,0,0,1.00,0.00,0.23,0.00
Wolverhampton Wanderers,Ruben,Neves,M,1,90,0,0,0.00,1.00,0.00,0.23
Wolverhampton Wanderers,Diogo,Jota,S,1,11,0,0,16.36,0.00,0.70,0.00
Wolverhampton Wanderers,Morgan,Gibbs-White,S,1,1,0,0,0.00,0.00,0.00,0.00
Wolverhampton Wanderers,Leander,Dendoncker,D,1,90,0,0,0.00,0.00,0.00,0.00
Sheffield United,Muhamed,Besic,M,1,79,0,0,0.00,0.00,0.00,0.00
Sheffield United,Oliver,McBurnie,F,1,90,0,0,1.00,0.00,0.59,0.00
Sheffield United,Lys,Mousset,S,1,30,0,0,3.00,0.00,0.10,0.00
Sheffield United,Callum,Robinson,S,1,11,0,0,0.00,0.00,0.00,0.00
Sheffield United,Dean,Henderson,GK,1,90,0,0,0.00,0.00,0.00,0.00
Sheffield United,John,Egan,D,1,90,0,0,1.00,0.00,0.09,0.00
Sheffield United,Chris,Basham,D,1,79,0,0,1.14,1.14,0.01,0.09
Sheffield United,Jack,O'Connell,D,1,90,0,0,0.00,0.00,0.00,0.00
Sheffield United,George,Baldock,M,1,90,0,0,0.00,1.00,0.00,0.01
Sheffield United,Enda,Stevens,M,1,90,0,0,0.00,1.00,0.00,0.59
Sheffield United,John,Lundstram,S,1,11,0,0,0.00,0.00,0.00,0.00
Sheffield United,John,Fleck,M,1,90,0,0,0.00,0.00,0.00,0.00
Sheffield United,Oliver,Norwood,M,1,90,0,0,0.00,0.00,0.00,0.00
Sheffield United,Billy,Sharp,F,1,60,0,0,0.00,0.00,0.00,0.00
Burnley,Jay,Rodriguez,F,1,90,1,0,1.00,0.00,0.06,0.00
Burnley,Chris,Wood,F,1,90,1,1,2.00,1.00,0.52,0.06
Burnley,Ashley,Westwood,M,1,90,0,0,0.00,0.00,0.00,0.00
Burnley,Jack,Cork,M,1,90,0,0,1.00,0.00,0.09,0.00
Burnley,Matthew,Lowton,D,1,90,0,0,0.00,0.00,0.00,0.00
Burnley,Ben,Mee,D,1,90,0,1,0.00,2.00,0.00,0.52
Burnley,James,Tarkowski,D,1,90,0,0,0.00,1.00,0.00,0.09
Burnley,Jeff,Hendrick,M,1,90,0,0,0.00,0.00,0.00,0.00
Burnley,Nick,Pope,GK,1,90,0,0,0.00,0.00,0.00,0.00
Burnley,Charlie,Taylor,D,1,90,0,0,0.00,0.00,0.00,0.00
Burnley,Dwight,McNeil,M,1,90,0,0,1.00,0.00,0.05,0.00
Arsenal,Hector,Bellerin,D,1,90,1,0,1.00,0.00,0.04,0.00
Arsenal,Gabriel,Martinelli,M,1,90,1,0,1.00,0.00,0.53,0.00
Arsenal,Bernd,Leno,GK,1,90,0,0,0.00,0.00,0.00,0.00
Arsenal,Granit,Xhaka,M,1,90,0,0,0.00,0.00,0.00,0.00
Arsenal,Mesut,Ozil,M,1,57,0,0,0.00,0.00,0.00,0.00
Arsenal,Lucas,Torreira,M,1,90,0,1,0.00,1.00,0.00,0.04
Arsenal,David,Luiz,D,1,25,0,0,0.00,0.00,0.00,0.00
Arsenal,Shkodran,Mustafi,D,1,90,0,1,0.00,1.00,0.00,0.53
Arsenal,Rob,Holding,S,1,7,0,0,0.00,0.00,0.00,0.00
Arsenal,Alexandre,Lacazette,F,1,90,0,0,0.00,0.00,0.00,0.00
Arsenal,Nicolas,Pepe,M,1,83,0,0,0.00,0.00,0.00,0.00
Arsenal,Matteo,Guendouzi,S,1,33,0,0,0.00,0.00,0.00,0.00
Arsenal,Joe,Willock,S,1,1,0,0,0.00,0.00,0.00,0.00
Arsenal,Bukayo,Saka,D,1,90,0,0,0.00,0.00,0.00,0.00
Everton,Moise,Kean,F,1,72,1,0,3.75,0.00,0.46,0.00
Everton,Dominic,Calvert-Lewin,F,1,90,1,0,4.00,3.00,0.59,0.15
Everton,Theo,Walcott,M,1,89,0,0,2.02,3.03,0.08,0.72
Everton,Morgan,Schneiderlin,M,1,90,0,0,0.00,1.00,0.00,0.03
Everton,Seamus,Coleman,S,1,18,0,0,0.00,0.00,0.00,0.00
Everton,Oumar,Niasse,S,1,1,0,0,0.00,0.00,0.00,0.00
Everton,Jordan,Pickford,GK,1,90,0,0,0.00,0.00,0.00,0.00
Everton,Fabian,Delph,M,1,90,0,0,0.00,0.00,0.00,0.00
Everton,Mason,Holgate,D,1,90,0,0,1.00,0.00,0.03,0.00
Everton,Tom,Davies,S,1,6,0,0,0.00,0.00,0.00,0.00
Everton,Lucas,Digne,D,1,90,0,1,2.00,2.00,0.09,0.49
Everton,Djibril,Sidibe,D,1,90,0,0,1.00,1.00,0.01,0.06
Everton,Yerry,Mina,D,1,90,0,0,1.00,0.00,0.37,0.00
Everton,Bernard,,M,1,84,0,1,3.21,2.14,0.42,0.42
Crystal Palace,Max,Meyer,S,1,25,0,0,0.00,0.00,0.00,0.00
Crystal Palace,Joel,Ward,S,1,25,0,0,0.00,0.00,0.00,0.00
Crystal Palace,Connor,Wickham,S,1,18,0,0,5.00,5.00,0.06,0.06
Crystal Palace,Wilfried,Zaha,M,1,90,0,0,0.00,1.00,0.00,0.06
Crystal Palace,Martin,Kelly,D,1,65,0,0,0.00,0.00,0.00,0.00
Crystal Palace,James,Tomkins,D,1,90,0,0,0.00,0.00,0.00,0.00
Crystal Palace,Cheikhou,Kouyate,M,1,65,0,0,0.00,1.38,0.00,0.06
Crystal Palace,James,McCarthy,M,1,90,0,0,1.00,0.00,0.06,0.00
Crystal Palace,James,McArthur,M,1,90,0,0,1.00,0.00,0.06,0.00
Crystal Palace,Jordan,Ayew,M,1,90,0,0,1.00,1.00,0.11,0.33
Crystal Palace,Gary,Cahill,D,1,90,0,0,0.00,0.00,0.00,0.00
Crystal Palace,Vicente,Guaita,GK,1,90,0,0,0.00,0.00,0.00,0.00
Crystal Palace,Jairo,Riedewald,D,1,90,0,0,0.00,1.00,0.00,0.11
Crystal Palace,Cenk,Tosun,F,1,72,0,0,2.50,0.00,0.39,0.00
Southampton,Nathan,Redmond,M,1,90,1,1,2.00,4.00,0.16,0.11
Southampton,Stuart,Armstrong,M,1,90,1,0,6.00,1.00,0.26,0.05
Southampton,Jannik,Vestergaard,D,1,90,0,0,1.00,0.00,0.14,0.00
Southampton,Pierre-Emile,Hjbjerg,M,1,90,0,0,2.00,1.00,0.03,0.10
Southampton,Alex,McCarthy,GK,1,90,0,0,0.00,0.00,0.00,0.00
Southampton,Ryan,Bertrand,D,1,90,0,0,1.00,1.00,0.03,0.11
Southampton,Shane,Long,F,1,73,0,0,2.47,1.23,0.47,0.14
Southampton,Oriol,Romeu,S,1,70,0,0,0.00,2.57,0.00,0.04
Southampton,James,Ward-Prowse,M,1,90,0,0,0.00,1.00,0.00,0.02
Southampton,Cedric,Soares,D,1,20,0,0,0.00,0.00,0.00,0.00
Southampton,Danny,Ings,S,1,17,0,0,0.00,0.00,0.00,0.00
Southampton,Jack,Stephens,D,1,90,0,1,0.00,1.00,0.00,0.06
Southampton,Michael,Obafemi,F,1,87,0,0,1.03,3.10,0.05,0.50
Southampton,Che,Adams,S,1,3,0,0,0.00,30.00,0.00,0.01
Newcastle United,Florian,Lejeune,S,1,19,2,0,9.47,0.00,0.33,0.00
Newcastle United,Fabian,Schar,S,1,11,0,0,16.36,0.00,0.05,0.00
Newcastle United,Joelinton,,F,1,79,0,0,1.14,0.00,0.07,0.00
Newcastle United,Matt,Ritchie,D,1,90,0,0,0.00,1.00,0.00,0.01
Newcastle United,Federico,Fernandez,D,1,90,0,0,2.00,0.00,0.06,0.00
Newcastle United,Jamaal,Lascelles,D,1,90,0,0,0.00,0.00,0.00,0.00
Newcastle United,Ciaran,Clark,D,1,71,0,0,0.00,0.00,0.00,0.00
Newcastle United,Emil,Krafth,S,1,27,0,0,0.00,0.00,0.00,0.00
Newcastle United,Christian,Atsu,M,1,63,0,0,0.00,0.00,0.00,0.00
Newcastle United,Isaac,Hayden,D,1,90,0,0,1.00,2.00,0.09,0.12
Newcastle United,Martin,Dubravka,GK,1,90,0,0,0.00,0.00,0.00,0.00
Newcastle United,Sean,Longstaff,M,1,90,0,0,1.00,0.00,0.02,0.00
Newcastle United,Miguel,Almiron,M,1,90,0,0,0.00,0.00,0.00,0.00
Newcastle United,Matthew,Longstaff,M,1,90,0,0,0.00,0.00,0.00,0.00
Brighton,Aaron,Mooy,M,1,90,1,0,4.00,5.00,0.16,0.80
Brighton,Pascal,Gro,F,1,61,0,0,2.95,1.48,0.07,0.04
Brighton,Mat,Ryan,GK,1,90,0,0,0.00,0.00,0.00,0.00
Brighton,Neal,Maupay,F,1,90,0,0,8.00,2.00,1.30,0.04
Brighton,Bernardo,,D,1,61,0,0,2.95,0.00,0.08,0.00
Brighton,Lewis,Dunk,D,1,90,0,0,2.00,0.00,0.36,0.00
Brighton,Solly,March,S,1,29,0,0,0.00,0.00,0.00,0.00
Brighton,Davy,Propper,M,1,90,0,0,0.00,2.00,0.00,0.08
Brighton,Dale,Stephens,M,1,90,0,0,0.00,0.00,0.00,0.00
Brighton,Alireza,Jahanbakhsh,M,1,61,0,0,2.95,1.48,0.07,0.02
Brighton,Leandro,Trossard,S,1,29,0,0,3.10,0.00,0.03,0.00
Brighton,Adam,Webster,D,1,90,0,0,0.00,0.00,0.00,0.00
Brighton,Aaron,Connolly,S,1,29,0,0,0.00,0.00,0.00,0.00
Brighton,Steven,Alzate,D,1,90,0,0,0.00,2.00,0.00,0.08
West Ham,Mark,Noble,M,2,180,1,0,1.00,0.00,0.78,0.00
West Ham,Angelo,Ogbonna,D,2,180,0,0,0.50,0.00,0.56,0.00
West Ham,Michail,Antonio,S,1,39,0,0,4.62,0.00,0.23,0.00
West Ham,Aaron,Cresswell,D,2,180,0,0,0.50,0.50,0.02,0.07
West Ham,Manuel,Lanzini,F M,2,161,0,0,0.56,0.56,0.06,0.07
West Ham,Darren,Randolph,GK,1,90,0,0,0.00,0.00,0.00,0.00
West Ham,Pablo,Zabaleta,D,1,90,0,0,0.00,0.00,0.00,0.00
West Ham,Lukasz,Fabianski,GK,1,90,0,0,0.00,0.00,0.00,0.00
West Ham,Robert,Snodgrass,M,2,141,0,0,1.28,1.28,0.15,0.58
West Ham,Arthur,Masuaku,D,2,141,0,0,0.00,0.00,0.00,0.00
West Ham,Pablo,Fornals,S,2,58,0,0,1.55,0.00,0.07,0.00
West Ham,Issa,Diop,D,2,180,0,0,0.00,0.00,0.00,0.00
West Ham,Declan,Rice,M,2,180,0,0,1.50,0.50,0.16,0.06
West Ham,Sebastien,Haller,F,2,180,0,0,0.00,1.50,0.00,0.20
West Ham,Jeremy,Ngakia,D,1,90,0,0,0.00,0.00,0.00,0.00
Watford,Troy,Deeney,F,1,90,1,0,3.00,1.00,1.31,0.04
Watford,Adrian,Mariappa,D,1,90,0,0,0.00,1.00,0.00,0.08
Watford,Etienne,Capoue,M,1,90,0,0,0.00,0.00,0.00,0.00
Watford,Craig,Cathcart,D,1,90,0,0,0.00,0.00,0.00,0.00
Watford,Gerard,Deulofeu,M,1,90,0,1,4.00,1.00,0.47,0.58
Watford,Ben,Foster,GK,1,90,0,0,0.00,0.00,0.00,0.00
Watford,Craig,Dawson,D,1,90,0,0,0.00,0.00,0.00,0.00
Watford,Adam,Masina,D,1,90,0,0,0.00,1.00,0.00,0.04
Watford,Andre,Gray,S,1,7,0,0,0.00,0.00,0.00,0.00
Watford,Nathaniel,Chalobah,M,1,77,0,0,0.00,0.00,0.00,0.00
Watford,Roberto,Pereyra,M,1,83,0,0,1.08,1.08,0.06,0.05
Watford,Christian,Kabasele,S,1,1,0,0,0.00,0.00,0.00,0.00
Watford,Abdoulaye,Doucoure,M,1,90,0,0,0.00,1.00,0.00,0.33
Watford,Ignacio,Pussetto,S,1,13,0,0,0.00,0.00,0.00,0.00
Bournemouth,Callum,Wilson,F,1,90,1,0,1.00,2.00,0.90,0.13
Bournemouth,Harry,Wilson,M,1,90,1,0,4.00,1.00,0.28,0.02
Bournemouth,Simon,Francis,D,1,90,0,0,0.00,0.00,0.00,0.00
Bournemouth,Dan,Gosling,S,1,4,0,0,0.00,0.00,0.00,0.00
Bournemouth,Nathan,Ake,D,1,90,0,0,1.00,0.00,0.08,0.00
Bournemouth,Adam,Smith,D,1,90,0,0,0.00,0.00,0.00,0.00
Bournemouth,Dominic,Solanke,M,1,86,0,1,1.05,2.09,0.11,0.20
Bournemouth,Ryan,Fraser,M,1,90,0,0,1.00,2.00,0.02,0.46
Bournemouth,Lewis,Cook,S,1,1,0,0,0.00,0.00,0.00,0.00
Bournemouth,Jefferson,Lerma,M,1,90,0,0,1.00,0.00,0.03,0.00
Bournemouth,Diego,Rico,D,1,90,0,0,1.00,0.00,0.11,0.00
Bournemouth,Aaron,Ramsdale,GK,1,90,0,0,0.00,0.00,0.00,0.00
Bournemouth,Philip,Billing,M,1,90,0,0,1.00,2.00,0.40,0.14
Aston Villa,Tyrone,Mings,D,1,90,1,0,2.00,1.00,0.10,0.07
Aston Villa,Douglas,Luiz,S,1,32,1,0,2.81,0.00,0.47,0.00
Aston Villa,Jack,Grealish,F,1,90,0,0,1.00,4.00,0.08,0.21
Aston Villa,Daniel,Drinkwater,M,1,58,0,0,0.00,0.00,0.00,0.00
Aston Villa,Matt,Targett,M,1,90,0,0,3.00,2.00,0.13,0.03
Aston Villa,Jose,Reina,GK,1,90,0,0,0.00,0.00,0.00,0.00
Aston Villa,Frederic,Guilbert,M,1,90,0,0,0.00,1.00,0.00,0.04
Aston Villa,Anwar,El Ghazi,F,1,90,0,0,1.00,3.00,0.03,0.11
Aston Villa,Kortney,Hause,D,1,90,0,0,2.00,0.00,0.07,0.00
Aston Villa,Trezeguet,,F,1,79,0,0,2.28,2.28,0.10,0.08
Aston Villa,Ezri,Konsa Ngoyo,D,1,90,0,1,3.00,1.00,0.10,0.09
Aston Villa,Marvelous,Nakamba,M,1,90,0,0,1.00,0.00,0.01,0.00
Aston Villa,Indiana,Vassilev,S,1,11,0,0,0.00,0.00,0.00,0.00
Norwich,Teemu,Pukki,F,1,90,1,0,4.00,3.00,0.93,0.12
Norwich,Lukas,Rupp,M,1,87,0,0,2.07,1.03,0.10,0.06
Norwich,Josip,Drmic,S,1,3,0,0,0.00,0.00,0.00,0.00
Norwich,Alexander,Tettey,M,1,83,0,0,1.08,1.08,0.02,0.04
Norwich,Sam,Byram,D,1,90,0,0,0.00,2.00,0.00,0.14
Norwich,Tim,Krul,GK,1,90,0,0,0.00,0.00,0.00,0.00
Norwich,Ondrej,Duda,M,1,90,0,0,0.00,2.00,0.00,0.09
Norwich,Max,Aarons,D,1,90,0,0,0.00,0.00,0.00,0.00
Norwich,Grant,Hanley,D,1,90,0,0,0.00,0.00,0.00,0.00
Norwich,Kenny,McLean,M,1,90,0,0,0.00,0.00,0.00,0.00
Norwich,Marco,Stiepermann,S,1,1,0,0,0.00,0.00,0.00,0.00
