Team,First Name,Last Name,Pos,Apps,Min,G,A,Sh90,KP90,xG,xA
Liverpool,Georginio,Wijnaldum,M,1,90,1,0,4.00,0.00,0.10,0.00
Liverpool,Joel,Matip,D,1,90,0,0,0.00,0.00,0.00,0.00
Liverpool,Roberto,Firmino,F,1,88,0,0,0.00,1.02,0.00,0.61
Liverpool,Divock,Origi,S,1,25,0,0,3.60,3.60,0.09,0.02
Liverpool,James,Milner,S,1,2,0,0,0.00,0.00,0.00,0.00
Liverpool,Adrian,,GK,1,90,0,0,0.00,0.00,0.00,0.00
Liverpool,Jordan,Henderson,M,1,65,0,0,0.00,0.00,0.00,0.00
Liverpool,Virgil,van Dijk,D,1,90,0,0,0.00,1.00,0.00,0.29
Liverpool,Sadio,Mane,F,1,90,0,0,4.00,0.00,0.97,0.00
Liverpool,Alex,Oxlade-Chamberlain,S,1,1,0,0,0.00,0.00,0.00,0.00
Liverpool,Mohamed,Salah,F,1,90,0,0,4.00,1.00,0.74,0.00
Liverpool,Andrew,Robertson,D,1,90,0,0,1.00,1.00,0.01,0.09
Liverpool,Trent,Alexander-Arnold,D,1,90,0,0,1.00,0.00,0.04,0.00
Liverpool,Fabinho,,M,1,90,0,0,1.00,1.00,0.02,0.16
Manchester City,Raheem,Sterling,F,1,90,1,0,4.00,4.00,0.74,0.36
Manchester City,Riyad,Mahrez,F,1,90,1,0,5.00,5.00,0.38,1.44
Manchester City,Gabriel,Jesus,F,1,72,1,0,5.00,0.00,0.80,0.00
Manchester City,Ilkay,Gundogan,M,1,90,0,0,3.00,0.00,0.95,0.00
Manchester City,Kevin,De Bruyne,M,1,86,0,1,2.09,2.09,0.13,0.70
Manchester City,Nicolas,Otamendi,D,1,90,0,0,0.00,1.00,0.00,0.01
Manchester City,Fernandinho,,D,1,90,0,0,0.00,1.00,0.00,0.04
Manchester City,David,Silva,S,1,1,0,0,0.00,0.00,0.00,0.00
Manchester City,Sergio,Aguero,S,1,18,0,0,10.00,0.00,0.11,0.00
Manchester City,Kyle,Walker,D,1,90,0,0,0.00,1.00,0.00,0.11
Manchester City,Rodri,,M,1,90,0,0,0.00,2.00,0.00,0.09
Manchester City,Oleksandr,Zinchenko,D,1,90,0,0,0.00,1.00,0.00,0.09
Manchester City,Bernardo,Silva,S,1,4,0,0,0.00,0.00,0.00,0.00
