Team,First Name,Last Name,Pos,Apps,Min,G,A,Sh90,KP90,xG,xA
Liverpool,Divock,Origi,F,1,77,1,0,1.17,2.34,0.26,0.18
Liverpool,Virgil,van Dijk,D,1,90,1,0,1.00,0.00,0.11,0.00
Liverpool,Mohamed,Salah,F,1,90,1,1,2.00,3.00,0.44,0.31
Liverpool,Roberto,Firmino,F,1,89,0,1,4.04,1.01,0.94,0.37
Liverpool,James,Milner,S,1,1,0,0,0.00,0.00,0.00,0.00
Liverpool,Adrian, ,S,1,52,0,0,0.00,0.00,0.00,0.00
Liverpool,Jordan,Henderson,M,1,90,0,0,2.00,0.00,0.23,0.00
Liverpool,Georginio,Wijnaldum,M,1,90,0,0,0.00,0.00,0.00,0.00
Liverpool,Sadio,Mane,S,1,13,0,0,0.00,0.00,0.00,0.00
Liverpool,Joseph,Gomez,D,1,90,0,0,0.00,1.00,0.00,0.02
Liverpool,Alisson, ,GK,1,38,0,0,0.00,0.00,0.00,0.00
Liverpool,Andrew,Robertson,D,1,90,0,0,2.00,1.00,0.07,0.05
Liverpool,Trent,Alexander-Arnold,D,1,90,0,1,2.00,3.00,0.18,1.06
Liverpool,Fabinho, ,M,1,90,0,0,1.00,1.00,0.01,0.08
Manchester City,Raheem,Sterling,F,1,90,3,0,4.00,0.00,1.59,0.00
Manchester City,Sergio,Aguero,S,1,20,1,0,4.50,0.00,0.76,0.00
Manchester City,Gabriel,Jesus,F,1,70,1,0,2.57,0.00,0.21,0.00
Manchester City,Ilkay,Gundogan,S,1,10,0,0,0.00,0.00,0.00,0.00
Manchester City,Kevin,De Bruyne,M,1,80,0,1,1.13,3.38,0.05,0.83
Manchester City,John,Stones,D,1,90,0,0,0.00,0.00,0.00,0.00
Manchester City,David,Silva,M,1,81,0,0,1.11,2.22,0.03,0.13
Manchester City,Kyle,Walker,D,1,90,0,1,1.00,2.00,0.04,0.17
Manchester City,Riyad,Mahrez,F,1,90,0,2,3.00,4.00,0.43,1.19
Manchester City,Rodri, ,M,1,90,0,0,0.00,0.00,0.00,0.00
Manchester City,Aymeric,Laporte,D,1,90,0,0,0.00,0.00,0.00,0.00
Manchester City,Oleksandr,Zinchenko,D,1,90,0,0,1.00,1.00,0.08,0.04
Manchester City,Ederson, ,GK,1,90,0,0,0.00,0.00,0.00,0.00
Manchester City,Phil,Foden,S,1,9,0,0,0.00,0.00,0.00,0.00
Leicester,Kasper,Schmeichel,GK,1,90,0,0,0.00,0.00,0.00,0.00
Leicester,Marc,Albrighton,S,1,13,0,0,13.85,6.92,0.08,0.03
Leicester,Jamie,Vardy,F,1,90,0,0,0.00,0.00,0.00,0.00
Leicester,Ayoze,Perez,M,1,77,0,0,1.17,0.00,0.06,0.00
Leicester,Ben,Chilwell,D,1,90,0,0,1.00,1.00,0.02,0.11
Leicester,Jonny,Evans,D,1,90,0,0,1.00,0.00,0.11,0.00
Leicester,Ricardo,Pereira,D,1,90,0,0,1.00,2.00,0.01,0.04
Leicester,Caglar,Soyuncu,D,1,90,0,0,0.00,0.00,0.00,0.00
Leicester,Wilfred,Ndidi,M,1,90,0,0,1.00,1.00,0.03,0.02
Leicester,Youri,Tielemans,M,1,90,0,0,3.00,3.00,0.07,0.05
Leicester,Hamza,Choudhury,M,1,62,0,0,1.45,1.45,0.04,0.04
Leicester,Harvey,Barnes,S,1,28,0,0,3.21,0.00,0.02,0.00
Leicester,James,Maddison,M,1,90,0,0,4.00,2.00,0.10,0.09
Chelsea,Andreas,Christensen,D,1,90,0,0,0.00,0.00,0.00,0.00
Chelsea,Olivier,Giroud,S,1,22,0,0,0.00,0.00,0.00,0.00
Chelsea,Ross,Barkley,M,1,60,0,0,3.00,1.50,0.09,0.02
Chelsea,Cesar,Azpilicueta,D,1,90,0,0,0.00,1.00,0.00,0.02
Chelsea,Pedro, ,M,1,90,0,0,4.00,5.00,0.34,0.16
Chelsea,Tammy,Abraham,F,1,68,0,0,2.65,0.00,0.10,0.00
Chelsea,N'Golo,Kante,S,1,15,0,0,0.00,0.00,0.00,0.00
Chelsea,Kurt,Zouma,D,1,90,0,0,2.00,0.00,0.07,0.00
Chelsea,Emerson, ,D,1,90,0,0,4.00,1.00,0.37,0.28
Chelsea,Jorginho, ,M,1,75,0,0,1.20,0.00,0.04,0.00
Chelsea,Mateo,Kovacic,M,1,90,0,0,0.00,2.00,0.00,0.06
Chelsea,Christian,Pulisic,S,1,30,0,0,3.00,3.00,0.05,0.04
Chelsea,Kepa, ,GK,1,90,0,0,0.00,0.00,0.00,0.00
Chelsea,Mason,Mount,M,1,90,0,0,2.00,4.00,0.05,0.18
Manchester United,Marcus,Rashford,M,1,88,2,0,4.09,0.00,1.30,0.00
Manchester United,Anthony,Martial,F,1,90,1,0,4.00,1.00,0.77,0.06
Manchester United,Daniel,James,S,1,14,1,0,6.43,0.00,0.13,0.00
Manchester United,David,de Gea,GK,1,90,0,0,0.00,0.00,0.00,0.00
Manchester United,Juan,Mata,S,1,2,0,0,0.00,0.00,0.00,0.00
Manchester United,Jesse,Lingard,M,1,88,0,0,0.00,1.02,0.00,0.03
Manchester United,Andreas,Pereira,M,1,76,0,1,0.00,1.18,0.00,0.61
Manchester United,Luke,Shaw,D,1,90,0,0,0.00,0.00,0.00,0.00
Manchester United,Harry,Maguire,D,1,90,0,0,0.00,1.00,0.00,0.06
Manchester United,Paul,Pogba,M,1,90,0,2,1.00,4.00,0.06,0.70
Manchester United,Scott,McTominay,M,1,90,0,0,0.00,0.00,0.00,0.00
Manchester United,Aaron,Wan-Bissaka,D,1,90,0,0,0.00,1.00,0.00,0.12
Manchester United,Victor,Lindelof,D,1,90,0,0,0.00,0.00,0.00,0.00
Manchester United,Mason,Greenwood,S,1,2,0,0,45.00,0.00,0.12,0.00
Wolverhampton Wanderers,Ryan,Bennett,D,1,90,0,0,1.00,0.00,0.02,0.00
Wolverhampton Wanderers,Jonny, ,M,1,90,0,0,0.00,1.00,0.00,0.04
Wolverhampton Wanderers,Joao,Moutinho,M,1,90,0,0,0.00,2.00,0.00,0.13
Wolverhampton Wanderers,Romain,Saiss,S,1,8,0,0,0.00,0.00,0.00,0.00
Wolverhampton Wanderers,Raul,Jimenez,F,1,90,0,0,2.00,1.00,0.22,0.30
Wolverhampton Wanderers,Patrick,Cutrone,S,1,13,0,0,0.00,0.00,0.00,0.00
Wolverhampton Wanderers,Rui,Patricio,GK,1,90,0,0,0.00,0.00,0.00,0.00
Wolverhampton Wanderers,Willy,Boly,D,1,90,0,0,0.00,0.00,0.00,0.00
Wolverhampton Wanderers,Conor,Coady,D,1,90,0,0,0.00,0.00,0.00,0.00
Wolverhampton Wanderers,Matt,Doherty,M,1,90,0,0,0.00,0.00,0.00,0.00
Wolverhampton Wanderers,Ruben,Neves,M,1,82,0,0,0.00,1.10,0.00,0.17
Wolverhampton Wanderers,Diogo,Jota,F,1,77,0,0,3.51,1.17,0.42,0.06
Wolverhampton Wanderers,Leander,Dendoncker,M,1,90,0,0,2.00,2.00,0.16,0.11
Sheffield United,Billy,Sharp,S,1,7,1,0,12.86,0.00,0.77,0.00
Sheffield United,Oliver,McBurnie,S,1,26,0,0,3.46,0.00,0.54,0.00
Sheffield United,Callum,Robinson,F,1,90,0,0,2.00,0.00,0.10,0.00
Sheffield United,Dean,Henderson,GK,1,90,0,0,0.00,0.00,0.00,0.00
Sheffield United,John,Egan,D,1,90,0,0,0.00,0.00,0.00,0.00
Sheffield United,Chris,Basham,D,1,83,0,0,0.00,0.00,0.00,0.00
Sheffield United,Jack,O'Connell,D,1,90,0,0,0.00,0.00,0.00,0.00
Sheffield United,George,Baldock,M,1,90,0,0,1.00,0.00,0.02,0.00
Sheffield United,Enda,Stevens,M,1,90,0,0,0.00,0.00,0.00,0.00
Sheffield United,John,Lundstram,M,1,79,0,0,1.14,2.28,0.02,0.56
Sheffield United,John,Fleck,M,1,90,0,0,0.00,2.00,0.00,0.04
Sheffield United,Oliver,Norwood,M,1,90,0,0,0.00,1.00,0.00,0.08
Sheffield United,David,McGoldrick,F,1,64,0,0,2.81,0.00,0.56,0.00
Sheffield United,Luke,Freeman,S,1,11,0,0,0.00,0.00,0.00,0.00
Burnley,Ashley,Barnes,F,1,87,2,0,4.14,0.00,0.72,0.00
Burnley,Johann,Berg Gudmundsson,M,1,90,1,0,2.00,2.00,0.11,0.04
Burnley,Aaron,Lennon,S,1,3,0,0,0.00,0.00,0.00,0.00
Burnley,Ashley,Westwood,M,1,90,0,0,0.00,1.00,0.00,0.02
Burnley,Jack,Cork,M,1,90,0,0,0.00,0.00,0.00,0.00
Burnley,Jay,Rodriguez,S,1,3,0,0,0.00,0.00,0.00,0.00
Burnley,Erik,Pieters,D,1,90,0,2,1.00,2.00,0.02,0.55
Burnley,Matthew,Lowton,D,1,90,0,0,0.00,1.00,0.00,0.02
Burnley,Ben,Mee,D,1,90,0,0,0.00,0.00,0.00,0.00
Burnley,James,Tarkowski,D,1,90,0,0,2.00,0.00,0.04,0.00
Burnley,Chris,Wood,F,1,90,0,0,1.00,0.00,0.02,0.00
Burnley,Nick,Pope,GK,1,90,0,0,0.00,1.00,0.00,0.02
Burnley,Dwight,McNeil,M,1,87,0,0,0.00,0.00,0.00,0.00
Arsenal,Pierre-Emerick,Aubameyang,F,1,90,1,0,4.00,0.00,0.71,0.00
Arsenal,Bernd,Leno,GK,1,90,0,0,0.00,0.00,0.00,0.00
Arsenal,Granit,Xhaka,M,1,90,0,0,2.00,2.00,0.04,0.09
Arsenal,Henrikh,Mkhitaryan,M,1,86,0,0,1.05,1.05,0.34,0.15
Arsenal,Sokratis, ,D,1,90,0,0,0.00,0.00,0.00,0.00
Arsenal,Nacho,Monreal,D,1,90,0,0,0.00,1.00,0.00,0.34
Arsenal,Calum,Chambers,D,1,90,0,0,0.00,0.00,0.00,0.00
Arsenal,Ainsley,Maitland-Niles,D,1,90,0,1,0.00,1.00,0.00,0.44
Arsenal,Dani,Ceballos,S,1,24,0,0,0.00,0.00,0.00,0.00
Arsenal,Nicolas,Pepe,S,1,17,0,0,0.00,0.00,0.00,0.00
Arsenal,Matteo,Guendouzi,M,1,90,0,0,0.00,1.00,0.00,0.08
Arsenal,Reiss,Nelson,M,1,73,0,0,0.00,2.47,0.00,0.04
Arsenal,Joe,Willock,M,1,66,0,0,1.36,0.00,0.04,0.00
Arsenal,Gabriel,Martinelli,S,1,4,0,0,0.00,0.00,0.00,0.00
Everton,Morgan,Schneiderlin,M,1,79,0,0,0.00,1.14,0.00,0.04
Everton,Seamus,Coleman,D,1,90,0,0,1.00,0.00,0.42,0.00
Everton,Gylfi,Sigurdsson,M,1,82,0,0,4.39,1.10,0.57,0.07
Everton,Jordan,Pickford,GK,1,90,0,0,0.00,0.00,0.00,0.00
Everton,Tom,Davies,S,1,8,0,0,0.00,0.00,0.00,0.00
Everton,Moise,Kean,S,1,18,0,0,0.00,0.00,0.00,0.00
Everton,Michael,Keane,D,1,90,0,0,0.00,0.00,0.00,0.00
Everton,Lucas,Digne,D,1,90,0,0,1.00,1.00,0.04,0.14
Everton,Andre,Gomes,M,1,45,0,0,0.00,2.00,0.00,0.04
Everton,Jean-Philippe,Gbamin,S,1,45,0,0,0.00,0.00,0.00,0.00
Everton,Dominic,Calvert-Lewin,F,1,72,0,0,1.25,1.25,0.06,0.02
Everton,Richarlison, ,M,1,90,0,0,3.00,1.00,0.15,0.02
Everton,Yerry,Mina,D,1,90,0,0,0.00,0.00,0.00,0.00
Everton,Bernard, ,M,1,90,0,0,0.00,1.00,0.00,0.06
Crystal Palace,Max,Meyer,M,1,90,0,0,3.00,0.00,0.23,0.00
