Team,First Name,Last Name,Pos,Apps,Min,G,A,Sh90,KP90,xG,xA
Liverpool,Virgil,van Dijk,D,1,90,2,0,2.00,0.00,0.07,0.00
Liverpool,Roberto,Firmino,F,1,77,0,0,2.34,0.00,0.21,0.00
Liverpool,Divock,Origi,S,1,13,0,0,0.00,0.00,0.00,0.00
Liverpool,Adam,Lallana,S,1,20,0,0,0.00,0.00,0.00,0.00
Liverpool,Adrian,,S,1,11,0,0,0.00,0.00,0.00,0.00
Liverpool,Dejan,Lovren,D,1,90,0,0,0.00,0.00,0.00,0.00
Liverpool,Jordan,Henderson,M,1,90,0,0,0.00,0.00,0.00,0.00
Liverpool,Georginio,Wijnaldum,M,1,90,0,0,1.00,1.00,0.02,0.14
Liverpool,Sadio,Mane,F,1,90,0,0,2.00,3.00,0.50,0.31
Liverpool,Alex,Oxlade-Chamberlain,M,1,79,0,0,4.56,1.14,0.30,0.05
Liverpool,Mohamed,Salah,F,1,70,0,0,2.57,1.29,0.22,0.13
Liverpool,Alisson,,GK,1,77,0,0,0.00,0.00,0.00,0.00
Liverpool,Andrew,Robertson,D,1,90,0,0,1.00,0.00,0.02,0.00
Liverpool,Trent,Alexander-Arnold,D,1,90,0,2,1.00,2.00,0.05,0.07
Manchester City,Kevin,De Bruyne,M,1,90,1,0,6.00,6.00,0.26,0.51
Manchester City,Raheem,Sterling,F,1,90,1,0,4.00,2.00,0.77,0.15
Manchester City,Ilkay,Gundogan,M,1,90,0,0,1.00,1.00,0.02,0.02
Manchester City,John,Stones,D,1,90,0,0,1.00,0.00,0.02,0.00
Manchester City,Fernandinho,,D,1,90,0,0,2.00,0.00,0.08,0.00
Manchester City,David,Silva,M,1,72,0,1,2.50,3.75,0.04,0.53
Manchester City,Kyle,Walker,D,1,90,0,0,1.00,1.00,0.02,0.02
Manchester City,Riyad,Mahrez,F,1,71,0,0,0.00,0.00,0.00,0.00
Manchester City,Rodri,,S,1,4,0,0,0.00,0.00,0.00,0.00
Manchester City,Benjamin,Mendy,D,1,90,0,0,1.00,1.00,0.02,0.03
Manchester City,Bernardo,Silva,S,1,19,0,0,4.74,0.00,0.36,0.00
Manchester City,Gabriel,Jesus,F,1,86,0,0,5.23,1.05,0.90,0.02
Manchester City,Ederson,,GK,1,90,0,0,0.00,0.00,0.00,0.00
Manchester City,Phil,Foden,S,1,18,0,0,0.00,5.00,0.00,0.03
Leicester,Kelechi,Iheanacho,S,1,26,1,1,10.38,3.46,0.72,0.52
Leicester,Jamie,Vardy,F,1,90,1,0,4.00,1.00,1.06,0.10
Leicester,Kasper,Schmeichel,GK,1,90,0,0,0.00,0.00,0.00,0.00
Leicester,Marc,Albrighton,S,1,6,0,0,0.00,0.00,0.00,0.00
Leicester,Ayoze,Perez,M,1,64,0,0,4.22,0.00,0.23,0.00
Leicester,Ben,Chilwell,D,1,90,0,0,0.00,2.00,0.00,0.13
Leicester,Jonny,Evans,D,1,90,0,0,0.00,0.00,0.00,0.00
Leicester,Ricardo,Pereira,D,1,90,0,1,1.00,2.00,0.06,0.61
Leicester,Caglar,Soyuncu,D,1,90,0,0,0.00,0.00,0.00,0.00
Leicester,Wilfred,Ndidi,M,1,90,0,0,1.00,4.00,0.02,0.24
Leicester,Youri,Tielemans,M,1,90,0,0,2.00,1.00,0.06,0.40
Leicester,Harvey,Barnes,M,1,84,0,0,0.00,0.00,0.00,0.00
Leicester,James,Maddison,M,1,90,0,0,2.00,1.00,0.14,0.02
Chelsea,Olivier,Giroud,F,1,73,0,0,2.47,0.00,0.59,0.00
Chelsea,Pedro,,M,1,65,0,0,2.77,1.38,0.18,0.36
Chelsea,Willian,,S,1,25,0,0,0.00,0.00,0.00,0.00
Chelsea,Fikayo,Tomori,D,1,90,0,0,1.00,0.00,0.18,0.00
Chelsea,N'Golo,Kante,S,1,25,0,0,0.00,7.20,0.00,0.26
Chelsea,Kurt,Zouma,D,1,90,0,0,2.00,0.00,0.52,0.00
Chelsea,Emerson,,D,1,90,0,0,1.00,3.00,0.02,0.55
Chelsea,Jorginho,,M,1,65,0,0,0.00,0.00,0.00,0.00
Chelsea,Mateo,Kovacic,M,1,90,0,0,1.00,1.00,0.02,0.02
Chelsea,Christian,Pulisic,M,1,90,0,0,5.00,2.00,1.10,0.05
Chelsea,Kepa,,GK,1,90,0,0,0.00,0.00,0.00,0.00
Chelsea,Callum,Hudson-Odoi,S,1,17,0,0,5.29,0.00,0.02,0.00
Chelsea,Mason,Mount,M,1,90,0,0,3.00,2.00,0.10,0.09
Chelsea,Reece,James,D,1,90,0,0,1.00,0.00,0.02,0.00
Manchester United,Victor,Lindelof,D,1,90,1,0,1.00,0.00,0.05,0.00
Manchester United,David,de Gea,GK,1,90,0,0,0.00,0.00,0.00,0.00
Manchester United,Anthony,Martial,F,1,85,0,0,5.29,0.00,0.81,0.00
Manchester United,Juan,Mata,M,1,77,0,0,0.00,1.17,0.00,0.02
Manchester United,Marcus,Rashford,M,1,90,0,0,2.00,1.00,0.53,0.11
Manchester United,Jesse,Lingard,S,1,13,0,0,6.92,0.00,0.11,0.00
Manchester United,Andreas,Pereira,M,1,90,0,0,1.00,2.00,0.03,0.48
Manchester United,Luke,Shaw,S,1,8,0,0,11.25,0.00,0.10,0.00
Manchester United,Harry,Maguire,D,1,90,0,0,0.00,1.00,0.00,0.03
Manchester United,Aaron,Wan-Bissaka,D,1,90,0,0,1.00,1.00,0.08,0.03
Manchester United,Daniel,James,M,1,90,0,0,1.00,2.00,0.03,0.11
Manchester United,Fred,,M,1,90,0,0,3.00,3.00,0.11,0.23
Manchester United,Mason,Greenwood,S,1,5,0,0,0.00,0.00,0.00,0.00
Manchester United,Brandon,Williams,D,1,82,0,0,0.00,0.00,0.00,0.00
Wolverhampton Wanderers,Matt,Doherty,M,1,90,1,0,1.00,1.00,0.44,0.02
Wolverhampton Wanderers,Adama,Traore,F,1,90,0,0,0.00,1.00,0.00,0.12
Wolverhampton Wanderers,Jonny,,M,1,90,0,0,1.00,1.00,0.02,0.05
Wolverhampton Wanderers,Joao,Moutinho,M,1,90,0,0,1.00,3.00,0.01,0.13
Wolverhampton Wanderers,Raul,Jimenez,F,1,90,0,1,4.00,2.00,0.53,0.46
Wolverhampton Wanderers,Rui,Patricio,GK,1,90,0,0,0.00,0.00,0.00,0.00
Wolverhampton Wanderers,Conor,Coady,D,1,90,0,0,0.00,0.00,0.00,0.00
Wolverhampton Wanderers,Ruben,Neves,M,1,90,0,0,3.00,0.00,0.06,0.00
Wolverhampton Wanderers,Diogo,Jota,F,1,90,0,0,2.00,0.00,0.15,0.00
Wolverhampton Wanderers,Leander,Dendoncker,D,1,90,0,0,1.00,0.00,0.08,0.00
Wolverhampton Wanderers,Max,Kilman,D,1,90,0,0,0.00,0.00,0.00,0.00
Sheffield United,Lys,Mousset,F,1,88,1,0,2.05,2.05,0.38,0.45
Sheffield United,Oliver,McBurnie,S,1,15,0,0,6.00,0.00,0.14,0.00
Sheffield United,Callum,Robinson,S,1,2,0,0,0.00,0.00,0.00,0.00
Sheffield United,Dean,Henderson,GK,1,90,0,0,0.00,0.00,0.00,0.00
Sheffield United,John,Egan,D,1,90,0,0,0.00,0.00,0.00,0.00
Sheffield United,Chris,Basham,D,1,90,0,0,0.00,0.00,0.00,0.00
Sheffield United,Jack,O'Connell,D,1,90,0,0,0.00,0.00,0.00,0.00
Sheffield United,George,Baldock,M,1,90,0,1,0.00,1.00,0.00,0.31
Sheffield United,Enda,Stevens,M,1,90,0,0,1.00,1.00,0.10,0.14
Sheffield United,John,Lundstram,M,1,90,0,0,0.00,0.00,0.00,0.00
Sheffield United,John,Fleck,M,1,90,0,0,1.00,2.00,0.33,0.41
Sheffield United,Oliver,Norwood,M,1,90,0,0,0.00,1.00,0.00,0.06
Sheffield United,David,McGoldrick,F,1,75,0,0,4.80,0.00,0.52,0.00
Sheffield United,Luke,Freeman,S,1,1,0,0,0.00,0.00,0.00,0.00
Burnley,Aaron,Lennon,S,1,10,0,0,0.00,9.00,0.00,0.09
Burnley,Jack,Cork,M,1,90,0,0,2.00,0.00,0.16,0.00
Burnley,Robbie,Brady,M,1,80,0,0,0.00,2.25,0.00,0.03
Burnley,Jay,Rodriguez,S,1,25,0,0,3.60,3.60,0.08,0.02
Burnley,Phil,Bardsley,D,1,90,0,0,0.00,0.00,0.00,0.00
Burnley,Erik,Pieters,S,1,55,0,0,3.27,0.00,0.07,0.00
Burnley,Ben,Mee,D,1,90,0,0,1.00,0.00,0.10,0.00
Burnley,James,Tarkowski,D,1,90,0,0,2.00,0.00,0.12,0.00
Burnley,Jeff,Hendrick,M,1,90,0,0,0.00,3.00,0.00,0.48
Burnley,Ashley,Barnes,F,1,65,0,0,1.38,0.00,0.02,0.00
Burnley,Chris,Wood,F,1,90,0,0,3.00,1.00,1.25,0.02
Burnley,Nick,Pope,GK,1,90,0,0,0.00,0.00,0.00,0.00
Burnley,Charlie,Taylor,D,1,35,0,0,0.00,0.00,0.00,0.00
Burnley,Dwight,McNeil,M,1,90,0,0,3.00,2.00,0.14,0.12
Arsenal,Pierre-Emerick,Aubameyang,M,1,90,2,0,2.00,1.00,1.18,0.13
Arsenal,Bernd,Leno,GK,1,90,0,0,0.00,0.00,0.00,0.00
Arsenal,Granit,Xhaka,M,1,90,0,0,0.00,0.00,0.00,0.00
Arsenal,Sead,Kolasinac,D,1,90,0,0,0.00,1.00,0.00,0.02
Arsenal,Mesut,Ozil,M,1,90,0,0,2.00,4.00,0.19,0.12
Arsenal,Calum,Chambers,D,1,90,0,0,2.00,0.00,0.11,0.00
Arsenal,Lucas,Torreira,S,1,17,0,0,5.29,0.00,0.07,0.00
Arsenal,David,Luiz,D,1,90,0,0,1.00,0.00,0.04,0.00
Arsenal,Shkodran,Mustafi,D,1,90,0,0,2.00,0.00,0.17,0.00
Arsenal,Alexandre,Lacazette,F,1,90,0,0,3.00,1.00,0.15,0.09
Arsenal,Matteo,Guendouzi,M,1,81,0,0,2.22,1.11,0.03,0.02
Arsenal,Joe,Willock,M,1,73,0,0,1.23,0.00,0.09,0.00
Arsenal,Bukayo,Saka,S,1,9,0,0,0.00,0.00,0.00,0.00
Arsenal,Gabriel,Martinelli,S,1,1,0,0,0.00,0.00,0.00,0.00
Everton,Richarlison,,F,1,90,1,0,3.00,3.00,0.78,0.21
Everton,Alex,Iwobi,F,1,80,0,0,0.00,1.13,0.00,0.36
Everton,Morgan,Schneiderlin,S,1,10,0,0,0.00,0.00,0.00,0.00
Everton,Gylfi,Sigurdsson,M,1,90,0,0,1.00,1.00,0.08,0.08
Everton,Jordan,Pickford,GK,1,90,0,0,0.00,0.00,0.00,0.00
Everton,Mason,Holgate,D,1,90,0,0,2.00,0.00,0.13,0.00
Everton,Tom,Davies,M,1,90,0,0,0.00,0.00,0.00,0.00
Everton,Moise,Kean,S,1,10,0,0,18.00,0.00,0.13,0.00
Everton,Michael,Keane,D,1,90,0,0,1.00,0.00,0.03,0.00
Everton,Lucas,Digne,M,1,90,0,0,0.00,4.00,0.00,0.15
Everton,Djibril,Sidibe,M,1,90,0,1,1.00,1.00,0.02,0.36
Everton,Dominic,Calvert-Lewin,F,1,80,0,0,1.13,0.00,0.08,0.00
Everton,Yerry,Mina,D,1,90,0,0,0.00,1.00,0.00,0.08
Crystal Palace,Wilfried,Zaha,M,1,90,1,0,1.00,2.00,0.06,0.13
Crystal Palace,Jeffrey,Schlupp,S,1,18,1,0,5.00,0.00,0.08,0.00
Crystal Palace,Mamadou,Sakho,S,1,28,0,0,0.00,0.00,0.00,0.00
Crystal Palace,Scott,Dann,D,1,62,0,1,0.00,1.45,0.00,0.06
Crystal Palace,Martin,Kelly,D,1,90,0,0,0.00,0.00,0.00,0.00
Crystal Palace,James,Tomkins,D,1,90,0,0,0.00,0.00,0.00,0.00
Crystal Palace,Cheikhou,Kouyate,M,1,90,0,0,2.00,0.00,0.54,0.00
Crystal Palace,Christian,Benteke,S,1,5,0,0,0.00,0.00,0.00,0.00
Crystal Palace,James,McArthur,M,1,90,0,0,1.00,0.00,0.11,0.00
Crystal Palace,Jordan,Ayew,F,1,85,0,0,1.06,0.00,0.11,0.00
Crystal Palace,Patrick,van Aanholt,D,1,90,0,0,0.00,0.00,0.00,0.00
Crystal Palace,Andros,Townsend,M,1,72,0,0,0.00,1.25,0.00,0.52
Crystal Palace,Vicente,Guaita,GK,1,90,0,0,0.00,0.00,0.00,0.00
Crystal Palace,Luka,Milivojevic,M,1,90,0,0,1.00,0.00,0.05,0.00
Southampton,James,Ward-Prowse,M,1,90,1,0,3.00,0.00,0.21,0.00
Southampton,Danny,Ings,F,1,90,1,0,2.00,2.00,0.88,0.67
Southampton,Pierre-Emile,Hjbjerg,M,1,90,0,0,1.00,1.00,0.03,0.02
Southampton,Alex,McCarthy,GK,1,90,0,0,0.00,0.00,0.00,0.00
Southampton,Nathan,Redmond,M,1,59,0,0,3.05,0.00,0.06,0.00
Southampton,Ryan,Bertrand,D,1,90,0,0,0.00,0.00,0.00,0.00
Southampton,Shane,Long,S,1,31,0,0,5.81,0.00,0.78,0.00
