id,fixture_id,stats.minutes,stats.goals_scored,stats.assists,stats.clean_sheets,stats.goals_conceded,stats.own_goals,stats.penalties_saved,stats.penalties_missed,stats.yellow_cards,stats.red_cards,stats.saves,stats.bonus,stats.bps,stats.influence,stats.creativity,stats.threat,stats.ict_index,stats.total_points,stats.in_dreamteam,gw
14,214,90,0,0,0,1,0,0,0,0,0,1,0,11,11.4,0.0,0.0,1.1,2,False,22
27,211,90,0,0,0,6,0,0,0,0,0,5,0,18,33.6,0.0,0.0,3.4,0,False,22
47,215,90,0,0,0,1,0,0,0,0,0,5,0,21,43.6,0.0,0.0,4.4,3,False,22
48,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,22
72,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,22
73,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,22
74,212,90,0,0,0,3,0,0,0,0,0,2,0,9,15.2,0.0,0.0,1.5,1,False,22
93,213,90,0,0,0,3,0,0,0,0,0,5,0,16,32.4,0.0,0.0,3.2,2,False,22
94,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,22
95,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,22
111,213,90,0,0,1,0,0,0,0,0,0,1,0,21,7.6,0.0,0.0,0.8,6,False,22
112,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,22
131,214,90,0,0,0,1,0,0,0,0,0,3,0,13,26.0,0.0,0.0,2.6,3,False,22
132,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,22
148,215,90,0,0,1,0,0,0,0,1,0,2,0,23,19.2,0.0,0.0,1.9,5,False,22
149,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,22
168,216,90,0,0,0,2,0,0,0,0,0,7,1,24,48.8,0.0,0.0,4.9,4,False,22
169,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,22
170,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,22
189,219,90,0,0,1,0,0,0,0,0,0,4,2,30,24.8,0.0,0.0,2.5,9,True,22
190,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,22
212,211,90,0,0,0,1,0,0,0,0,0,0,0,7,2.8,0.0,0.0,0.3,2,False,22
213,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,22
235,217,90,0,0,1,0,0,0,0,0,0,3,0,26,18.0,0.0,0.0,1.8,7,False,22
236,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,22
237,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,22
262,220,90,0,0,0,1,0,0,0,0,0,2,0,12,19.8,0.0,0.0,2.0,2,False,22
