id,fixture_id,stats.minutes,stats.goals_scored,stats.assists,stats.clean_sheets,stats.goals_conceded,stats.own_goals,stats.penalties_saved,stats.penalties_missed,stats.yellow_cards,stats.red_cards,stats.saves,stats.bonus,stats.bps,stats.influence,stats.creativity,stats.threat,stats.ict_index,stats.total_points,stats.in_dreamteam,gw
14,261,90,0,0,0,2,0,0,0,0,0,3,0,14,28.6,0.0,0.0,2.9,2,False,27
27,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,27
47,268,90,0,0,0,1,0,0,0,0,0,2,0,14,20.2,0.0,0.0,2.0,2,False,27
48,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,27
72,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,27
73,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,27
74,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,27
93,262,90,0,0,1,0,0,0,0,0,0,4,2,30,34.4,0.0,0.0,3.4,9,False,27
94,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,27
95,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,27
111,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,27
112,263,90,0,0,0,1,0,0,0,0,0,3,0,16,23.0,0.0,0.0,2.3,3,False,27
131,264,90,0,0,1,0,0,0,0,0,0,2,0,23,10.2,0.0,0.0,1.0,6,False,27
132,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,27
148,261,90,0,0,0,3,0,0,0,0,0,1,0,11,9.0,0.0,0.0,0.9,1,False,27
149,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,27
168,265,90,0,0,0,1,0,1,0,0,0,6,3,36,66.0,0.0,0.0,6.6,12,True,27
169,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,27
170,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,27
189,266,90,0,0,0,2,0,0,0,0,0,2,0,13,18.0,0.0,0.0,1.8,1,False,27
190,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,27
212,265,90,0,0,1,0,0,0,0,0,0,3,0,31,21.4,0.0,0.0,2.1,7,False,27
213,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,27
235,267,90,0,0,1,0,0,0,0,0,0,2,0,24,15.6,0.0,0.0,1.6,6,False,27
236,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,27
237,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,27
262,264,90,0,0,0,1,0,0,0,0,0,8,0,24,60.2,0.0,0.0,6.0,4,False,27
263,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,27
264,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,27
280,270,90,0,0,0,3,0,0,0,0,0,3,0,19,21.2,0.0,0.0,2.1,2,False,27
281,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,27
299,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,27
317,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,27
318,269,90,0,0,1,0,0,0,0,0,0,1,1,24,10.2,0.0,0.0,1.0,7,False,27
319,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,27
340,263,90,0,0,0,2,0,0,0,0,0,5,1,22,40.8,0.0,0.0,4.1,3,False,27
341,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,27
366,267,90,0,0,0,3,0,0,0,0,0,5,0,16,31.8,0.0,0.0,3.2,2,False,27
367,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,27
388,266,90,0,0,0,3,0,0,0,0,0,4,0,14,26.6,0.0,0.0,2.7,2,False,27
411,270,90,0,0,1,0,0,0,0,0,0,4,0,29,29.6,0.0,0.0,3.0,7,False,27
