id,fixture_id,stats.minutes,stats.goals_scored,stats.assists,stats.clean_sheets,stats.goals_conceded,stats.own_goals,stats.penalties_saved,stats.penalties_missed,stats.yellow_cards,stats.red_cards,stats.saves,stats.bonus,stats.bps,stats.influence,stats.creativity,stats.threat,stats.ict_index,stats.total_points,stats.in_dreamteam,gw
14,113,90,0,0,0,2,0,0,0,0,0,5,0,22,42.4,0.0,0.0,4.2,2,False,12
27,120,82,0,0,0,2,0,0,0,0,0,3,0,13,22.8,0.0,0.0,2.3,2,False,12
47,115,90,0,0,0,3,0,0,0,0,0,9,3,34,61.0,0.0,0.0,6.1,7,False,12
48,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,12
72,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,12
73,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,12
74,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,12
93,111,90,0,0,1,0,0,0,0,0,0,4,2,29,26.4,0.0,0.0,2.6,9,True,12
94,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,12
95,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,12
111,112,90,0,0,1,0,0,0,0,0,0,1,0,21,8.0,0.0,0.0,0.8,6,False,12
112,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,12
131,112,90,0,0,0,2,0,0,0,0,0,3,0,16,21.8,0.0,0.0,2.2,2,False,12
132,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,12
148,118,90,0,0,0,1,0,0,0,0,0,2,0,11,11.2,0.0,0.0,1.1,2,False,12
149,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,12
168,113,90,0,0,1,0,0,0,0,0,0,1,0,22,10.8,0.0,0.0,1.1,6,False,12
169,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,12
170,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,12
189,114,90,0,0,0,1,0,0,0,0,0,2,0,18,24.6,0.0,0.0,2.5,2,False,12
190,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,12
212,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,12
213,114,90,0,0,0,3,0,0,0,0,0,2,0,16,16.2,0.0,0.0,1.6,1,False,12
235,115,90,0,0,0,1,0,0,0,0,0,1,0,10,11.2,0.0,0.0,1.1,2,False,12
236,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,12
237,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,12
262,116,90,0,0,0,1,0,0,0,0,0,2,0,14,19.6,0.0,0.0,2.0,2,False,12
263,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,12
264,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,12
280,117,90,0,0,0,2,0,0,0,0,0,0,0,9,4.8,0.0,0.0,0.5,1,False,12
281,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,12
299,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,12
317,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,12
318,118,90,0,0,0,2,0,0,0,0,0,3,0,15,24.6,0.0,0.0,2.5,2,False,12
319,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,12
340,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,12
341,119,90,0,0,0,1,0,0,0,0,0,3,0,13,17.4,0.0,0.0,1.7,3,False,12
366,117,90,0,0,1,0,0,0,0,0,0,5,2,32,32.8,0.0,0.0,3.3,9,False,12
367,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,12
388,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,12
411,120,90,0,0,0,1,0,0,0,0,0,3,0,14,18.6,0.0,0.0,1.9,3,False,12
