id,fixture_id,stats.minutes,stats.goals_scored,stats.assists,stats.clean_sheets,stats.goals_conceded,stats.own_goals,stats.penalties_saved,stats.penalties_missed,stats.yellow_cards,stats.red_cards,stats.saves,stats.bonus,stats.bps,stats.influence,stats.creativity,stats.threat,stats.ict_index,stats.total_points,stats.in_dreamteam,gw
14,160,90,0,0,0,1,0,0,0,0,0,3,0,19,22.0,0.0,0.0,2.2,3,False,16
27,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,16
47,153,90,0,0,0,2,0,0,0,0,0,3,0,20,37.8,0.0,0.0,3.8,2,False,16
48,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,16
72,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,16
73,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,16
74,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,16
93,158,90,0,0,0,5,0,0,0,0,0,2,0,14,16.8,0.0,0.0,1.7,0,False,16
94,151,90,0,0,0,4,0,0,0,0,0,4,0,19,37.0,0.0,0.0,3.7,1,False,16
95,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,16
111,154,90,0,0,0,3,0,0,0,0,0,4,0,19,33.2,0.0,0.0,3.3,2,False,16
112,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,16
131,159,90,0,0,1,0,0,0,0,0,0,3,3,31,28.0,0.0,0.0,2.8,10,True,16
132,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,16
148,154,90,0,0,0,1,0,0,0,0,0,3,0,15,26.6,0.0,0.0,2.7,3,False,16
149,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,16
168,151,90,0,0,0,1,0,0,0,0,0,1,0,9,12.2,0.0,0.0,1.2,2,False,16
169,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,16
170,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,16
189,152,90,0,0,1,0,0,0,0,0,0,0,0,20,4.2,0.0,0.0,0.4,6,False,16
190,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,16
212,155,90,0,0,0,2,0,0,0,0,0,5,0,17,42.0,0.0,0.0,4.2,2,False,16
