id,fixture_id,stats.minutes,stats.goals_scored,stats.assists,stats.clean_sheets,stats.goals_conceded,stats.own_goals,stats.penalties_saved,stats.penalties_missed,stats.yellow_cards,stats.red_cards,stats.saves,stats.bonus,stats.bps,stats.influence,stats.creativity,stats.threat,stats.ict_index,stats.total_points,stats.in_dreamteam,gw
14,242,90,0,0,1,0,0,0,0,0,0,2,1,26,17.0,0.0,0.0,1.7,7,False,25
27,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,25
47,250,90,0,0,0,3,0,0,0,0,0,3,0,15,23.6,0.0,0.0,2.4,2,False,25
48,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,25
72,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,25
73,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,25
74,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,25
93,242,90,0,0,1,0,0,0,0,0,0,2,0,25,14.0,0.0,0.0,1.4,6,False,25
94,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,25
95,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,25
111,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,25
112,244,90,0,0,0,2,0,0,0,0,0,2,0,11,17.2,0.0,0.0,1.7,1,False,25
131,243,90,0,0,0,1,1,0,0,0,0,3,0,9,14.6,0.0,0.0,1.5,1,False,25
132,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,25
148,249,90,0,0,0,2,0,0,0,0,0,0,0,8,3.4,0.0,0.0,0.3,1,False,25
149,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,25
168,244,90,0,0,0,2,0,0,0,0,0,1,0,13,14.2,0.0,0.0,1.4,1,False,25
169,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,25
170,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,25
189,245,90,0,0,1,0,0,0,0,0,0,4,1,33,35.2,0.0,0.0,3.5,8,False,25
190,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,25
212,248,90,0,0,0,2,0,0,0,0,0,1,0,11,12.4,0.0,0.0,1.2,1,False,25
213,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,25
235,246,90,0,0,1,0,0,0,0,0,0,3,0,25,26.0,0.0,0.0,2.6,7,False,25
236,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,25
