id,fixture_id,stats.minutes,stats.goals_scored,stats.assists,stats.clean_sheets,stats.goals_conceded,stats.own_goals,stats.penalties_saved,stats.penalties_missed,stats.yellow_cards,stats.red_cards,stats.saves,stats.bonus,stats.bps,stats.influence,stats.creativity,stats.threat,stats.ict_index,stats.total_points,stats.in_dreamteam,gw
14,174,90,0,0,1,0,0,0,0,0,0,0,0,21,5.2,0.0,0.0,0.5,6,False,18
27,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,18
47,173,90,0,0,0,1,0,0,0,0,0,1,0,14,14.2,0.0,0.0,1.4,2,False,18
48,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,18
72,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,18
73,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,18
74,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,18
93,172,90,0,0,1,0,0,0,0,0,0,0,1,22,2.4,0.0,0.0,0.2,7,False,18
94,171,90,0,0,0,3,0,0,0,0,0,5,0,20,30.0,0.0,0.0,3.0,2,False,18
95,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,18
111,178,90,0,0,1,0,0,0,0,0,0,1,0,23,13.6,0.0,0.0,1.4,6,False,18
112,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,18
131,176,90,0,0,0,1,0,0,0,0,0,2,0,13,15.4,0.0,0.0,1.5,2,False,18
132,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,18
148,174,90,0,0,1,0,0,0,0,0,0,2,0,23,20.2,0.0,0.0,2.0,6,False,18
149,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,18
168,175,90,0,0,0,3,0,0,0,0,0,9,1,30,73.0,0.0,0.0,7.3,5,False,18
169,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,18
170,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,18
212,175,90,0,0,0,1,0,0,0,0,0,1,0,16,9.4,0.0,0.0,0.9,2,False,18
213,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,18
235,179,90,0,0,0,2,0,0,0,0,0,1,0,7,1.6,0.0,0.0,0.2,1,False,18
236,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,18
237,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,18
