,Team,First Name,Last Name,Pos,Apps,Min,G,A,Sh90,KP90,xG,xA,name,gw
0,Liverpool,Mohamed,Salah,F,1,90,2,0,5.0,1.0,1.6,0.09,Mohamed Salah,3
1,Liverpool,Joel,Matip,D,1,90,1,0,1.0,1.0,0.06,0.02,Joel Matip,3
2,Liverpool,Roberto,Firmino,F,1,88,0,0,6.14,0.0,0.36,0.0,Roberto Firmino,3
3,Liverpool,Adam,Lallana,S,1,2,0,0,0.0,0.0,0.0,0.0,Adam Lallana,3
4,Liverpool,James,Milner,S,1,19,0,0,0.0,0.0,0.0,0.0,James Milner,3
5,Liverpool,Adrian,,GK,1,90,0,0,0.0,0.0,0.0,0.0,Adrian,3
6,Liverpool,Jordan,Henderson,M,1,90,0,0,1.0,0.0,0.04,0.0,Jordan Henderson,3
7,Liverpool,Georginio,Wijnaldum,M,1,71,0,0,2.54,0.0,0.12,0.0,Georginio Wijnaldum,3
8,Liverpool,Virgil,van Dijk,D,1,90,0,0,1.0,0.0,0.03,0.0,Virgil van Dijk,3
9,Liverpool,Sadio,Mane,F,1,79,0,0,3.42,4.56,0.28,0.3,Sadio Mane,3
10,Liverpool,Alex,Oxlade-Chamberlain,S,1,11,0,0,0.0,0.0,0.0,0.0,Alex Oxlade-Chamberlain,3
11,Liverpool,Andrew,Robertson,D,1,90,0,0,3.0,3.0,0.12,0.58,Andrew Robertson,3
12,Liverpool,Trent,Alexander-Arnold,D,1,90,0,1,3.0,6.0,0.18,0.42,Trent Alexander-Arnold,3
13,Liverpool,Fabinho,,M,1,90,0,1,0.0,4.0,0.0,0.31,Fabinho,3
14,Manchester City,Sergio,Aguero,F,1,90,2,0,4.0,3.0,1.21,0.26,Sergio Aguero,3
15,Manchester City,Raheem,Sterling,F,1,90,1,0,2.0,1.0,0.63,0.08,Raheem Sterling,3
16,Manchester City,Ilkay,Gundogan,M,1,64,0,0,0.0,1.41,0.0,0.06,Ilkay Gundogan,3
17,Manchester City,Kevin,De Bruyne,M,1,90,0,1,3.0,2.0,0.25,0.57,Kevin De Bruyne,3
18,Manchester City,Nicolas,Otamendi,D,1,90,0,0,2.0,0.0,0.46,0.0,Nicolas Otamendi,3
19,Manchester City,David,Silva,M,1,90,0,2,2.0,2.0,0.19,0.97,David Silva,3
20,Manchester City,Kyle,Walker,D,1,90,0,0,1.0,0.0,0.02,0.0,Kyle Walker,3
21,Manchester City,Riyad,Mahrez,S,1,5,0,0,0.0,18.0,0.0,0.11,Riyad Mahrez,3
22,Manchester City,Joao,Cancelo,S,1,1,0,0,0.0,0.0,0.0,0.0,Joao Cancelo,3
23,Manchester City,Rodri,,S,1,26,0,0,3.46,0.0,0.08,0.0,Rodri,3
24,Manchester City,Aymeric,Laporte,D,1,90,0,0,0.0,2.0,0.0,0.15,Aymeric Laporte,3
25,Manchester City,Oleksandr,Zinchenko,D,1,90,0,0,0.0,5.0,0.0,0.35,Oleksandr Zinchenko,3
26,Manchester City,Bernardo,Silva,F,1,85,0,0,4.24,1.06,0.31,0.39,Bernardo Silva,3
27,Manchester City,Ederson,,GK,1,90,0,0,0.0,0.0,0.0,0.0,Ederson,3
28,Leicester,Jamie,Vardy,F,1,90,1,0,2.0,0.0,0.4,0.0,Jamie Vardy,3
29,Leicester,Harvey,Barnes,S,1,25,1,0,3.6,0.0,0.03,0.0,Harvey Barnes,3
30,Leicester,Kasper,Schmeichel,GK,1,90,0,0,0.0,0.0,0.0,0.0,Kasper Schmeichel,3
31,Leicester,Wes,Morgan,S,1,11,0,0,0.0,0.0,0.0,0.0,Wes Morgan,3
32,Leicester,Christian,Fuchs,D,1,90,0,0,1.0,0.0,0.05,0.0,Christian Fuchs,3
