,Team,First Name,Last Name,Pos,Apps,Min,G,A,Sh90,KP90,xG,xA,name,gw
0,Liverpool,Virgil,van Dijk,D,1,90,2,0,2.0,0.0,0.07,0.0,Virgil van Dijk,14
1,Liverpool,Roberto,Firmino,F,1,77,0,0,2.34,0.0,0.21,0.0,Roberto Firmino,14
2,Liverpool,Divock,Origi,S,1,13,0,0,0.0,0.0,0.0,0.0,Divock Origi,14
3,Liverpool,Adam,Lallana,S,1,20,0,0,0.0,0.0,0.0,0.0,Adam Lallana,14
4,Liverpool,Adrian,,S,1,11,0,0,0.0,0.0,0.0,0.0,Adrian,14
5,Liverpool,Dejan,Lovren,D,1,90,0,0,0.0,0.0,0.0,0.0,Dejan Lovren,14
6,Liverpool,Jordan,Henderson,M,1,90,0,0,0.0,0.0,0.0,0.0,Jordan Henderson,14
7,Liverpool,Georginio,Wijnaldum,M,1,90,0,0,1.0,1.0,0.02,0.14,Georginio Wijnaldum,14
8,Liverpool,Sadio,Mane,F,1,90,0,0,2.0,3.0,0.5,0.31,Sadio Mane,14
9,Liverpool,Alex,Oxlade-Chamberlain,M,1,79,0,0,4.56,1.14,0.3,0.05,Alex Oxlade-Chamberlain,14
10,Liverpool,Mohamed,Salah,F,1,70,0,0,2.57,1.29,0.22,0.13,Mohamed Salah,14
11,Liverpool,Alisson,,GK,1,77,0,0,0.0,0.0,0.0,0.0,Alisson,14
12,Liverpool,Andrew,Robertson,D,1,90,0,0,1.0,0.0,0.02,0.0,Andrew Robertson,14
13,Liverpool,Trent,Alexander-Arnold,D,1,90,0,2,1.0,2.0,0.05,0.07,Trent Alexander-Arnold,14
14,Manchester City,Kevin,De Bruyne,M,1,90,1,0,6.0,6.0,0.26,0.51,Kevin De Bruyne,14
15,Manchester City,Raheem,Sterling,F,1,90,1,0,4.0,2.0,0.77,0.15,Raheem Sterling,14
16,Manchester City,Ilkay,Gundogan,M,1,90,0,0,1.0,1.0,0.02,0.02,Ilkay Gundogan,14
17,Manchester City,John,Stones,D,1,90,0,0,1.0,0.0,0.02,0.0,John Stones,14
18,Manchester City,Fernandinho,,D,1,90,0,0,2.0,0.0,0.08,0.0,Fernandinho,14
19,Manchester City,David,Silva,M,1,72,0,1,2.5,3.75,0.04,0.53,David Silva,14
20,Manchester City,Kyle,Walker,D,1,90,0,0,1.0,1.0,0.02,0.02,Kyle Walker,14
21,Manchester City,Riyad,Mahrez,F,1,71,0,0,0.0,0.0,0.0,0.0,Riyad Mahrez,14
22,Manchester City,Rodri,,S,1,4,0,0,0.0,0.0,0.0,0.0,Rodri,14
23,Manchester City,Benjamin,Mendy,D,1,90,0,0,1.0,1.0,0.02,0.03,Benjamin Mendy,14
24,Manchester City,Bernardo,Silva,S,1,19,0,0,4.74,0.0,0.36,0.0,Bernardo Silva,14
25,Manchester City,Gabriel,Jesus,F,1,86,0,0,5.23,1.05,0.9,0.02,Gabriel Jesus,14
26,Manchester City,Ederson,,GK,1,90,0,0,0.0,0.0,0.0,0.0,Ederson,14
27,Manchester City,Phil,Foden,S,1,18,0,0,0.0,5.0,0.0,0.03,Phil Foden,14
28,Leicester,Kelechi,Iheanacho,S,1,26,1,1,10.38,3.46,0.72,0.52,Kelechi Iheanacho,14
29,Leicester,Jamie,Vardy,F,1,90,1,0,4.0,1.0,1.06,0.1,Jamie Vardy,14
30,Leicester,Kasper,Schmeichel,GK,1,90,0,0,0.0,0.0,0.0,0.0,Kasper Schmeichel,14
31,Leicester,Marc,Albrighton,S,1,6,0,0,0.0,0.0,0.0,0.0,Marc Albrighton,14
32,Leicester,Ayoze,Perez,M,1,64,0,0,4.22,0.0,0.23,0.0,Ayoze Perez,14
33,Leicester,Ben,Chilwell,D,1,90,0,0,0.0,2.0,0.0,0.13,Ben Chilwell,14
34,Leicester,Jonny,Evans,D,1,90,0,0,0.0,0.0,0.0,0.0,Jonny Evans,14
35,Leicester,Ricardo,Pereira,D,1,90,0,1,1.0,2.0,0.06,0.61,Ricardo Pereira,14
36,Leicester,Caglar,Soyuncu,D,1,90,0,0,0.0,0.0,0.0,0.0,Caglar Soyuncu,14
37,Leicester,Wilfred,Ndidi,M,1,90,0,0,1.0,4.0,0.02,0.24,Wilfred Ndidi,14
38,Leicester,Youri,Tielemans,M,1,90,0,0,2.0,1.0,0.06,0.4,Youri Tielemans,14
39,Leicester,Harvey,Barnes,M,1,84,0,0,0.0,0.0,0.0,0.0,Harvey Barnes,14
