,Team,First Name,Last Name,Pos,Apps,Min,G,A,Sh90,KP90,xG,xA,name,gw
0,Liverpool,Mohamed,Salah,F,1,90,2,0,7.0,0.0,0.99,0.0,Mohamed Salah,17
1,Liverpool,Roberto,Firmino,M,1,89,0,0,2.02,1.01,0.22,0.05,Roberto Firmino,17
2,Liverpool,Divock,Origi,S,1,1,0,1,90.0,90.0,0.12,0.46,Divock Origi,17
3,Liverpool,James,Milner,D,1,90,0,0,1.0,1.0,0.02,0.12,James Milner,17
4,Liverpool,Jordan,Henderson,M,1,90,0,0,2.0,1.0,0.09,0.04,Jordan Henderson,17
5,Liverpool,Georginio,Wijnaldum,M,1,60,0,0,0.0,0.0,0.0,0.0,Georginio Wijnaldum,17
6,Liverpool,Virgil,van Dijk,D,1,90,0,0,0.0,0.0,0.0,0.0,Virgil van Dijk,17
7,Liverpool,Sadio,Mane,M,1,90,0,1,2.0,1.0,0.14,0.1,Sadio Mane,17
8,Liverpool,Xherdan,Shaqiri,M,1,71,0,0,1.27,0.0,0.05,0.0,Xherdan Shaqiri,17
9,Liverpool,Alex,Oxlade-Chamberlain,S,1,19,0,0,0.0,0.0,0.0,0.0,Alex Oxlade-Chamberlain,17
10,Liverpool,Joseph,Gomez,D,1,90,0,0,0.0,0.0,0.0,0.0,Joseph Gomez,17
11,Liverpool,Alisson,,GK,1,90,0,0,0.0,0.0,0.0,0.0,Alisson,17
12,Liverpool,Andrew,Robertson,S,1,30,0,0,0.0,3.0,0.0,0.14,Andrew Robertson,17
13,Liverpool,Trent,Alexander-Arnold,D,1,90,0,0,0.0,1.0,0.0,0.07,Trent Alexander-Arnold,17
14,Manchester City,Kevin,De Bruyne,M,1,90,2,1,5.0,3.0,0.31,0.72,Kevin De Bruyne,17
15,Manchester City,Raheem,Sterling,M,1,90,1,0,4.0,2.0,0.76,0.21,Raheem Sterling,17
16,Manchester City,Ilkay,Gundogan,M,1,73,0,0,1.23,1.23,0.02,0.09,Ilkay Gundogan,17
17,Manchester City,Nicolas,Otamendi,D,1,90,0,0,0.0,0.0,0.0,0.0,Nicolas Otamendi,17
18,Manchester City,Fernandinho,,D,1,90,0,0,0.0,0.0,0.0,0.0,Fernandinho,17
19,Manchester City,Kyle,Walker,D,1,90,0,0,0.0,0.0,0.0,0.0,Kyle Walker,17
20,Manchester City,Riyad,Mahrez,S,1,17,0,0,5.29,0.0,0.1,0.0,Riyad Mahrez,17
21,Manchester City,Rodri,,M,1,90,0,0,0.0,1.0,0.0,0.04,Rodri,17
22,Manchester City,Oleksandr,Zinchenko,S,1,2,0,0,0.0,0.0,0.0,0.0,Oleksandr Zinchenko,17
23,Manchester City,Benjamin,Mendy,D,1,88,0,0,0.0,1.02,0.0,0.02,Benjamin Mendy,17
24,Manchester City,Bernardo,Silva,S,1,31,0,0,0.0,2.9,0.0,0.04,Bernardo Silva,17
25,Manchester City,Gabriel,Jesus,F,1,90,0,1,2.0,1.0,0.49,0.08,Gabriel Jesus,17
26,Manchester City,Ederson,,GK,1,90,0,0,0.0,0.0,0.0,0.0,Ederson,17
27,Manchester City,Phil,Foden,M,1,59,0,1,1.53,3.05,0.02,0.1,Phil Foden,17
28,Leicester,Kelechi,Iheanacho,F,1,38,0,0,2.37,0.0,0.05,0.0,Kelechi Iheanacho,17
29,Leicester,Kasper,Schmeichel,GK,1,90,0,0,0.0,0.0,0.0,0.0,Kasper Schmeichel,17
30,Leicester,Jamie,Vardy,F,1,90,0,0,5.0,0.0,0.45,0.0,Jamie Vardy,17
31,Leicester,Demarai,Gray,S,1,52,0,0,1.73,0.0,0.07,0.0,Demarai Gray,17
32,Leicester,Ben,Chilwell,D,1,90,0,0,0.0,2.0,0.0,0.11,Ben Chilwell,17
33,Leicester,Jonny,Evans,D,1,90,0,0,0.0,0.0,0.0,0.0,Jonny Evans,17
34,Leicester,Dennis,Praet,M,1,51,0,0,0.0,3.53,0.0,0.12,Dennis Praet,17
35,Leicester,Ricardo,Pereira,D,1,90,0,0,1.0,0.0,0.01,0.0,Ricardo Pereira,17
