,Team,First Name,Last Name,Pos,Apps,Min,G,A,Sh90,KP90,xG,xA,name,gw
0,Liverpool,Sadio,Mane,F,1,90,1,0,1.0,2.0,0.53,0.19,Sadio Mane,12
1,Liverpool,Mohamed,Salah,F,1,89,1,0,3.03,0.0,0.33,0.0,Mohamed Salah,12
2,Liverpool,Fabinho,,M,1,90,1,0,2.0,0.0,0.05,0.0,Fabinho,12
3,Liverpool,Roberto,Firmino,F,1,81,0,0,3.33,1.11,0.25,0.04,Roberto Firmino,12
4,Liverpool,James,Milner,S,1,27,0,0,0.0,0.0,0.0,0.0,James Milner,12
5,Liverpool,Dejan,Lovren,D,1,90,0,0,1.0,0.0,0.06,0.0,Dejan Lovren,12
6,Liverpool,Jordan,Henderson,M,1,63,0,1,0.0,1.43,0.0,0.53,Jordan Henderson,12
7,Liverpool,Georginio,Wijnaldum,M,1,90,0,0,2.0,0.0,0.11,0.0,Georginio Wijnaldum,12
8,Liverpool,Virgil,van Dijk,D,1,90,0,0,0.0,0.0,0.0,0.0,Virgil van Dijk,12
9,Liverpool,Alex,Oxlade-Chamberlain,S,1,9,0,0,0.0,0.0,0.0,0.0,Alex Oxlade-Chamberlain,12
10,Liverpool,Joseph,Gomez,S,1,1,0,0,0.0,0.0,0.0,0.0,Joseph Gomez,12
11,Liverpool,Alisson,,GK,1,90,0,0,0.0,0.0,0.0,0.0,Alisson,12
12,Liverpool,Andrew,Robertson,D,1,90,0,1,0.0,2.0,0.0,0.25,Andrew Robertson,12
13,Liverpool,Trent,Alexander-Arnold,D,1,90,0,0,0.0,2.0,0.0,0.15,Trent Alexander-Arnold,12
14,Manchester City,Bernardo,Silva,M,1,90,1,0,1.0,2.0,0.05,0.11,Bernardo Silva,12
15,Manchester City,Ilkay,Gundogan,M,1,90,0,0,2.0,3.0,0.06,0.12,Ilkay Gundogan,12
16,Manchester City,Kevin,De Bruyne,M,1,90,0,0,2.0,3.0,0.05,0.25,Kevin De Bruyne,12
17,Manchester City,John,Stones,D,1,90,0,0,1.0,0.0,0.01,0.0,John Stones,12
18,Manchester City,Fernandinho,,D,1,90,0,0,0.0,0.0,0.0,0.0,Fernandinho,12
19,Manchester City,Raheem,Sterling,M,1,90,0,0,4.0,0.0,0.36,0.0,Raheem Sterling,12
20,Manchester City,Sergio,Aguero,F,1,73,0,0,3.7,0.0,0.2,0.0,Sergio Aguero,12
21,Manchester City,Kyle,Walker,D,1,90,0,0,4.0,0.0,0.68,0.0,Kyle Walker,12
22,Manchester City,Angelino,,D,1,90,0,0,1.0,3.0,0.06,0.74,Angelino,12
23,Manchester City,Claudio,Bravo,GK,1,90,0,0,0.0,0.0,0.0,0.0,Claudio Bravo,12
24,Manchester City,Rodri,,M,1,90,0,0,0.0,0.0,0.0,0.0,Rodri,12
25,Manchester City,Gabriel,Jesus,S,1,17,0,0,0.0,0.0,0.0,0.0,Gabriel Jesus,12
26,Leicester,Jamie,Vardy,F,1,90,1,1,3.0,2.0,0.67,0.07,Jamie Vardy,12
27,Leicester,James,Maddison,M,1,90,1,0,4.0,3.0,0.17,0.07,James Maddison,12
28,Leicester,Kasper,Schmeichel,GK,1,90,0,0,0.0,0.0,0.0,0.0,Kasper Schmeichel,12
29,Leicester,Demarai,Gray,S,1,30,0,0,6.0,3.0,0.07,0.28,Demarai Gray,12
30,Leicester,Ayoze,Perez,M,1,60,0,0,1.5,0.0,0.05,0.0,Ayoze Perez,12
31,Leicester,Ben,Chilwell,D,1,90,0,0,0.0,1.0,0.0,0.12,Ben Chilwell,12
32,Leicester,Jonny,Evans,D,1,90,0,0,0.0,1.0,0.0,0.02,Jonny Evans,12
33,Leicester,Dennis,Praet,S,1,16,0,0,5.63,0.0,0.02,0.0,Dennis Praet,12
34,Leicester,Ricardo,Pereira,D,1,90,0,0,0.0,1.0,0.0,0.01,Ricardo Pereira,12
35,Leicester,Caglar,Soyuncu,D,1,90,0,0,0.0,0.0,0.0,0.0,Caglar Soyuncu,12
36,Leicester,Wilfred,Ndidi,M,1,90,0,0,2.0,1.0,0.14,0.05,Wilfred Ndidi,12
37,Leicester,Youri,Tielemans,M,1,90,0,1,4.0,3.0,0.09,0.46,Youri Tielemans,12
38,Leicester,Harvey,Barnes,M,1,74,0,0,2.43,1.22,0.17,0.05,Harvey Barnes,12
39,Chelsea,Tammy,Abraham,F,1,77,1,0,3.51,0.0,0.89,0.0,Tammy Abraham,12
40,Chelsea,Christian,Pulisic,M,1,84,1,0,6.43,3.21,1.1,0.25,Christian Pulisic,12
41,Chelsea,Willian,,M,1,90,0,1,4.0,4.0,0.62,1.05,Willian,12
42,Chelsea,Fikayo,Tomori,D,1,90,0,0,0.0,0.0,0.0,0.0,Fikayo Tomori,12
43,Chelsea,N'Golo,Kante,M,1,90,0,0,1.0,2.0,0.06,0.16,N'Golo Kante,12
