,Team,First Name,Last Name,Pos,Apps,Min,G,A,Sh90,KP90,xG,xA,name,gw
0,Liverpool,Alex,Oxlade-Chamberlain,F,1,90,1,0,2.0,0.0,0.36,0.0,Alex Oxlade-Chamberlain,16
1,Liverpool,Mohamed,Salah,F,1,90,1,1,5.0,4.0,1.25,0.64,Mohamed Salah,16
2,Liverpool,Naby,Keita,M,1,90,1,1,3.0,3.0,0.66,0.58,Naby Keita,16
3,Liverpool,Roberto,Firmino,F,1,90,0,0,5.0,2.0,0.35,0.68,Roberto Firmino,16
4,Liverpool,James,Milner,M,1,90,0,0,1.0,3.0,0.04,0.24,James Milner,16
5,Liverpool,Dejan,Lovren,D,1,39,0,0,0.0,0.0,0.0,0.0,Dejan Lovren,16
6,Liverpool,Jordan,Henderson,M,1,90,0,1,1.0,2.0,0.02,0.43,Jordan Henderson,16
7,Liverpool,Virgil,van Dijk,D,1,90,0,0,0.0,0.0,0.0,0.0,Virgil van Dijk,16
8,Liverpool,Xherdan,Shaqiri,S,1,1,0,0,0.0,90.0,0.0,0.08,Xherdan Shaqiri,16
9,Liverpool,Joseph,Gomez,D,1,90,0,0,0.0,2.0,0.0,0.08,Joseph Gomez,16
10,Liverpool,Alisson,,GK,1,90,0,0,0.0,0.0,0.0,0.0,Alisson,16
11,Liverpool,Andrew,Robertson,D,1,79,0,0,0.0,0.0,0.0,0.0,Andrew Robertson,16
12,Liverpool,Trent,Alexander-Arnold,S,1,51,0,0,7.06,3.53,0.32,0.15,Trent Alexander-Arnold,16
13,Liverpool,Curtis,Jones,S,1,11,0,0,8.18,0.0,0.08,0.0,Curtis Jones,16
14,Manchester City,Nicolas,Otamendi,S,1,29,1,0,6.21,0.0,0.48,0.0,Nicolas Otamendi,16
15,Manchester City,Ilkay,Gundogan,S,1,2,0,0,0.0,45.0,0.0,0.07,Ilkay Gundogan,16
16,Manchester City,Kevin,De Bruyne,M,1,90,0,0,4.0,4.0,0.31,0.46,Kevin De Bruyne,16
17,Manchester City,John,Stones,D,1,61,0,0,0.0,0.0,0.0,0.0,John Stones,16
18,Manchester City,Fernandinho,,D,1,90,0,0,0.0,0.0,0.0,0.0,Fernandinho,16
19,Manchester City,David,Silva,M,1,90,0,0,3.0,4.0,0.21,0.28,David Silva,16
20,Manchester City,Raheem,Sterling,F,1,90,0,0,2.0,2.0,0.09,0.24,Raheem Sterling,16
21,Manchester City,Kyle,Walker,D,1,90,0,0,0.0,1.0,0.0,0.02,Kyle Walker,16
22,Manchester City,Riyad,Mahrez,S,1,23,0,1,7.83,3.91,0.23,0.38,Riyad Mahrez,16
23,Manchester City,Angelino,,D,1,90,0,0,2.0,0.0,0.09,0.0,Angelino,16
24,Manchester City,Rodri,,M,1,88,0,0,1.02,1.02,0.06,0.1,Rodri,16
25,Manchester City,Bernardo,Silva,F,1,67,0,0,2.69,2.69,0.1,0.2,Bernardo Silva,16
26,Manchester City,Gabriel,Jesus,F,1,90,0,0,3.0,0.0,0.51,0.0,Gabriel Jesus,16
27,Manchester City,Ederson,,GK,1,90,0,0,0.0,0.0,0.0,0.0,Ederson,16
28,Leicester,Jamie,Vardy,F,1,90,2,0,4.0,2.0,1.63,0.17,Jamie Vardy,16
29,Leicester,Kelechi,Iheanacho,F,1,67,1,1,5.37,5.37,0.3,1.2,Kelechi Iheanacho,16
30,Leicester,Jonny,Evans,D,1,90,1,0,4.0,0.0,0.34,0.0,Jonny Evans,16
31,Leicester,Kasper,Schmeichel,GK,1,90,0,0,0.0,0.0,0.0,0.0,Kasper Schmeichel,16
32,Leicester,Marc,Albrighton,S,1,11,0,0,0.0,8.18,0.0,0.48,Marc Albrighton,16
33,Leicester,Ben,Chilwell,D,1,83,0,0,0.0,2.17,0.0,0.18,Ben Chilwell,16
34,Leicester,Dennis,Praet,M,1,79,0,1,0.0,1.14,0.0,0.47,Dennis Praet,16
35,Leicester,Ricardo,Pereira,D,1,90,0,0,1.0,2.0,0.11,0.55,Ricardo Pereira,16
36,Leicester,Caglar,Soyuncu,D,1,90,0,0,2.0,1.0,0.22,0.16,Caglar Soyuncu,16
