,Team,First Name,Last Name,Pos,Apps,Min,G,A,Sh90,KP90,xG,xA,name,gw
0,Manchester City,Ilkay,Gundogan,M,1,81,1,0,2.22,1.11,0.78,0.07,Ilkay Gundogan,18
1,Manchester City,Riyad,Mahrez,F,1,90,1,0,10.0,4.0,0.78,0.75,Riyad Mahrez,18
2,Manchester City,Gabriel,Jesus,F,1,90,1,0,4.0,0.0,1.56,0.0,Gabriel Jesus,18
3,Manchester City,Kevin,De Bruyne,M,1,90,0,1,4.0,7.0,0.23,1.1,Kevin De Bruyne,18
4,Manchester City,Nicolas,Otamendi,D,1,90,0,0,1.0,0.0,0.08,0.0,Nicolas Otamendi,18
5,Manchester City,Fernandinho,,D,1,90,0,0,0.0,0.0,0.0,0.0,Fernandinho,18
6,Manchester City,Raheem,Sterling,F,1,90,0,0,2.0,3.0,0.17,0.24,Raheem Sterling,18
7,Manchester City,Sergio,Aguero,S,1,1,0,0,0.0,0.0,0.0,0.0,Sergio Aguero,18
8,Manchester City,Kyle,Walker,D,1,90,0,0,0.0,1.0,0.0,0.11,Kyle Walker,18
9,Manchester City,Rodri,,S,1,9,0,0,0.0,0.0,0.0,0.0,Rodri,18
10,Manchester City,Benjamin,Mendy,D,1,90,0,1,0.0,4.0,0.0,0.44,Benjamin Mendy,18
11,Manchester City,Bernardo,Silva,M,1,90,0,0,0.0,1.0,0.0,0.06,Bernardo Silva,18
12,Manchester City,Ederson,,GK,1,90,0,0,0.0,0.0,0.0,0.0,Ederson,18
13,Manchester City,Phil,Foden,S,1,1,0,0,0.0,0.0,0.0,0.0,Phil Foden,18
14,Leicester,Jamie,Vardy,F,1,90,1,0,2.0,1.0,0.44,0.53,Jamie Vardy,18
15,Leicester,Kasper,Schmeichel,GK,1,90,0,0,0.0,0.0,0.0,0.0,Kasper Schmeichel,18
16,Leicester,Marc,Albrighton,S,1,24,0,0,0.0,0.0,0.0,0.0,Marc Albrighton,18
17,Leicester,Demarai,Gray,S,1,20,0,0,0.0,0.0,0.0,0.0,Demarai Gray,18
18,Leicester,Ayoze,Perez,M,1,70,0,0,1.29,1.29,0.02,0.03,Ayoze Perez,18
