,Team,First Name,Last Name,Pos,Apps,Min,G,A,Sh90,KP90,xG,xA,name,gw
0,Liverpool,Sadio,Mane,S,1,28,1,0,3.21,0.0,0.09,0.0,Sadio Mane,26
1,Liverpool,Roberto,Firmino,F,1,90,0,0,2.0,1.0,0.68,0.02,Roberto Firmino,26
2,Liverpool,James,Milner,S,1,4,0,0,0.0,0.0,0.0,0.0,James Milner,26
3,Liverpool,Jordan,Henderson,M,1,90,0,1,0.0,1.0,0.0,0.09,Jordan Henderson,26
4,Liverpool,Georginio,Wijnaldum,M,1,62,0,0,0.0,0.0,0.0,0.0,Georginio Wijnaldum,26
5,Liverpool,Virgil,van Dijk,D,1,90,0,0,2.0,0.0,0.07,0.0,Virgil van Dijk,26
6,Liverpool,Alex,Oxlade-Chamberlain,F,1,62,0,0,1.45,2.9,0.03,0.14,Alex Oxlade-Chamberlain,26
7,Liverpool,Joseph,Gomez,D,1,90,0,0,0.0,0.0,0.0,0.0,Joseph Gomez,26
8,Liverpool,Mohamed,Salah,F,1,90,0,0,4.0,2.0,0.39,0.04,Mohamed Salah,26
9,Liverpool,Alisson,,GK,1,90,0,0,0.0,0.0,0.0,0.0,Alisson,26
10,Liverpool,Andrew,Robertson,D,1,90,0,0,1.0,4.0,0.04,0.21,Andrew Robertson,26
11,Liverpool,Trent,Alexander-Arnold,D,1,90,0,0,3.0,2.0,0.06,0.6,Trent Alexander-Arnold,26
12,Liverpool,Fabinho,,S,1,28,0,0,0.0,0.0,0.0,0.0,Fabinho,26
13,Liverpool,Naby,Keita,M,1,86,0,0,3.14,1.05,0.75,0.09,Naby Keita,26
14,Manchester City,Kevin,De Bruyne,M,1,80,1,1,2.25,6.75,0.13,1.12,Kevin De Bruyne,26
15,Manchester City,Rodri,,M,1,90,1,0,2.0,0.0,0.05,0.0,Rodri,26
16,Manchester City,Ilkay,Gundogan,S,1,10,0,0,0.0,0.0,0.0,0.0,Ilkay Gundogan,26
17,Manchester City,John,Stones,S,1,24,0,0,0.0,0.0,0.0,0.0,John Stones,26
18,Manchester City,Nicolas,Otamendi,D,1,90,0,0,0.0,1.0,0.0,0.04,Nicolas Otamendi,26
19,Manchester City,David,Silva,M,1,86,0,0,1.05,3.14,0.15,0.16,David Silva,26
20,Manchester City,Sergio,Aguero,F,1,90,0,0,6.0,1.0,0.57,0.05,Sergio Aguero,26
21,Manchester City,Kyle,Walker,D,1,90,0,0,1.0,1.0,0.01,0.12,Kyle Walker,26
