,Team,First Name,Last Name,Pos,Apps,Min,G,A,Sh90,KP90,xG,xA,name,gw
0,Liverpool,Roberto,Firmino,F,1,90,2,0,3.0,2.0,1.32,0.13,Roberto Firmino,19
1,Liverpool,James,Milner,S,1,19,1,0,4.74,0.0,0.76,0.0,James Milner,19
2,Liverpool,Trent,Alexander-Arnold,D,1,90,1,2,2.0,3.0,0.1,0.9,Trent Alexander-Arnold,19
3,Liverpool,Divock,Origi,S,1,19,0,0,0.0,0.0,0.0,0.0,Divock Origi,19
4,Liverpool,Adam,Lallana,S,1,7,0,0,0.0,0.0,0.0,0.0,Adam Lallana,19
5,Liverpool,Jordan,Henderson,M,1,83,0,0,1.08,0.0,0.07,0.0,Jordan Henderson,19
6,Liverpool,Georginio,Wijnaldum,M,1,90,0,0,1.0,0.0,0.04,0.0,Georginio Wijnaldum,19
7,Liverpool,Virgil,van Dijk,D,1,90,0,0,0.0,0.0,0.0,0.0,Virgil van Dijk,19
8,Liverpool,Sadio,Mane,F,1,90,0,1,3.0,3.0,1.16,0.18,Sadio Mane,19
9,Liverpool,Joseph,Gomez,D,1,90,0,0,0.0,1.0,0.0,0.02,Joseph Gomez,19
10,Liverpool,Mohamed,Salah,F,1,71,0,0,5.07,1.27,0.32,0.63,Mohamed Salah,19
11,Liverpool,Alisson,,GK,1,90,0,0,0.0,0.0,0.0,0.0,Alisson,19
12,Liverpool,Andrew,Robertson,D,1,90,0,0,0.0,2.0,0.0,0.57,Andrew Robertson,19
13,Liverpool,Naby,Keita,M,1,71,0,0,0.0,1.27,0.0,0.15,Naby Keita,19
14,Manchester City,Raheem,Sterling,M,1,90,2,0,5.0,0.0,1.89,0.0,Raheem Sterling,19
15,Manchester City,Ilkay,Gundogan,S,1,16,0,0,0.0,0.0,0.0,0.0,Ilkay Gundogan,19
16,Manchester City,Kevin,De Bruyne,M,1,74,0,1,1.22,1.22,0.05,0.34,Kevin De Bruyne,19
17,Manchester City,Nicolas,Otamendi,D,1,90,0,0,0.0,0.0,0.0,0.0,Nicolas Otamendi,19
18,Manchester City,Fernandinho,,D,1,90,0,0,0.0,1.0,0.0,0.06,Fernandinho,19
19,Manchester City,Sergio,Aguero,F,1,13,0,0,0.0,0.0,0.0,0.0,Sergio Aguero,19
20,Manchester City,Kyle,Walker,D,1,90,0,0,0.0,1.0,0.0,0.04,Kyle Walker,19
21,Manchester City,Riyad,Mahrez,M,1,53,0,0,0.0,0.0,0.0,0.0,Riyad Mahrez,19
22,Manchester City,Claudio,Bravo,S,1,77,0,0,0.0,0.0,0.0,0.0,Claudio Bravo,19
23,Manchester City,Rodri,,M,1,90,0,0,0.0,0.0,0.0,0.0,Rodri,19
24,Manchester City,Benjamin,Mendy,D,1,90,0,0,0.0,1.0,0.0,0.05,Benjamin Mendy,19
25,Manchester City,Bernardo,Silva,M,1,90,0,0,1.0,0.0,0.04,0.0,Bernardo Silva,19
26,Manchester City,Ederson,,GK,1,11,0,0,0.0,0.0,0.0,0.0,Ederson,19
27,Manchester City,Eric,Garcia,S,1,37,0,0,0.0,0.0,0.0,0.0,Eric Garcia,19
28,Leicester,Kasper,Schmeichel,GK,1,90,0,0,0.0,0.0,0.0,0.0,Kasper Schmeichel,19
29,Leicester,Marc,Albrighton,S,1,31,0,0,0.0,0.0,0.0,0.0,Marc Albrighton,19
30,Leicester,Jamie,Vardy,F,1,90,0,0,1.0,0.0,0.06,0.0,Jamie Vardy,19
31,Leicester,Ayoze,Perez,S,1,17,0,0,0.0,0.0,0.0,0.0,Ayoze Perez,19
32,Leicester,Ben,Chilwell,D,1,90,0,0,0.0,0.0,0.0,0.0,Ben Chilwell,19
33,Leicester,Jonny,Evans,D,1,90,0,0,0.0,0.0,0.0,0.0,Jonny Evans,19
34,Leicester,Dennis,Praet,M,1,73,0,0,1.23,0.0,0.02,0.0,Dennis Praet,19
35,Leicester,Ricardo,Pereira,D,1,90,0,0,0.0,0.0,0.0,0.0,Ricardo Pereira,19
36,Leicester,Caglar,Soyuncu,D,1,90,0,0,0.0,1.0,0.0,0.06,Caglar Soyuncu,19
37,Leicester,Wilfred,Ndidi,M,1,90,0,0,0.0,0.0,0.0,0.0,Wilfred Ndidi,19
38,Leicester,Youri,Tielemans,M,1,90,0,0,1.0,0.0,0.04,0.0,Youri Tielemans,19
39,Leicester,Hamza,Choudhury,S,1,13,0,0,0.0,0.0,0.0,0.0,Hamza Choudhury,19
40,Leicester,Harvey,Barnes,M,1,59,0,0,0.0,1.53,0.0,0.04,Harvey Barnes,19
41,Leicester,James,Maddison,M,1,77,0,0,0.0,0.0,0.0,0.0,James Maddison,19
42,Chelsea,Cesar,Azpilicueta,M,1,90,0,0,2.0,0.0,0.09,0.0,Cesar Azpilicueta,19
43,Chelsea,Pedro,,S,1,4,0,0,0.0,0.0,0.0,0.0,Pedro,19
44,Chelsea,Willian,,M,1,86,0,0,0.0,2.09,0.0,0.09,Willian,19
45,Chelsea,Tammy,Abraham,F,1,90,0,0,1.0,0.0,0.27,0.0,Tammy Abraham,19
46,Chelsea,Fikayo,Tomori,D,1,90,0,0,1.0,0.0,0.19,0.0,Fikayo Tomori,19
47,Chelsea,N'Golo,Kante,M,1,90,0,0,0.0,1.0,0.0,0.06,N'Golo Kante,19
48,Chelsea,Kurt,Zouma,D,1,48,0,0,0.0,0.0,0.0,0.0,Kurt Zouma,19
49,Chelsea,Emerson,,M,1,90,0,0,0.0,2.0,0.0,0.04,Emerson,19
50,Chelsea,Jorginho,,M,1,90,0,0,0.0,1.0,0.0,0.06,Jorginho,19
51,Chelsea,Antonio,Rudiger,D,1,90,0,0,0.0,0.0,0.0,0.0,Antonio Rudiger,19
52,Chelsea,Christian,Pulisic,S,1,21,0,0,4.29,0.0,0.09,0.0,Christian Pulisic,19
53,Chelsea,Kepa,,GK,1,90,0,0,0.0,0.0,0.0,0.0,Kepa,19
54,Chelsea,Callum,Hudson-Odoi,M,1,69,0,0,3.91,1.3,0.14,0.19,Callum Hudson-Odoi,19
55,Chelsea,Mason,Mount,S,1,42,0,0,4.29,4.29,0.08,0.36,Mason Mount,19
56,Manchester United,Anthony,Martial,F,1,69,2,0,3.91,1.3,0.53,0.05,Anthony Martial,19
57,Manchester United,Marcus,Rashford,M,1,65,1,0,5.54,0.0,0.5,0.0,Marcus Rashford,19
58,Manchester United,Mason,Greenwood,M,1,90,1,0,2.0,2.0,0.08,0.09,Mason Greenwood,19
59,Manchester United,David,de Gea,GK,1,90,0,0,0.0,0.0,0.0,0.0,David de Gea,19
60,Manchester United,Juan,Mata,S,1,21,0,0,0.0,4.29,0.0,0.39,Juan Mata,19
61,Manchester United,Jesse,Lingard,S,1,25,0,0,0.0,3.6,0.0,0.04,Jesse Lingard,19
62,Manchester United,Andreas,Pereira,M,1,90,0,1,3.0,2.0,0.13,0.07,Andreas Pereira,19
63,Manchester United,Luke,Shaw,D,1,90,0,0,2.0,0.0,0.11,0.0,Luke Shaw,19
64,Manchester United,Harry,Maguire,D,1,90,0,0,2.0,0.0,0.07,0.0,Harry Maguire,19
65,Manchester United,Paul,Pogba,S,1,42,0,0,6.43,4.29,0.5,0.11,Paul Pogba,19
66,Manchester United,Scott,McTominay,M,1,48,0,0,0.0,3.75,0.0,0.06,Scott McTominay,19
