,Team,First Name,Last Name,Pos,Apps,Min,G,A,Sh90,KP90,xG,xA,name,gw
0,Liverpool,Jordan,Henderson,M,1,90,1,0,1.0,1.0,0.06,0.06,Jordan Henderson,10
1,Liverpool,Mohamed,Salah,F,1,88,1,0,7.16,1.02,1.06,0.04,Mohamed Salah,10
2,Liverpool,Roberto,Firmino,F,1,90,0,0,4.0,1.0,0.64,0.05,Roberto Firmino,10
3,Liverpool,Divock,Origi,S,1,1,0,0,0.0,0.0,0.0,0.0,Divock Origi,10
4,Liverpool,James,Milner,S,1,10,0,0,0.0,0.0,0.0,0.0,James Milner,10
5,Liverpool,Dejan,Lovren,D,1,90,0,0,1.0,0.0,0.01,0.0,Dejan Lovren,10
6,Liverpool,Georginio,Wijnaldum,M,1,80,0,0,1.13,0.0,0.04,0.0,Georginio Wijnaldum,10
7,Liverpool,Virgil,van Dijk,D,1,90,0,0,1.0,0.0,0.05,0.0,Virgil van Dijk,10
8,Liverpool,Sadio,Mane,F,1,90,0,0,2.0,2.0,0.19,0.05,Sadio Mane,10
9,Liverpool,Joseph,Gomez,S,1,2,0,0,0.0,0.0,0.0,0.0,Joseph Gomez,10
10,Liverpool,Alisson,,GK,1,90,0,0,0.0,0.0,0.0,0.0,Alisson,10
11,Liverpool,Andrew,Robertson,D,1,90,0,0,1.0,2.0,0.03,0.47,Andrew Robertson,10
12,Liverpool,Trent,Alexander-Arnold,D,1,90,0,0,2.0,7.0,0.09,0.45,Trent Alexander-Arnold,10
13,Liverpool,Fabinho,,M,1,90,0,0,1.0,2.0,0.02,0.12,Fabinho,10
14,Manchester City,Ilkay,Gundogan,M,1,90,1,0,2.0,2.0,0.13,0.16,Ilkay Gundogan,10
15,Manchester City,Kevin,De Bruyne,M,1,77,1,0,3.51,3.51,0.06,0.15,Kevin De Bruyne,10
16,Manchester City,Raheem,Sterling,F,1,77,1,0,4.68,3.51,0.62,0.85,Raheem Sterling,10
17,Manchester City,John,Stones,D,1,90,0,0,1.0,0.0,0.02,0.0,John Stones,10
18,Manchester City,Fernandinho,,D,1,88,0,0,2.05,0.0,0.07,0.0,Fernandinho,10
19,Manchester City,David,Silva,M,1,90,0,0,2.0,2.0,0.48,0.15,David Silva,10
20,Manchester City,Sergio,Aguero,S,1,13,0,0,0.0,0.0,0.0,0.0,Sergio Aguero,10
21,Manchester City,Angelino,,S,1,16,0,0,0.0,0.0,0.0,0.0,Angelino,10
22,Manchester City,Joao,Cancelo,D,1,90,0,0,1.0,0.0,0.02,0.0,Joao Cancelo,10
23,Manchester City,Benjamin,Mendy,D,1,74,0,1,2.43,1.22,0.12,0.02,Benjamin Mendy,10
24,Manchester City,Bernardo,Silva,F,1,90,0,0,2.0,4.0,0.57,0.19,Bernardo Silva,10
25,Manchester City,Gabriel,Jesus,F,1,90,0,0,4.0,2.0,1.03,0.13,Gabriel Jesus,10
