,Team,First Name,Last Name,Pos,Apps,Min,G,A,Sh90,KP90,xG,xA,name,gw
0,Liverpool,Sadio,Mane,F,1,79,1,0,4.56,1.14,1.85,0.11,Sadio Mane,21
1,Liverpool,Mohamed,Salah,F,1,90,1,0,5.0,3.0,0.82,0.81,Mohamed Salah,21
2,Liverpool,Roberto,Firmino,F,1,90,0,0,5.0,0.0,0.99,0.0,Roberto Firmino,21
3,Liverpool,Divock,Origi,S,1,11,0,0,0.0,0.0,0.0,0.0,Divock Origi,21
4,Liverpool,Adam,Lallana,S,1,1,0,0,0.0,0.0,0.0,0.0,Adam Lallana,21
5,Liverpool,James,Milner,M,1,90,0,0,0.0,1.0,0.0,0.03,James Milner,21
6,Liverpool,Jordan,Henderson,M,1,90,0,0,1.0,4.0,0.03,0.41,Jordan Henderson,21
7,Liverpool,Georginio,Wijnaldum,M,1,90,0,0,1.0,0.0,0.11,0.0,Georginio Wijnaldum,21
8,Liverpool,Virgil,van Dijk,D,1,90,0,0,0.0,0.0,0.0,0.0,Virgil van Dijk,21
9,Liverpool,Joseph,Gomez,D,1,90,0,0,0.0,0.0,0.0,0.0,Joseph Gomez,21
10,Liverpool,Alisson,,GK,1,90,0,0,0.0,0.0,0.0,0.0,Alisson,21
11,Liverpool,Andrew,Robertson,D,1,89,0,1,1.01,5.06,0.02,0.9,Andrew Robertson,21
12,Liverpool,Trent,Alexander-Arnold,D,1,90,0,0,2.0,2.0,0.07,0.71,Trent Alexander-Arnold,21
13,Liverpool,Harvey,Elliott,S,1,1,0,0,0.0,0.0,0.0,0.0,Harvey Elliott,21
14,Manchester City,Gabriel,Jesus,F,1,90,2,0,8.0,2.0,1.31,0.2,Gabriel Jesus,21
15,Manchester City,Ilkay,Gundogan,M,1,90,0,1,1.0,1.0,0.02,0.09,Ilkay Gundogan,21
16,Manchester City,Kevin,De Bruyne,M,1,90,0,0,1.0,2.0,0.02,0.13,Kevin De Bruyne,21
17,Manchester City,Fernandinho,,D,1,90,0,0,1.0,0.0,0.05,0.0,Fernandinho,21
18,Manchester City,David,Silva,S,1,5,0,0,0.0,0.0,0.0,0.0,David Silva,21
19,Manchester City,Raheem,Sterling,S,1,1,0,0,0.0,0.0,0.0,0.0,Raheem Sterling,21
