,Team,First Name,Last Name,Pos,Apps,Min,G,A,Sh90,KP90,xG,xA,name,gw
0,Liverpool,Roberto,Firmino,F,1,86,1,1,5.23,2.09,0.43,0.34,Roberto Firmino,4
1,Liverpool,Sadio,Mane,F,1,86,1,0,2.09,1.05,0.37,0.06,Sadio Mane,4
2,Liverpool,Joel,Matip,D,1,90,0,0,0.0,0.0,0.0,0.0,Joel Matip,4
3,Liverpool,Divock,Origi,S,1,4,0,0,0.0,0.0,0.0,0.0,Divock Origi,4
4,Liverpool,Adrian,,GK,1,90,0,0,0.0,0.0,0.0,0.0,Adrian,4
5,Liverpool,Jordan,Henderson,M,1,72,0,0,0.0,2.5,0.0,0.12,Jordan Henderson,4
6,Liverpool,Georginio,Wijnaldum,M,1,90,0,0,1.0,1.0,0.03,0.02,Georginio Wijnaldum,4
7,Liverpool,Virgil,van Dijk,D,1,90,0,0,1.0,0.0,0.01,0.0,Virgil van Dijk,4
8,Liverpool,Xherdan,Shaqiri,S,1,4,0,0,22.5,0.0,0.02,0.0,Xherdan Shaqiri,4
9,Liverpool,Alex,Oxlade-Chamberlain,S,1,18,0,0,5.0,0.0,0.08,0.0,Alex Oxlade-Chamberlain,4
10,Liverpool,Mohamed,Salah,F,1,90,0,1,3.0,4.0,0.25,0.2,Mohamed Salah,4
11,Liverpool,Andrew,Robertson,D,1,90,0,0,0.0,0.0,0.0,0.0,Andrew Robertson,4
12,Liverpool,Trent,Alexander-Arnold,D,1,90,0,0,0.0,3.0,0.0,0.16,Trent Alexander-Arnold,4
13,Liverpool,Fabinho,,M,1,90,0,0,1.0,1.0,0.01,0.1,Fabinho,4
14,Manchester City,Sergio,Aguero,F,1,90,2,1,5.0,2.0,0.46,0.34,Sergio Aguero,4
15,Manchester City,Kevin,De Bruyne,M,1,73,1,1,4.93,2.47,0.7,0.16,Kevin De Bruyne,4
16,Manchester City,Bernardo,Silva,S,1,8,1,0,11.25,0.0,0.27,0.0,Bernardo Silva,4
17,Manchester City,Ilkay,Gundogan,S,1,17,0,0,5.29,0.0,0.08,0.0,Ilkay Gundogan,4
18,Manchester City,Nicolas,Otamendi,D,1,90,0,0,0.0,0.0,0.0,0.0,Nicolas Otamendi,4
19,Manchester City,Fernandinho,,S,1,54,0,0,0.0,0.0,0.0,0.0,Fernandinho,4
20,Manchester City,David,Silva,M,1,82,0,2,1.1,3.29,0.58,0.65,David Silva,4
21,Manchester City,Raheem,Sterling,F,1,90,0,0,0.0,1.0,0.0,0.58,Raheem Sterling,4
22,Manchester City,Kyle,Walker,D,1,90,0,0,0.0,0.0,0.0,0.0,Kyle Walker,4
23,Manchester City,Riyad,Mahrez,F,1,90,0,0,2.0,5.0,0.18,0.39,Riyad Mahrez,4
24,Manchester City,Rodri,,M,1,90,0,0,0.0,2.0,0.0,0.11,Rodri,4
25,Manchester City,Aymeric,Laporte,D,1,36,0,0,0.0,0.0,0.0,0.0,Aymeric Laporte,4
26,Manchester City,Oleksandr,Zinchenko,D,1,90,0,0,1.0,0.0,0.04,0.0,Oleksandr Zinchenko,4
27,Manchester City,Ederson,,GK,1,90,0,0,0.0,0.0,0.0,0.0,Ederson,4
28,Leicester,Jamie,Vardy,F,1,90,2,1,3.0,1.0,0.67,0.64,Jamie Vardy,4
29,Leicester,Youri,Tielemans,M,1,90,1,1,4.0,2.0,0.69,0.54,Youri Tielemans,4
30,Leicester,Kasper,Schmeichel,GK,1,90,0,0,0.0,0.0,0.0,0.0,Kasper Schmeichel,4
31,Leicester,Christian,Fuchs,S,1,1,0,0,0.0,0.0,0.0,0.0,Christian Fuchs,4
32,Leicester,Marc,Albrighton,M,1,67,0,0,1.34,2.69,0.03,0.08,Marc Albrighton,4
33,Leicester,Demarai,Gray,S,1,23,0,0,7.83,3.91,0.26,0.45,Demarai Gray,4
34,Leicester,Ben,Chilwell,D,1,90,0,1,0.0,2.0,0.0,0.26,Ben Chilwell,4
35,Leicester,Jonny,Evans,D,1,90,0,0,0.0,0.0,0.0,0.0,Jonny Evans,4
36,Leicester,Ricardo,Pereira,D,1,90,0,0,0.0,1.0,0.0,0.02,Ricardo Pereira,4
37,Leicester,Caglar,Soyuncu,D,1,90,0,0,1.0,0.0,0.03,0.0,Caglar Soyuncu,4
38,Leicester,Wilfred,Ndidi,M,1,90,0,0,0.0,2.0,0.0,0.05,Wilfred Ndidi,4
39,Leicester,Hamza,Choudhury,S,1,16,0,0,0.0,0.0,0.0,0.0,Hamza Choudhury,4
40,Leicester,Harvey,Barnes,M,1,74,0,0,1.22,1.22,0.05,0.03,Harvey Barnes,4
41,Leicester,James,Maddison,M,1,89,0,0,3.03,2.02,0.53,0.06,James Maddison,4
42,Chelsea,Tammy,Abraham,F,1,85,2,0,4.24,4.24,1.28,0.75,Tammy Abraham,4
43,Chelsea,Ross,Barkley,M,1,61,0,0,5.9,0.0,0.2,0.0,Ross Barkley,4
44,Chelsea,Cesar,Azpilicueta,D,1,90,0,0,0.0,2.0,0.0,0.41,Cesar Azpilicueta,4
45,Chelsea,Willian,,S,1,29,0,0,0.0,0.0,0.0,0.0,Willian,4
46,Chelsea,Fikayo,Tomori,D,1,90,0,0,0.0,1.0,0.0,0.05,Fikayo Tomori,4
47,Chelsea,Kurt,Zouma,D,1,90,0,0,1.0,0.0,0.03,0.0,Kurt Zouma,4
48,Chelsea,Emerson,,D,1,90,0,0,0.0,0.0,0.0,0.0,Emerson,4
49,Chelsea,Jorginho,,M,1,90,0,0,0.0,1.0,0.0,0.09,Jorginho,4
50,Chelsea,Michy,Batshuayi,S,1,6,0,0,0.0,0.0,0.0,0.0,Michy Batshuayi,4
51,Chelsea,Mateo,Kovacic,M,1,84,0,0,1.07,0.0,0.11,0.0,Mateo Kovacic,4
52,Chelsea,Christian,Pulisic,F,1,90,0,0,1.0,0.0,0.57,0.0,Christian Pulisic,4
53,Chelsea,Kepa,,GK,1,90,0,0,0.0,0.0,0.0,0.0,Kepa,4
54,Chelsea,Mason,Mount,F,1,90,0,0,2.0,1.0,0.12,0.03,Mason Mount,4
55,Chelsea,Billy,Gilmour,S,1,5,0,0,0.0,0.0,0.0,0.0,Billy Gilmour,4
56,Manchester United,Daniel,James,M,1,90,1,0,5.0,2.0,0.25,0.4,Daniel James,4
57,Manchester United,David,de Gea,GK,1,90,0,0,0.0,0.0,0.0,0.0,David de Gea,4
58,Manchester United,Juan,Mata,M,1,70,0,0,1.29,3.86,0.05,0.14,Juan Mata,4
59,Manchester United,Marcus,Rashford,F,1,90,0,0,6.0,2.0,0.98,0.1,Marcus Rashford,4
60,Manchester United,Jesse,Lingard,S,1,20,0,0,9.0,4.5,0.04,0.01,Jesse Lingard,4
61,Manchester United,Ashley,Young,D,1,90,0,0,1.0,1.0,0.02,0.02,Ashley Young,4
62,Manchester United,Nemanja,Matic,S,1,20,0,0,9.0,0.0,0.11,0.0,Nemanja Matic,4
63,Manchester United,Andreas,Pereira,M,1,70,0,0,1.29,0.0,0.1,0.0,Andreas Pereira,4
64,Manchester United,Harry,Maguire,D,1,90,0,0,0.0,1.0,0.0,0.03,Harry Maguire,4
65,Manchester United,Paul,Pogba,M,1,90,0,0,0.0,4.0,0.0,0.28,Paul Pogba,4
66,Manchester United,Scott,McTominay,M,1,84,0,1,1.07,2.14,0.02,0.36,Scott McTominay,4
67,Manchester United,Aaron,Wan-Bissaka,D,1,90,0,0,1.0,1.0,0.3,0.1,Aaron Wan-Bissaka,4
