,Team,First Name,Last Name,Pos,Apps,Min,G,A,Sh90,KP90,xG,xA,name,gw
0,Liverpool,Mohamed,Salah,F,1,90,2,0,4.0,3.0,1.34,0.96,Mohamed Salah,25
1,Liverpool,Jordan,Henderson,M,1,89,1,1,2.02,2.02,0.17,0.42,Jordan Henderson,25
2,Liverpool,Alex,Oxlade-Chamberlain,F,1,74,1,0,2.43,1.22,0.06,0.03,Alex Oxlade-Chamberlain,25
3,Liverpool,Roberto,Firmino,F,1,90,0,3,3.0,4.0,1.19,1.02,Roberto Firmino,25
4,Liverpool,Adam,Lallana,S,1,1,0,0,0.0,0.0,0.0,0.0,Adam Lallana,25
5,Liverpool,Georginio,Wijnaldum,M,1,82,0,0,1.1,1.1,0.11,0.02,Georginio Wijnaldum,25
6,Liverpool,Virgil,van Dijk,D,1,90,0,0,1.0,0.0,0.33,0.0,Virgil van Dijk,25
7,Liverpool,Joseph,Gomez,D,1,90,0,0,0.0,0.0,0.0,0.0,Joseph Gomez,25
8,Liverpool,Alisson,,GK,1,90,0,0,0.0,0.0,0.0,0.0,Alisson,25
9,Liverpool,Andrew,Robertson,D,1,90,0,0,0.0,0.0,0.0,0.0,Andrew Robertson,25
10,Liverpool,Trent,Alexander-Arnold,D,1,90,0,0,1.0,0.0,0.07,0.0,Trent Alexander-Arnold,25
11,Liverpool,Fabinho,,M,1,90,0,0,1.0,1.0,0.02,0.11,Fabinho,25
12,Liverpool,Naby,Keita,S,1,16,0,0,0.0,5.63,0.0,0.65,Naby Keita,25
13,Liverpool,Takumi,Minamino,S,1,8,0,0,11.25,0.0,0.5,0.0,Takumi Minamino,25
14,Manchester City,Ilkay,Gundogan,M,1,90,0,0,2.0,2.0,1.34,0.56,Ilkay Gundogan,25
15,Manchester City,Kevin,De Bruyne,M,1,90,0,0,3.0,3.0,0.13,0.17,Kevin De Bruyne,25
16,Manchester City,Nicolas,Otamendi,D,1,90,0,0,0.0,0.0,0.0,0.0,Nicolas Otamendi,25
17,Manchester City,Fernandinho,,D,1,90,0,0,1.0,0.0,0.03,0.0,Fernandinho,25
18,Manchester City,Raheem,Sterling,F,1,88,0,0,1.02,2.05,0.54,0.72,Raheem Sterling,25
19,Manchester City,Sergio,Aguero,F,1,68,0,0,7.94,0.0,1.0,0.0,Sergio Aguero,25
20,Manchester City,Kyle,Walker,D,1,90,0,0,0.0,1.0,0.0,0.09,Kyle Walker,25
