,Team,First Name,Last Name,Pos,Apps,Min,G,A,Sh90,KP90,xG,xA,name,gw
0,Liverpool,James,Milner,M,1,90,1,1,3.0,2.0,1.15,0.35,James Milner,8
1,Liverpool,Sadio,Mane,F,1,90,1,0,3.0,1.0,0.77,0.09,Sadio Mane,8
2,Liverpool,Roberto,Firmino,F,1,80,0,0,3.38,2.25,0.64,0.5,Roberto Firmino,8
3,Liverpool,Divock,Origi,S,1,10,0,0,0.0,0.0,0.0,0.0,Divock Origi,8
4,Liverpool,Adam,Lallana,S,1,1,0,0,0.0,0.0,0.0,0.0,Adam Lallana,8
5,Liverpool,Adrian,,GK,1,90,0,0,0.0,0.0,0.0,0.0,Adrian,8
6,Liverpool,Dejan,Lovren,D,1,90,0,0,1.0,0.0,0.06,0.0,Dejan Lovren,8
7,Liverpool,Jordan,Henderson,S,1,10,0,0,0.0,0.0,0.0,0.0,Jordan Henderson,8
8,Liverpool,Georginio,Wijnaldum,M,1,80,0,0,1.13,0.0,0.08,0.0,Georginio Wijnaldum,8
9,Liverpool,Virgil,van Dijk,D,1,90,0,0,1.0,0.0,0.02,0.0,Virgil van Dijk,8
10,Liverpool,Mohamed,Salah,F,1,90,0,0,5.0,3.0,0.95,0.21,Mohamed Salah,8
11,Liverpool,Andrew,Robertson,D,1,90,0,0,1.0,1.0,0.08,0.02,Andrew Robertson,8
12,Liverpool,Trent,Alexander-Arnold,D,1,90,0,0,0.0,5.0,0.0,1.09,Trent Alexander-Arnold,8
13,Liverpool,Fabinho,,M,1,90,0,0,0.0,0.0,0.0,0.0,Fabinho,8
14,Manchester City,Ilkay,Gundogan,M,1,90,0,0,1.0,2.0,0.07,0.05,Ilkay Gundogan,8
15,Manchester City,Nicolas,Otamendi,D,1,90,0,0,0.0,0.0,0.0,0.0,Nicolas Otamendi,8
16,Manchester City,Fernandinho,,D,1,90,0,0,1.0,0.0,0.02,0.0,Fernandinho,8
17,Manchester City,David,Silva,M,1,77,0,0,2.34,1.17,0.48,0.04,David Silva,8
18,Manchester City,Raheem,Sterling,M,1,90,0,0,3.0,1.0,0.15,0.1,Raheem Sterling,8
19,Manchester City,Sergio,Aguero,F,1,90,0,0,3.0,1.0,0.27,0.07,Sergio Aguero,8
20,Manchester City,Kyle,Walker,D,1,48,0,0,1.88,0.0,0.02,0.0,Kyle Walker,8
21,Manchester City,Riyad,Mahrez,M,1,62,0,0,1.45,0.0,0.06,0.0,Riyad Mahrez,8
22,Manchester City,Joao,Cancelo,D,1,90,0,0,2.0,1.0,0.03,0.43,Joao Cancelo,8
23,Manchester City,Rodri,,M,1,90,0,0,0.0,4.0,0.0,0.46,Rodri,8
24,Manchester City,Oleksandr,Zinchenko,S,1,42,0,0,4.29,6.43,0.06,0.14,Oleksandr Zinchenko,8
25,Manchester City,Bernardo,Silva,S,1,28,0,0,3.21,0.0,0.43,0.0,Bernardo Silva,8
26,Manchester City,Gabriel,Jesus,S,1,13,0,0,6.92,0.0,0.03,0.0,Gabriel Jesus,8
27,Manchester City,Ederson,,GK,1,90,0,0,0.0,0.0,0.0,0.0,Ederson,8
28,Leicester,James,Maddison,M,1,88,1,0,1.02,0.0,0.07,0.0,James Maddison,8
29,Leicester,Kasper,Schmeichel,GK,1,90,0,0,0.0,0.0,0.0,0.0,Kasper Schmeichel,8
30,Leicester,Marc,Albrighton,S,1,42,0,0,0.0,2.14,0.0,0.0,Marc Albrighton,8
31,Leicester,Jamie,Vardy,F,1,90,0,0,0.0,0.0,0.0,0.0,Jamie Vardy,8
32,Leicester,Ayoze,Perez,S,1,15,0,1,0.0,6.0,0.0,0.07,Ayoze Perez,8
33,Leicester,Ben,Chilwell,D,1,90,0,0,0.0,0.0,0.0,0.0,Ben Chilwell,8
34,Leicester,Jonny,Evans,D,1,90,0,0,0.0,0.0,0.0,0.0,Jonny Evans,8
35,Leicester,Dennis,Praet,M,1,75,0,0,1.2,0.0,0.03,0.0,Dennis Praet,8
36,Leicester,Ricardo,Pereira,D,1,90,0,0,0.0,0.0,0.0,0.0,Ricardo Pereira,8
37,Leicester,Caglar,Soyuncu,D,1,90,0,0,0.0,0.0,0.0,0.0,Caglar Soyuncu,8
38,Leicester,Wilfred,Ndidi,M,1,90,0,0,0.0,0.0,0.0,0.0,Wilfred Ndidi,8
39,Leicester,Youri,Tielemans,M,1,90,0,0,0.0,0.0,0.0,0.0,Youri Tielemans,8
40,Leicester,Hamza,Choudhury,S,1,2,0,0,0.0,0.0,0.0,0.0,Hamza Choudhury,8
41,Leicester,Harvey,Barnes,M,1,48,0,0,0.0,0.0,0.0,0.0,Harvey Barnes,8
42,Chelsea,Tammy,Abraham,F,1,86,1,0,3.14,1.05,0.22,0.45,Tammy Abraham,8
43,Chelsea,N'Golo,Kante,M,1,90,1,0,1.0,0.0,0.04,0.0,N'Golo Kante,8
44,Chelsea,Michy,Batshuayi,S,1,4,1,0,22.5,0.0,0.43,0.0,Michy Batshuayi,8
45,Chelsea,Mason,Mount,M,1,82,1,0,3.29,2.2,0.88,0.08,Mason Mount,8
46,Chelsea,Cesar,Azpilicueta,D,1,90,0,0,0.0,0.0,0.0,0.0,Cesar Azpilicueta,8
47,Chelsea,Willian,,M,1,90,0,1,2.0,3.0,0.04,0.78,Willian,8
48,Chelsea,Fikayo,Tomori,D,1,90,0,0,0.0,0.0,0.0,0.0,Fikayo Tomori,8
49,Chelsea,Kurt,Zouma,D,1,90,0,0,1.0,0.0,0.06,0.0,Kurt Zouma,8
50,Chelsea,Jorginho,,M,1,90,0,0,0.0,0.0,0.0,0.0,Jorginho,8
51,Chelsea,Marcos,Alonso,D,1,90,0,1,0.0,1.0,0.0,0.04,Marcos Alonso,8
52,Chelsea,Mateo,Kovacic,S,1,8,0,0,0.0,0.0,0.0,0.0,Mateo Kovacic,8
53,Chelsea,Christian,Pulisic,S,1,8,0,1,0.0,11.25,0.0,0.43,Christian Pulisic,8
54,Chelsea,Kepa,,GK,1,90,0,0,0.0,0.0,0.0,0.0,Kepa,8
55,Chelsea,Callum,Hudson-Odoi,M,1,82,0,1,2.2,3.29,0.47,0.19,Callum Hudson-Odoi,8
56,Manchester United,David,de Gea,GK,1,90,0,0,0.0,0.0,0.0,0.0,David de Gea,8
57,Manchester United,Marcos,Rojo,S,1,28,0,0,3.21,0.0,0.13,0.0,Marcos Rojo,8
58,Manchester United,Juan,Mata,M,1,68,0,0,0.0,0.0,0.0,0.0,Juan Mata,8
59,Manchester United,Marcus,Rashford,F,1,90,0,0,0.0,2.0,0.0,0.07,Marcus Rashford,8
60,Manchester United,Ashley,Young,D,1,88,0,0,0.0,6.14,0.0,0.74,Ashley Young,8
61,Manchester United,Andreas,Pereira,M,1,90,0,0,2.0,0.0,0.08,0.0,Andreas Pereira,8
62,Manchester United,Axel,Tuanzebe,D,1,90,0,0,0.0,0.0,0.0,0.0,Axel Tuanzebe,8
63,Manchester United,Harry,Maguire,D,1,90,0,0,3.0,2.0,0.6,0.03,Harry Maguire,8
64,Manchester United,Scott,McTominay,M,1,90,0,0,3.0,1.0,0.06,0.06,Scott McTominay,8
65,Manchester United,Daniel,James,M,1,90,0,0,1.0,0.0,0.06,0.0,Daniel James,8
66,Manchester United,Fred,,M,1,90,0,0,1.0,0.0,0.01,0.0,Fred,8
67,Manchester United,Diogo,Dalot,D,1,62,0,0,0.0,0.0,0.0,0.0,Diogo Dalot,8
68,Manchester United,Tahith,Chong,S,1,2,0,0,0.0,0.0,0.0,0.0,Tahith Chong,8
69,Manchester United,Mason,Greenwood,S,1,22,0,0,4.09,0.0,0.03,0.0,Mason Greenwood,8
70,Wolverhampton Wanderers,Adama,Traore,M,1,90,2,0,2.0,1.0,0.68,0.32,Adama Traore,8
71,Wolverhampton Wanderers,Ryan,Bennett,S,1,78,0,0,0.0,0.0,0.0,0.0,Ryan Bennett,8
72,Wolverhampton Wanderers,Jonny,,S,1,14,0,0,0.0,0.0,0.0,0.0,Jonny,8
73,Wolverhampton Wanderers,Joao,Moutinho,M,1,90,0,0,0.0,1.0,0.0,0.01,Joao Moutinho,8
74,Wolverhampton Wanderers,Romain,Saiss,D,1,12,0,0,0.0,0.0,0.0,0.0,Romain Saiss,8
75,Wolverhampton Wanderers,Raul,Jimenez,F,1,90,0,2,2.0,3.0,0.13,0.71,Raul Jimenez,8
76,Wolverhampton Wanderers,Patrick,Cutrone,F,1,70,0,0,2.57,0.0,0.36,0.0,Patrick Cutrone,8
77,Wolverhampton Wanderers,Rui,Patricio,GK,1,90,0,0,0.0,0.0,0.0,0.0,Rui Patricio,8
78,Wolverhampton Wanderers,Willy,Boly,D,1,90,0,0,0.0,0.0,0.0,0.0,Willy Boly,8
79,Wolverhampton Wanderers,Conor,Coady,D,1,90,0,0,0.0,0.0,0.0,0.0,Conor Coady,8
80,Wolverhampton Wanderers,Matt,Doherty,S,1,20,0,0,0.0,0.0,0.0,0.0,Matt Doherty,8
