,Team,First Name,Last Name,Pos,Apps,Min,G,A,Sh90,KP90,xG,xA,name,gw
0,Liverpool,Divock,Origi,F,1,77,1,0,1.17,2.34,0.26,0.18,Divock Origi,1
1,Liverpool,Virgil,van Dijk,D,1,90,1,0,1.0,0.0,0.11,0.0,Virgil van Dijk,1
2,Liverpool,Mohamed,Salah,F,1,90,1,1,2.0,3.0,0.44,0.31,Mohamed Salah,1
3,Liverpool,Roberto,Firmino,F,1,89,0,1,4.04,1.01,0.94,0.37,Roberto Firmino,1
4,Liverpool,James,Milner,S,1,1,0,0,0.0,0.0,0.0,0.0,James Milner,1
5,Liverpool,Adrian, ,S,1,52,0,0,0.0,0.0,0.0,0.0,Adrian,1
6,Liverpool,Jordan,Henderson,M,1,90,0,0,2.0,0.0,0.23,0.0,Jordan Henderson,1
7,Liverpool,Georginio,Wijnaldum,M,1,90,0,0,0.0,0.0,0.0,0.0,Georginio Wijnaldum,1
8,Liverpool,Sadio,Mane,S,1,13,0,0,0.0,0.0,0.0,0.0,Sadio Mane,1
9,Liverpool,Joseph,Gomez,D,1,90,0,0,0.0,1.0,0.0,0.02,Joseph Gomez,1
10,Liverpool,Alisson, ,GK,1,38,0,0,0.0,0.0,0.0,0.0,Alisson,1
11,Liverpool,Andrew,Robertson,D,1,90,0,0,2.0,1.0,0.07,0.05,Andrew Robertson,1
12,Liverpool,Trent,Alexander-Arnold,D,1,90,0,1,2.0,3.0,0.18,1.06,Trent Alexander-Arnold,1
13,Liverpool,Fabinho, ,M,1,90,0,0,1.0,1.0,0.01,0.08,Fabinho,1
14,Manchester City,Raheem,Sterling,F,1,90,3,0,4.0,0.0,1.59,0.0,Raheem Sterling,1
15,Manchester City,Sergio,Aguero,S,1,20,1,0,4.5,0.0,0.76,0.0,Sergio Aguero,1
16,Manchester City,Gabriel,Jesus,F,1,70,1,0,2.57,0.0,0.21,0.0,Gabriel Jesus,1
17,Manchester City,Ilkay,Gundogan,S,1,10,0,0,0.0,0.0,0.0,0.0,Ilkay Gundogan,1
18,Manchester City,Kevin,De Bruyne,M,1,80,0,1,1.13,3.38,0.05,0.83,Kevin De Bruyne,1
19,Manchester City,John,Stones,D,1,90,0,0,0.0,0.0,0.0,0.0,John Stones,1
20,Manchester City,David,Silva,M,1,81,0,0,1.11,2.22,0.03,0.13,David Silva,1
21,Manchester City,Kyle,Walker,D,1,90,0,1,1.0,2.0,0.04,0.17,Kyle Walker,1
22,Manchester City,Riyad,Mahrez,F,1,90,0,2,3.0,4.0,0.43,1.19,Riyad Mahrez,1
23,Manchester City,Rodri, ,M,1,90,0,0,0.0,0.0,0.0,0.0,Rodri,1
24,Manchester City,Aymeric,Laporte,D,1,90,0,0,0.0,0.0,0.0,0.0,Aymeric Laporte,1
25,Manchester City,Oleksandr,Zinchenko,D,1,90,0,0,1.0,1.0,0.08,0.04,Oleksandr Zinchenko,1
26,Manchester City,Ederson, ,GK,1,90,0,0,0.0,0.0,0.0,0.0,Ederson,1
27,Manchester City,Phil,Foden,S,1,9,0,0,0.0,0.0,0.0,0.0,Phil Foden,1
28,Leicester,Kasper,Schmeichel,GK,1,90,0,0,0.0,0.0,0.0,0.0,Kasper Schmeichel,1
29,Leicester,Marc,Albrighton,S,1,13,0,0,13.85,6.92,0.08,0.03,Marc Albrighton,1
30,Leicester,Jamie,Vardy,F,1,90,0,0,0.0,0.0,0.0,0.0,Jamie Vardy,1
31,Leicester,Ayoze,Perez,M,1,77,0,0,1.17,0.0,0.06,0.0,Ayoze Perez,1
32,Leicester,Ben,Chilwell,D,1,90,0,0,1.0,1.0,0.02,0.11,Ben Chilwell,1
33,Leicester,Jonny,Evans,D,1,90,0,0,1.0,0.0,0.11,0.0,Jonny Evans,1
34,Leicester,Ricardo,Pereira,D,1,90,0,0,1.0,2.0,0.01,0.04,Ricardo Pereira,1
35,Leicester,Caglar,Soyuncu,D,1,90,0,0,0.0,0.0,0.0,0.0,Caglar Soyuncu,1
36,Leicester,Wilfred,Ndidi,M,1,90,0,0,1.0,1.0,0.03,0.02,Wilfred Ndidi,1
37,Leicester,Youri,Tielemans,M,1,90,0,0,3.0,3.0,0.07,0.05,Youri Tielemans,1
38,Leicester,Hamza,Choudhury,M,1,62,0,0,1.45,1.45,0.04,0.04,Hamza Choudhury,1
39,Leicester,Harvey,Barnes,S,1,28,0,0,3.21,0.0,0.02,0.0,Harvey Barnes,1
40,Leicester,James,Maddison,M,1,90,0,0,4.0,2.0,0.1,0.09,James Maddison,1
41,Chelsea,Andreas,Christensen,D,1,90,0,0,0.0,0.0,0.0,0.0,Andreas Christensen,1
42,Chelsea,Olivier,Giroud,S,1,22,0,0,0.0,0.0,0.0,0.0,Olivier Giroud,1
43,Chelsea,Ross,Barkley,M,1,60,0,0,3.0,1.5,0.09,0.02,Ross Barkley,1
44,Chelsea,Cesar,Azpilicueta,D,1,90,0,0,0.0,1.0,0.0,0.02,Cesar Azpilicueta,1
45,Chelsea,Pedro, ,M,1,90,0,0,4.0,5.0,0.34,0.16,Pedro,1
46,Chelsea,Tammy,Abraham,F,1,68,0,0,2.65,0.0,0.1,0.0,Tammy Abraham,1
47,Chelsea,N'Golo,Kante,S,1,15,0,0,0.0,0.0,0.0,0.0,N'Golo Kante,1
48,Chelsea,Kurt,Zouma,D,1,90,0,0,2.0,0.0,0.07,0.0,Kurt Zouma,1
49,Chelsea,Emerson, ,D,1,90,0,0,4.0,1.0,0.37,0.28,Emerson,1
50,Chelsea,Jorginho, ,M,1,75,0,0,1.2,0.0,0.04,0.0,Jorginho,1
51,Chelsea,Mateo,Kovacic,M,1,90,0,0,0.0,2.0,0.0,0.06,Mateo Kovacic,1
