,Team,First Name,Last Name,Pos,Apps,Min,G,A,Sh90,KP90,xG,xA,name,gw
0,Liverpool,Adam,Lallana,S,1,18,1,0,5.0,0.0,0.6,0.0,Adam Lallana,9
1,Liverpool,Joel,Matip,D,1,90,0,0,0.0,0.0,0.0,0.0,Joel Matip,9
2,Liverpool,Roberto,Firmino,F,1,90,0,0,4.0,0.0,0.31,0.0,Roberto Firmino,9
3,Liverpool,Divock,Origi,F,1,61,0,0,1.48,0.0,0.01,0.0,Divock Origi,9
4,Liverpool,Jordan,Henderson,M,1,72,0,0,0.0,0.0,0.0,0.0,Jordan Henderson,9
5,Liverpool,Georginio,Wijnaldum,M,1,83,0,0,1.08,0.0,0.02,0.0,Georginio Wijnaldum,9
6,Liverpool,Virgil,van Dijk,D,1,90,0,0,0.0,0.0,0.0,0.0,Virgil van Dijk,9
7,Liverpool,Sadio,Mane,F,1,90,0,0,0.0,3.0,0.0,0.21,Sadio Mane,9
8,Liverpool,Alex,Oxlade-Chamberlain,S,1,29,0,0,6.21,0.0,0.06,0.0,Alex Oxlade-Chamberlain,9
9,Liverpool,Alisson,,GK,1,90,0,0,0.0,0.0,0.0,0.0,Alisson,9
10,Liverpool,Andrew,Robertson,D,1,90,0,1,0.0,2.0,0.0,0.62,Andrew Robertson,9
11,Liverpool,Trent,Alexander-Arnold,D,1,90,0,0,1.0,2.0,0.03,0.12,Trent Alexander-Arnold,9
12,Liverpool,Fabinho,,M,1,90,0,0,0.0,2.0,0.0,0.04,Fabinho,9
13,Liverpool,Naby,Keita,S,1,7,0,0,0.0,0.0,0.0,0.0,Naby Keita,9
14,Manchester City,David,Silva,M,1,81,1,0,2.22,2.22,0.55,0.6,David Silva,9
15,Manchester City,Gabriel,Jesus,F,1,90,1,0,8.0,2.0,1.49,0.16,Gabriel Jesus,9
16,Manchester City,Ilkay,Gundogan,M,1,90,0,0,2.0,3.0,0.04,0.63,Ilkay Gundogan,9
17,Manchester City,Kevin,De Bruyne,M,1,90,0,0,1.0,2.0,0.5,0.08,Kevin De Bruyne,9
18,Manchester City,John,Stones,S,1,9,0,0,0.0,0.0,0.0,0.0,John Stones,9
19,Manchester City,Fernandinho,,D,1,90,0,0,0.0,0.0,0.0,0.0,Fernandinho,9
20,Manchester City,Raheem,Sterling,F,1,90,0,1,4.0,3.0,1.23,1.13,Raheem Sterling,9
21,Manchester City,Joao,Cancelo,D,1,90,0,0,2.0,4.0,0.11,0.88,Joao Cancelo,9
22,Manchester City,Rodri,,D,1,90,0,0,0.0,1.0,0.0,0.03,Rodri,9
23,Manchester City,Benjamin,Mendy,D,1,90,0,0,0.0,0.0,0.0,0.0,Benjamin Mendy,9
24,Manchester City,Bernardo,Silva,F,1,90,0,1,2.0,3.0,0.1,0.46,Bernardo Silva,9
25,Manchester City,Ederson,,GK,1,90,0,0,0.0,0.0,0.0,0.0,Ederson,9
26,Manchester City,Phil,Foden,S,1,1,0,0,0.0,0.0,0.0,0.0,Phil Foden,9
27,Leicester,Jamie,Vardy,F,1,90,1,0,2.0,1.0,0.12,0.02,Jamie Vardy,9
28,Leicester,Youri,Tielemans,M,1,90,1,0,3.0,3.0,0.14,0.09,Youri Tielemans,9
29,Leicester,Kasper,Schmeichel,GK,1,90,0,0,0.0,0.0,0.0,0.0,Kasper Schmeichel,9
30,Leicester,Wes,Morgan,S,1,10,0,0,0.0,0.0,0.0,0.0,Wes Morgan,9
31,Leicester,Demarai,Gray,S,1,22,0,0,0.0,4.09,0.0,0.03,Demarai Gray,9
32,Leicester,Ayoze,Perez,M,1,68,0,0,1.32,0.0,0.1,0.0,Ayoze Perez,9
33,Leicester,Ben,Chilwell,D,1,90,0,0,1.0,0.0,0.02,0.0,Ben Chilwell,9
34,Leicester,Jonny,Evans,D,1,90,0,0,1.0,0.0,0.02,0.0,Jonny Evans,9
35,Leicester,Dennis,Praet,S,1,16,0,0,0.0,0.0,0.0,0.0,Dennis Praet,9
36,Leicester,Ricardo,Pereira,D,1,90,0,0,0.0,5.0,0.0,0.22,Ricardo Pereira,9
37,Leicester,Caglar,Soyuncu,D,1,90,0,0,2.0,0.0,0.07,0.0,Caglar Soyuncu,9
38,Leicester,Wilfred,Ndidi,M,1,90,0,0,0.0,0.0,0.0,0.0,Wilfred Ndidi,9
39,Leicester,Harvey,Barnes,M,1,80,0,2,4.5,3.38,0.16,0.18,Harvey Barnes,9
40,Leicester,James,Maddison,M,1,74,0,0,6.08,2.43,0.21,0.11,James Maddison,9
41,Chelsea,Marcos,Alonso,D,1,90,1,0,2.0,1.0,0.1,0.06,Marcos Alonso,9
42,Chelsea,Ross,Barkley,M,1,42,0,0,0.0,0.0,0.0,0.0,Ross Barkley,9
43,Chelsea,Cesar,Azpilicueta,D,1,90,0,0,0.0,0.0,0.0,0.0,Cesar Azpilicueta,9
44,Chelsea,Willian,,F,1,90,0,0,4.0,3.0,0.54,0.13,Willian,9
45,Chelsea,Tammy,Abraham,F,1,90,0,0,4.0,0.0,0.9,0.0,Tammy Abraham,9
46,Chelsea,Fikayo,Tomori,D,1,90,0,0,1.0,0.0,0.03,0.0,Fikayo Tomori,9
47,Chelsea,Kurt,Zouma,D,1,90,0,0,1.0,0.0,0.02,0.0,Kurt Zouma,9
48,Chelsea,Jorginho,,M,1,90,0,0,0.0,1.0,0.0,0.09,Jorginho,9
49,Chelsea,Mateo,Kovacic,S,1,48,0,0,0.0,0.0,0.0,0.0,Mateo Kovacic,9
50,Chelsea,Christian,Pulisic,S,1,24,0,0,3.75,3.75,0.47,0.51,Christian Pulisic,9
51,Chelsea,Kepa,,GK,1,90,0,0,0.0,0.0,0.0,0.0,Kepa,9
52,Chelsea,Callum,Hudson-Odoi,F,1,90,0,1,2.0,5.0,0.13,0.84,Callum Hudson-Odoi,9
53,Chelsea,Mason,Mount,M,1,66,0,0,1.36,1.36,0.13,0.02,Mason Mount,9
54,Chelsea,Reece,James,S,1,1,0,0,0.0,0.0,0.0,0.0,Reece James,9
55,Manchester United,Marcus,Rashford,F,1,85,1,0,2.12,1.06,0.6,0.04,Marcus Rashford,9
56,Manchester United,David,de Gea,GK,1,90,0,0,0.0,0.0,0.0,0.0,David de Gea,9
57,Manchester United,Marcos,Rojo,D,1,90,0,0,0.0,0.0,0.0,0.0,Marcos Rojo,9
58,Manchester United,Anthony,Martial,S,1,5,0,0,0.0,0.0,0.0,0.0,Anthony Martial,9
59,Manchester United,Ashley,Young,M,1,90,0,0,0.0,0.0,0.0,0.0,Ashley Young,9
60,Manchester United,Andreas,Pereira,M,1,90,0,0,2.0,3.0,0.06,0.12,Andreas Pereira,9
61,Manchester United,Harry,Maguire,D,1,90,0,0,0.0,0.0,0.0,0.0,Harry Maguire,9
62,Manchester United,Scott,McTominay,M,1,90,0,0,1.0,0.0,0.02,0.0,Scott McTominay,9
