,Team,First Name,Last Name,Pos,Apps,Min,G,A,Sh90,KP90,xG,xA,name,gw
0,Liverpool,Roberto,Firmino,F,2,180,1,0,3.0,1.5,1.23,0.25,Roberto Firmino,24
1,Liverpool,Jordan,Henderson,M,2,180,1,1,1.0,2.0,0.1,0.39,Jordan Henderson,24
2,Liverpool,Alex,Oxlade-Chamberlain,M,2,159,1,0,1.13,0.57,0.38,0.1,Alex Oxlade-Chamberlain,24
3,Liverpool,Mohamed,Salah,F,2,177,1,1,5.59,1.53,1.52,0.74,Mohamed Salah,24
4,Liverpool,Divock,Origi,F,2,74,0,0,1.22,0.0,0.1,0.0,Divock Origi,24
5,Liverpool,Georginio,Wijnaldum,M,2,180,0,0,0.0,0.5,0.0,0.09,Georginio Wijnaldum,24
6,Liverpool,Virgil,van Dijk,D,2,180,0,0,0.0,0.0,0.0,0.0,Virgil van Dijk,24
7,Liverpool,Sadio,Mane,F,1,32,0,0,0.0,2.81,0.0,0.09,Sadio Mane,24
8,Liverpool,Joseph,Gomez,D,2,180,0,0,0.0,0.0,0.0,0.0,Joseph Gomez,24
9,Liverpool,Alisson,,GK,2,180,0,0,0.0,0.0,0.0,0.0,Alisson,24
10,Liverpool,Andrew,Robertson,D,2,180,0,0,0.5,0.5,0.32,0.08,Andrew Robertson,24
11,Liverpool,Trent,Alexander-Arnold,D,2,170,0,1,0.53,1.59,0.08,0.22,Trent Alexander-Arnold,24
12,Liverpool,Fabinho,,S,2,37,0,0,0.0,0.0,0.0,0.0,Fabinho,24
13,Liverpool,Naby,Keita,S,1,10,0,0,9.0,0.0,0.08,0.0,Naby Keita,24
14,Liverpool,Curtis,Jones,S,1,3,0,0,0.0,0.0,0.0,0.0,Curtis Jones,24
15,Liverpool,Takumi,Minamino,S,1,58,0,0,1.55,0.0,0.06,0.0,Takumi Minamino,24
16,Manchester City,Sergio,Aguero,S,1,22,1,0,4.09,8.18,0.63,0.15,Sergio Aguero,24
17,Manchester City,Kevin,De Bruyne,M,1,90,0,1,2.0,3.0,0.04,0.83,Kevin De Bruyne,24
18,Manchester City,Nicolas,Otamendi,D,1,90,0,0,1.0,1.0,0.09,0.09,Nicolas Otamendi,24
19,Manchester City,Fernandinho,,D,1,90,0,0,0.0,3.0,0.0,0.14,Fernandinho,24
20,Manchester City,Raheem,Sterling,M,1,90,0,0,5.0,0.0,0.77,0.0,Raheem Sterling,24
21,Manchester City,Kyle,Walker,M,1,90,0,0,0.0,0.0,0.0,0.0,Kyle Walker,24
22,Manchester City,Riyad,Mahrez,M,1,90,0,0,3.0,3.0,0.36,0.66,Riyad Mahrez,24
23,Manchester City,Rodri,,M,1,90,0,0,3.0,2.0,0.08,0.15,Rodri,24
24,Manchester City,Aymeric,Laporte,D,1,79,0,0,0.0,0.0,0.0,0.0,Aymeric Laporte,24
25,Manchester City,Oleksandr,Zinchenko,M,1,90,0,0,1.0,1.0,0.02,0.02,Oleksandr Zinchenko,24
26,Manchester City,Bernardo,Silva,S,1,1,0,0,0.0,0.0,0.0,0.0,Bernardo Silva,24
27,Manchester City,Gabriel,Jesus,F,1,68,0,0,2.65,1.32,0.89,0.02,Gabriel Jesus,24
28,Manchester City,Ederson,,GK,1,90,0,0,0.0,0.0,0.0,0.0,Ederson,24
29,Manchester City,Eric,Garcia,S,1,11,0,0,0.0,0.0,0.0,0.0,Eric Garcia,24
30,Leicester,Ayoze,Perez,M,1,90,2,0,4.0,1.0,1.01,0.12,Ayoze Perez,24
31,Leicester,Ricardo,Pereira,D,1,90,1,1,4.0,3.0,0.29,1.2,Ricardo Pereira,24
32,Leicester,Harvey,Barnes,M,1,88,1,1,2.05,4.09,1.1,0.34,Harvey Barnes,24
33,Leicester,Kelechi,Iheanacho,S,1,48,0,1,1.88,1.88,0.13,0.09,Kelechi Iheanacho,24
34,Leicester,Kasper,Schmeichel,GK,1,90,0,0,0.0,0.0,0.0,0.0,Kasper Schmeichel,24
35,Leicester,Wes,Morgan,S,1,2,0,0,0.0,0.0,0.0,0.0,Wes Morgan,24
36,Leicester,Jamie,Vardy,F,1,42,0,0,2.14,0.0,0.11,0.0,Jamie Vardy,24
37,Leicester,Ben,Chilwell,D,1,90,0,0,1.0,0.0,0.11,0.0,Ben Chilwell,24
38,Leicester,Jonny,Evans,D,1,90,0,0,0.0,0.0,0.0,0.0,Jonny Evans,24
